matched_file,longitude,latitude,distance_km,magnitude,depth,original_date,DAS_visibility
decimator_2023-10-30_01.48.00_UTC.h5,-121.7923333,46.85933333,8.781666684,-0.07,-2.39,2023-10-30 1:48:36,n
decimator_2023-10-30_02.55.00_UTC.h5,-122.1888333,46.19733333,63.83195031,0.06,7.06,2023-10-30 2:55:58,n
decimator_2023-10-30_04.49.00_UTC.h5,-122.1825,46.19733333,63.67213526,0.79,0.65,2023-10-30 4:49:08,n
decimator_2023-10-30_08.50.00_UTC.h5,-122.1965,46.17766667,66.09104398,0.12,4.64,2023-10-30 8:50:55,n
decimator_2023-10-30_10.54.00_UTC.h5,-122.2005,46.17216667,66.76993301,0.3,6.41,2023-10-30 10:54:40,n
decimator_2023-10-30_13.43.00_UTC.h5,-122.305,46.5165,38.81471278,0.89,17.73,2023-10-30 13:43:02,y
decimator_2023-10-30_21.37.00_UTC.h5,-121.9521667,46.88983333,16.80230513,0.48,9.45,2023-10-30 21:37:59,y
decimator_2023-10-31_00.15.00_UTC.h5,-121.9143333,46.82583333,9.348536683,0.03,2.65,2023-10-31 0:15:25,m
decimator_2023-10-31_05.57.00_UTC.h5,-120.5615,46.91983333,90.61641251,1.46,-0.88,2023-10-31 5:57:14,n
decimator_2023-10-31_05.57.00_UTC.h5,-120.5885,46.90183333,88.29186407,0.62,-0.84,2023-10-31 5:57:55,n
decimator_2023-10-31_08.07.00_UTC.h5,-120.5043333,46.89383333,94.51885421,0.4,-0.85,2023-10-31 8:07:42,n
decimator_2023-10-31_09.29.00_UTC.h5,-122.1906667,46.19766667,63.84387917,0.27,6.03,2023-10-31 9:29:32,n
decimator_2023-10-31_10.49.00_UTC.h5,-120.522,46.902,93.30055749,0.19,-0.77,2023-10-31 10:49:50,n
decimator_2023-10-31_10.49.00_UTC.h5,-120.5468333,46.895,91.32960651,0.49,-0.89,2023-10-31 10:49:58,n
decimator_2023-10-31_14.57.00_UTC.h5,-121.9265,47.55516667,86.72053127,1.31,19.17,2023-10-31 14:57:56,n
decimator_2023-10-31_15.55.00_UTC.h5,-122.1868333,46.1995,63.5536749,0.05,5.93,2023-10-31 15:55:03,n
decimator_2023-10-31_17.48.00_UTC.h5,-120.5738333,46.91533333,89.61337626,0.67,-0.89,2023-10-31 17:48:13,n
decimator_2023-10-31_17.55.00_UTC.h5,-122.1876667,46.1955,63.99473747,0.07,5.38,2023-10-31 17:55:54,n
decimator_2023-10-31_19.18.00_UTC.h5,-121.7663333,46.846,6.971393894,0.29,0.34,2023-10-31 19:18:27,y
decimator_2023-10-31_20.41.00_UTC.h5,-120.5433333,46.934,92.23574215,1.55,-0.87,2023-10-31 20:41:32,n
decimator_2023-10-31_22.23.00_UTC.h5,-122.1778333,46.2115,62.06581788,-0.01,7.04,2023-10-31 22:23:29,n
decimator_2023-10-31_23.10.00_UTC.h5,-122.1638333,46.22683333,60.10399712,-0.13,7.36,2023-10-31 23:10:34,n
decimator_2023-11-01_00.13.00_UTC.h5,-122.1915,46.20383333,63.2194365,-0.07,1.44,2023-11-01 0:13:13,n
decimator_2023-11-01_00.51.00_UTC.h5,-122.1821667,46.19583333,63.8216263,0.07,3.66,2023-11-01 0:51:03,n
decimator_2023-11-01_07.06.00_UTC.h5,-122.0125,46.8355,12.85814531,0.66,7.08,2023-11-01 7:07:00,y
decimator_2023-11-01_09.20.00_UTC.h5,-120.6763333,46.66783333,81.89831552,0.61,1.47,2023-11-01 9:20:28,n
decimator_2023-11-01_11.09.00_UTC.h5,-121.9366667,46.90066667,17.78825775,0.56,6.22,2023-11-01 11:09:29,y
decimator_2023-11-01_14.41.00_UTC.h5,-122.1943333,46.19183333,64.54951385,0.48,3.6,2023-11-01 14:41:24,n
decimator_2023-11-01_15.44.00_UTC.h5,-121.7645,46.84866667,7.227751197,0.74,-0.05,2023-11-01 15:44:32,y
decimator_2023-11-01_23.16.00_UTC.h5,-122.2145,46.203,63.92498097,0.6,2.97,2023-11-01 23:16:11,n
decimator_2023-11-02_01.59.00_UTC.h5,-121.9581667,46.87133333,14.87063527,0.43,8.98,2023-11-02 1:59:15,m
decimator_2023-11-02_04.39.00_UTC.h5,-122.1693333,46.118,71.78874726,1.06,10.3,2023-11-02 4:39:10,y
decimator_2023-11-02_07.00.00_UTC.h5,-121.9328333,47.55033333,86.26804272,0.96,20.69,2023-11-02 7:00:58,n
decimator_2023-11-02_21.36.00_UTC.h5,-121.7615,46.8545,7.819954616,0.65,1.47,2023-11-02 21:37:00,y
decimator_2023-11-02_23.38.00_UTC.h5,-121.9226667,46.8495,12.04113524,0.59,4.01,2023-11-02 23:38:16,n
decimator_2023-11-03_10.07.00_UTC.h5,-121.7481667,46.61066667,14.81450803,1.04,12.86,2023-11-03 10:07:49,y
decimator_2023-11-03_14.50.00_UTC.h5,-122.1826667,46.19916667,63.48351836,-0.07,2.68,2023-11-03 14:50:10,n
decimator_2023-11-03_17.13.00_UTC.h5,-122.1793333,46.20383333,62.90939553,0.66,3.86,2023-11-03 17:13:22,n
decimator_2023-11-03_17.26.00_UTC.h5,-122.1773333,46.21283333,61.91313112,0.31,7.4,2023-11-03 17:26:44,n
decimator_2023-11-03_17.54.00_UTC.h5,-122.1916667,46.1995,63.67749256,0.1,5.7,2023-11-03 17:54:10,n
decimator_2023-11-03_18.16.00_UTC.h5,-122.1803333,46.19933333,63.40772557,0.34,1.28,2023-11-03 18:16:19,n
decimator_2023-11-03_19.23.00_UTC.h5,-122.2003333,46.20533333,63.29575737,0.37,3.17,2023-11-03 19:23:37,n
decimator_2023-11-03_23.21.00_UTC.h5,-122.1903333,46.19633333,63.97514874,0.1,5.33,2023-11-03 23:21:57,n
decimator_2023-11-04_16.30.00_UTC.h5,-121.7635,46.855,7.902010755,0.66,1.09,2023-11-04 16:30:17,n
decimator_2023-11-04_21.49.00_UTC.h5,-122.1753333,46.2005,63.16139111,0.25,1.99,2023-11-04 21:49:22,n
decimator_2023-11-04_21.50.00_UTC.h5,-121.921,46.747,0.8033122419,0.95,1.95,2023-11-04 21:50:20,n
decimator_2023-11-04_21.51.00_UTC.h5,-122.184,46.20033333,63.39443032,0.53,2.64,2023-11-04 21:51:50,n
decimator_2023-11-05_05.47.00_UTC.h5,-122.1871667,46.19583333,63.94707915,0.24,4.27,2023-11-05 5:47:12,n
decimator_2023-11-05_17.08.00_UTC.h5,-121.9175,46.762,2.359837834,1.68,3.07,2023-11-05 17:08:30,y
decimator_2023-11-05_17.20.00_UTC.h5,-121.9198333,46.76083333,2.249292126,0.93,3.23,2023-11-05 17:20:27,y
decimator_2023-11-06_01.34.00_UTC.h5,-122.4868333,46.54083333,48.95605334,0.9,20.41,2023-11-06 1:34:01,n
decimator_2023-11-06_09.27.00_UTC.h5,-122.1858333,46.19616667,63.87840156,-0.02,3.67,2023-11-06 9:27:32,n
decimator_2023-11-06_18.39.00_UTC.h5,-122.1583333,46.4085,41.27941678,0.68,21.95,2023-11-06 18:39:45,n
decimator_2023-11-06_19.35.00_UTC.h5,-120.5268333,46.89716667,92.86746971,0.72,-0.92,2023-11-06 19:35:55,n
decimator_2023-11-06_19.36.00_UTC.h5,-120.545,46.92433333,91.93298009,0.47,-0.89,2023-11-06 19:36:27,n
decimator_2023-11-06_23.24.00_UTC.h5,-122.1933333,46.19933333,63.73807859,0.36,1.92,2023-11-06 23:24:11,n
decimator_2023-11-06_23.30.00_UTC.h5,-120.5445,46.92166667,91.92350865,1.48,-0.89,2023-11-06 23:30:01,n
decimator_2023-11-07_00.11.00_UTC.h5,-120.5448333,46.93433333,92.12988871,1.04,-0.73,2023-11-07 0:11:41,n
decimator_2023-11-07_03.12.00_UTC.h5,-122.1875,46.196,63.93801493,1.33,3.41,2023-11-07 3:12:48,n
decimator_2023-11-07_07.53.00_UTC.h5,-121.9375,46.829,9.946707624,0.76,9.17,2023-11-07 7:53:17,y
decimator_2023-11-08_02.44.00_UTC.h5,-122.1961667,46.18866667,64.92854762,0.41,4.82,2023-11-08 2:44:09,n
decimator_2023-11-08_04.26.00_UTC.h5,-122.19,46.19283333,64.33387691,0.33,7.83,2023-11-08 4:26:45,n
decimator_2023-11-08_16.50.00_UTC.h5,-122.2071667,46.19916667,64.12207035,-0.18,7.57,2023-11-08 16:50:26,n
decimator_2023-11-08_17.25.00_UTC.h5,-122.3636667,46.5275,41.633397,1.45,19.46,2023-11-08 17:25:14,y
decimator_2023-11-08_18.15.00_UTC.h5,-121.9031667,46.70116667,4.201980333,1.61,7.25,2023-11-08 18:15:25,y
decimator_2023-11-08_18.33.00_UTC.h5,-122.349,46.517,41.411673,0.84,19.54,2023-11-08 18:33:59,m
decimator_2023-11-08_20.09.00_UTC.h5,-122.1933333,46.1885,64.8734563,0.11,7.8,2023-11-08 20:09:29,n
decimator_2023-11-08_20.24.00_UTC.h5,-122.1876667,46.2,63.52242867,0.09,8.08,2023-11-08 20:24:03,n
