Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,x,y,Direction,Direction_manual,Curve,Notice,Direction_manual_simplified,Lithology
1748,16730.1,46.76344,-121.80065,950,12.4,15515.3,237,TRUE,-4853.162393,-2492.545412,WSW,SW,TRUE,,SW,To
1749,16739.7,46.76338,-121.80074,950,10.6,15525.4,226,TRUE,-4860.02309,-2499.217107,SW,SW,TRUE,,SW,To
1750,16749.2,46.76332,-121.80084,949,10.4,15535.5,226,TRUE,-4867.645502,-2505.888802,SW,SW,TRUE,,SW,To
1751,16758.8,46.76325,-121.80093,949,10.4,15545.6,226,TRUE,-4874.507135,-2513.672447,SW,SW,TRUE,,SW,To
1752,16768.4,46.76319,-121.80103,949,10.4,15555.7,223,TRUE,-4882.129581,-2520.344142,SW,SW,TRUE,,SW,To
1753,16778,46.76312,-121.8011,948,10.2,15565.5,220,FALSE,-4887.467844,-2528.127786,SW,SW,TRUE,,SW,To
1754,16787.5,46.76305,-121.80118,948,10,15575.3,217,FALSE,-4893.567825,-2535.91143,SW,SW,TRUE,,SW,To
1755,16797.1,46.76298,-121.80126,947,9.9,15585,217,FALSE,-4899.667821,-2543.695074,SW,SW,TRUE,,SW,To
1756,16806.7,46.76291,-121.80134,947,9.9,15594.8,217,FALSE,-4905.767833,-2551.478719,SW,SW,TRUE,,SW,To
1757,16816.2,46.76284,-121.80142,946,9.9,15604.6,218,FALSE,-4911.867861,-2559.262363,SW,SW,TRUE,,SW,To
1758,16825.8,46.76279,-121.80148,946,10.3,15612.3,220,FALSE,-4916.442664,-2564.822109,SW,SW,TRUE,,SW,To
1759,16835.4,46.76274,-121.80154,946,11.8,15619,221,FALSE,-4921.017476,-2570.381855,SW,SW,TRUE,,SW,To
1760,16845,46.7627,-121.8016,946,13.3,15625.8,222,FALSE,-4925.591382,-2574.829651,SW,SW,TRUE,,SW,To
1761,16854.5,46.76265,-121.80166,945,13.8,15632.5,222,FALSE,-4930.16621,-2580.389397,SW,SW,TRUE,,SW,To
1762,16864.1,46.76261,-121.80172,945,13.8,15639.2,223,FALSE,-4934.74013,-2584.837194,SW,SW,TRUE,,SW,To
1763,16873.7,46.76256,-121.80178,945,13.8,15646,225,FALSE,-4939.314974,-2590.39694,SW,SW,TRUE,,SW,To
1764,16883.2,46.76252,-121.80185,944,13.8,15652.7,228,FALSE,-4944.65062,-2594.844736,SW,SW,TRUE,,SW,To
1765,16892.8,46.76249,-121.80191,944,13.8,15659.4,230,FALSE,-4949.223643,-2598.180584,SW,SW,TRUE,,SW,To
1766,16902.4,46.76245,-121.80198,944,13.8,15666.1,230,TRUE,-4954.559303,-2602.628381,SW,SW,TRUE,,SW,To
1767,16912,46.76241,-121.80205,943,13.8,15672.9,230,TRUE,-4959.894971,-2607.076177,SW,SW,TRUE,,SW,To
1768,16921.5,46.76237,-121.80212,943,13.8,15679.6,232,TRUE,-4965.230647,-2611.523974,SW,SW,TRUE,,SW,To
1769,16931.1,46.76232,-121.80222,942,12.6,15688.9,234,TRUE,-4972.852396,-2617.08372,SW,SW,TRUE,,SW,To
1770,16940.7,46.76227,-121.80232,942,11.3,15698.1,236,TRUE,-4980.474159,-2622.643466,SW,SW,TRUE,,SW,To
1771,16950.2,46.76223,-121.80242,942,10,15707.4,236,TRUE,-4988.09501,-2627.091262,SW,SW,TRUE,,SW,To
1772,16959.8,46.76218,-121.80252,941,10,15716.6,235,TRUE,-4995.7168,-2632.651008,SW,SW,TRUE,,SW,To
1773,16969.4,46.76213,-121.80261,941,10.1,15725.8,235,TRUE,-5002.576887,-2638.210754,SW,SW,TRUE,,SW,To
1774,16979,46.76208,-121.80271,940,10.1,15735.1,234,TRUE,-5010.198704,-2643.7705,SW,SW,TRUE,,SW,To
1775,16988.5,46.76203,-121.80281,940,10.1,15744.3,234,TRUE,-5017.820535,-2649.330246,SW,SW,TRUE,,SW,To
1776,16998.1,46.76199,-121.80291,940,10.1,15753.5,231,TRUE,-5025.441448,-2653.778043,SW,SW,TRUE,,SW,To
1777,17007.7,46.76192,-121.80299,940,10,15762.9,228,TRUE,-5031.541735,-2661.561687,SW,SW,TRUE,,SW,To
1778,17017.2,46.76186,-121.80308,940,9.9,15772.3,225,TRUE,-5038.402823,-2668.233382,SW,SW,TRUE,,SW,To
1779,17026.8,46.7618,-121.80317,939,9.8,15781.7,225,TRUE,-5045.263927,-2674.905077,SW,SW,TRUE,,SW,To
1780,17036.4,46.76174,-121.80325,939,9.8,15791.1,222,TRUE,-5051.363324,-2681.576772,SW,SW,TRUE,,SW,To
1781,17046,46.76168,-121.80333,938,9.9,15800.3,219,TRUE,-5057.462734,-2688.248467,SW,SW,TRUE,,SW,To
1782,17055.5,46.76161,-121.8034,938,10.1,15809.4,216,TRUE,-5062.801374,-2696.032111,SW,SW,TRUE,,SW,To
1783,17065.1,46.76154,-121.80347,938,10.2,15818.6,216,TRUE,-5068.140027,-2703.815755,SW,SW,TRUE,,SW,To
1784,17074.7,46.76148,-121.80354,937,10.2,15827.7,216,FALSE,-5073.477752,-2710.48745,SW,SW,TRUE,,SW,To
1785,17084.2,46.76141,-121.80361,936,10.2,15836.9,216,TRUE,-5078.816433,-2718.271094,SW,SW,TRUE,,SW,To
1786,17093.8,46.76135,-121.80368,936,10.2,15846,215,TRUE,-5084.154183,-2724.942789,SW,SW,TRUE,,SW,To
1787,17103.4,46.76128,-121.80374,936,10.3,15854.9,214,TRUE,-5088.731161,-2732.726433,SW,SW,TRUE,,SW,To
1788,17112.9,46.76121,-121.80381,936,10.4,15863.9,213,TRUE,-5094.069881,-2740.510078,SSW,SW,TRUE,,SW,To
1789,17122.5,46.76114,-121.80387,935,10.6,15872.8,213,TRUE,-5098.646883,-2748.293722,SSW,SW,TRUE,,SW,To
1790,17132.1,46.76108,-121.80394,935,10.6,15881.7,214,TRUE,-5103.984682,-2754.965417,SW,SW,TRUE,,SW,To
1791,17141.7,46.76099,-121.80403,935,10.1,15893.6,214,TRUE,-5110.848804,-2764.972959,SW,SW,TRUE,,SW,To
1792,17151.2,46.7609,-121.80411,934,11.6,15905.6,214,TRUE,-5116.951214,-2774.980502,SW,SW,TRUE,,SW,To
1793,17160.8,46.76081,-121.8042,934,13.2,15917.5,214,TRUE,-5123.81538,-2784.988044,SW,SW,TRUE,,SW,To
1794,17170.4,46.76077,-121.80425,934,10.2,15923.6,215,TRUE,-5127.627864,-2789.435841,SW,SW,TRUE,,SW,To
1795,17179.9,46.76072,-121.80429,934,11.9,15929.6,215,TRUE,-5130.679569,-2794.995586,SW,SW,TRUE,,SW,To
1796,17189.5,46.76068,-121.80434,934,14.9,15935.6,215,TRUE,-5134.492064,-2799.443383,SW,SW,TRUE,,SW,To
1797,17199.1,46.76063,-121.80438,933,14.9,15941.7,215,TRUE,-5137.543781,-2805.003129,SW,SW,TRUE,,SW,To
1798,17208.7,46.76059,-121.80443,933,14.9,15947.7,215,TRUE,-5141.356287,-2809.450926,SW,SW,TRUE,,SW,To
1799,17218.2,46.76054,-121.80447,933,14.9,15953.8,215,TRUE,-5144.408015,-2815.010671,SW,SW,TRUE,,SW,To
1800,17227.8,46.76044,-121.80457,932,11,15967.5,215,TRUE,-5152.034969,-2826.130163,SW,SW,TRUE,,SW,To
1801,17237.4,46.76034,-121.80468,932,11.9,15981.2,214,TRUE,-5160.423694,-2837.249654,SW,SW,TRUE,,SW,To
1802,17246.9,46.76024,-121.80478,932,15.8,15994.9,214,TRUE,-5168.050706,-2848.369146,SW,SW,TRUE,,SW,To
1803,17256.5,46.76014,-121.80488,931,15.8,16008.6,212,TRUE,-5175.677746,-2859.488638,SSW,SW,TRUE,,SW,To
1804,17266.1,46.76006,-121.80493,930,13.4,16017.6,210,TRUE,-5179.494161,-2868.384231,SSW,SW,TRUE,,SW,To
1805,17275.7,46.75999,-121.80499,930,11.1,16026.7,208,TRUE,-5184.071372,-2876.167875,SSW,SW,TRUE,,SW,To
1806,17285.2,46.75992,-121.80504,930,10.4,16035.7,208,TRUE,-5187.886847,-2883.951519,SSW,SW,TRUE,,SW,To
1807,17294.8,46.75985,-121.8051,929,10.4,16044.7,206,TRUE,-5192.46408,-2891.735163,SSW,SW,TRUE,,SW,To
1808,17304.4,46.75982,-121.80511,929,13.2,16048.1,204,TRUE,-5193.228721,-2895.07101,SSW,SW,TRUE,,SW,To
1809,17313.9,46.75979,-121.80513,929,16,16051.4,202,TRUE,-5194.755112,-2898.406858,SSW,SW,TRUE,,SW,To
1810,17323.5,46.75976,-121.80515,928,18.9,16054.8,202,TRUE,-5196.281505,-2901.742705,SSW,SW,TRUE,,SW,To
1811,17333.1,46.75974,-121.80516,928,18.9,16058.2,202,TRUE,-5197.045184,-2903.966604,SSW,SW,TRUE,,SW,To
1812,17342.7,46.75971,-121.80518,928,18.9,16061.5,202,FALSE,-5198.57158,-2907.302451,SSW,SW,TRUE,,SW,To
1813,17352.2,46.75968,-121.8052,928,18.9,16064.9,202,FALSE,-5200.097977,-2910.638299,SSW,SW,TRUE,,SW,To
1814,17361.8,46.75965,-121.80521,928,18.9,16068.3,202,FALSE,-5200.862624,-2913.974146,SSW,SW,TRUE,,SW,To
1815,17371.4,46.75962,-121.80523,928,18.9,16071.6,202,FALSE,-5202.389024,-2917.309993,SSW,SW,TRUE,,SW,To
1816,17380.9,46.7596,-121.80525,927,18.9,16075,202,TRUE,-5203.91446,-2919.533892,SSW,SW,TRUE,,SW,To
1817,17390.5,46.75957,-121.80526,927,18.9,16078.4,202,TRUE,-5204.679111,-2922.869739,SSW,SW,TRUE,,SW,To
1818,17400.1,46.75954,-121.80528,927,18.9,16081.7,199,TRUE,-5206.205515,-2926.205587,SSW,SW,TRUE,,SW,To
1819,17409.6,46.75945,-121.80531,927,15.2,16092.4,196,TRUE,-5208.499475,-2936.213129,SSW,S,TRUE,,SW,To
1820,17419.2,46.75935,-121.80534,926,11.5,16103.2,193,TRUE,-5210.79441,-2947.332621,SSW,S,TRUE,,SW,To
1821,17428.8,46.75926,-121.80537,926,11.3,16113.9,193,TRUE,-5213.088386,-2957.340163,SSW,S,TRUE,,SW,To
1822,17438.4,46.75916,-121.8054,925,11.3,16124.6,193,TRUE,-5215.383337,-2968.459654,SSW,S,TRUE,,SW,To
1823,17447.9,46.75907,-121.80543,925,11.3,16135.3,189,TRUE,-5217.677328,-2978.467197,S,S,TRUE,,SW,To
1824,17457.5,46.75901,-121.80544,925,9.6,16142.4,186,TRUE,-5218.444899,-2985.138891,S,S,TRUE,,SW,To
1825,17467.1,46.75894,-121.80544,925,11.4,16149.6,183,TRUE,-5218.451679,-2992.922535,S,S,TRUE,,SW,To
1826,17476.6,46.75888,-121.80545,924,13.2,16156.7,183,TRUE,-5219.219252,-2999.59423,S,S,TRUE,,SW,To
1827,17486.2,46.75881,-121.80545,924,13.2,16163.8,183,TRUE,-5219.226033,-3007.377874,S,S,TRUE,,SW,To
1828,17495.8,46.75875,-121.80546,924,13.2,16170.9,183,TRUE,-5219.993609,-3014.049569,S,S,TRUE,,SW,To
1829,17505.4,46.75869,-121.80546,924,13.3,16178,183,TRUE,-5219.999422,-3020.721264,S,S,TRUE,,SW,To
1830,17514.9,46.75862,-121.80546,923,13.3,16185.1,183,TRUE,-5220.006203,-3028.504908,S,S,TRUE,,SW,To
1831,17524.5,46.75856,-121.80547,923,13.3,16192.2,183,TRUE,-5220.773783,-3035.176603,S,S,TRUE,,SW,To
1832,17534.1,46.7585,-121.80547,922,13.3,16199.2,183,TRUE,-5220.779597,-3041.848298,S,S,TRUE,,SW,To
1833,17543.6,46.75843,-121.80548,922,13.3,16206.3,185,TRUE,-5221.548148,-3049.631942,S,S,TRUE,,SW,To
1834,17553.2,46.75834,-121.8055,922,11.6,16216.9,186,TRUE,-5223.08041,-3059.639484,S,S,TRUE,,SW,To
1835,17562.8,46.75824,-121.80552,921,9.8,16227.5,188,TRUE,-5224.613647,-3070.758975,S,S,TRUE,,SW,To
1836,17572.4,46.75815,-121.80554,921,11.1,16238.1,188,TRUE,-5226.14592,-3080.766518,S,S,TRUE,,SW,To
1837,17581.9,46.75806,-121.80556,920,11.1,16248.7,188,TRUE,-5227.678197,-3090.77406,S,S,TRUE,,SW,To
1838,17591.5,46.75796,-121.80558,920,11.1,16259.3,189,TRUE,-5229.21145,-3101.893551,S,S,TRUE,,SW,To
1839,17601.1,46.7579,-121.8056,920,9.8,16266.3,190,TRUE,-5230.740826,-3108.565246,S,S,TRUE,,SW,To
1840,17610.6,46.75784,-121.80561,919,11.7,16273.2,191,TRUE,-5231.508428,-3115.236941,S,S,TRUE,,SW,To
1841,17620.2,46.75778,-121.80563,919,13.5,16280.2,191,TRUE,-5233.03781,-3121.908636,S,S,TRUE,,SW,To
1842,17629.8,46.75771,-121.80565,918,13.5,16287.2,191,TRUE,-5234.568166,-3129.692279,S,S,TRUE,,SW,To
1843,17639.4,46.75765,-121.80566,918,13.5,16294.2,187,TRUE,-5235.335775,-3136.363974,S,S,TRUE,,SW,To
1844,17648.9,46.75758,-121.80567,918,12.7,16302.6,184,TRUE,-5236.104357,-3144.147618,S,S,TRUE,,SW,To
1845,17658.5,46.7575,-121.80567,917,12,16311.1,181,TRUE,-5236.112131,-3153.043211,S,S,TRUE,,SW,To
1846,17668.1,46.75742,-121.80567,917,11.2,16319.6,181,TRUE,-5236.119905,-3161.938804,S,S,TRUE,,SW,To
1847,17677.6,46.75735,-121.80567,917,11.2,16328,181,TRUE,-5236.126707,-3169.722448,S,S,TRUE,,SW,To
1848,17687.2,46.75727,-121.80567,916,11.2,16336.5,181,TRUE,-5236.134481,-3178.618041,S,S,TRUE,RIVER,SW,To
1849,17696.8,46.7572,-121.80567,916,11.2,16345,179,TRUE,-5236.141283,-3186.401685,S,S,TRUE,RIVER,SW,To
1850,17706.3,46.75705,-121.80565,916,11.8,16361.3,177,TRUE,-5234.632282,-3203.080922,S,S,TRUE,RIVER,SW,To
1851,17715.9,46.7569,-121.80563,915,15.7,16377.6,180,TRUE,-5233.123272,-3219.760159,S,S,TRUE,RIVER,SW,To
1852,17725.5,46.75688,-121.80564,915,12.8,16380.2,185,FALSE,-5233.887005,-3221.984057,S,S,TRUE,RIVER,SW,To
1853,17735.1,46.75686,-121.80565,915,13.1,16382.9,190,FALSE,-5234.650739,-3224.207955,S,S,TRUE,RIVER,SW,To
1854,17744.6,46.75683,-121.80565,915,19.9,16385.5,190,FALSE,-5234.653653,-3227.543803,S,S,TRUE,RIVER,SW,To
1855,17754.2,46.75681,-121.80566,915,19.9,16388.2,190,FALSE,-5235.417388,-3229.767701,S,S,TRUE,RIVER,SW,To
1856,17763.8,46.75679,-121.80567,915,19.9,16390.8,190,FALSE,-5236.181123,-3231.991599,S,S,TRUE,RIVER,SW,To
1857,17773.3,46.75676,-121.80567,914,19.9,16393.5,190,FALSE,-5236.184039,-3235.327447,S,S,TRUE,RIVER,SW,To
1858,17782.9,46.75674,-121.80568,914,19.9,16396.2,190,FALSE,-5236.947775,-3237.551345,S,S,TRUE,RIVER,SW,To
1859,17792.5,46.75672,-121.80568,914,19.9,16398.8,190,FALSE,-5236.949719,-3239.775243,S,S,TRUE,RIVER,SW,To
1860,17802.1,46.75669,-121.80569,914,19.9,16401.5,190,TRUE,-5237.714428,-3243.11109,S,S,TRUE,RIVER,SW,To
1861,17811.6,46.75667,-121.8057,914,19.9,16404.1,190,TRUE,-5238.478166,-3245.334989,S,S,TRUE,RIVER,SW,To
1862,17821.2,46.75665,-121.8057,914,19.9,16406.8,190,TRUE,-5238.48011,-3247.558887,S,S,TRUE,RIVER,SW,To
1863,17830.8,46.75662,-121.80571,914,19.9,16409.4,194,TRUE,-5239.244821,-3250.894734,SSW,SSW,TRUE,RIVER,SW,To
1864,17840.3,46.75654,-121.80576,914,16.3,16419.4,199,TRUE,-5243.061578,-3259.790327,SSW,SSW,TRUE,RIVER,SW,To
1865,17849.9,46.75646,-121.80581,913,12.6,16429.3,203,TRUE,-5246.878346,-3268.68592,SSW,SSW,TRUE,RIVER,SW,To
1866,17859.5,46.75637,-121.80586,913,10.1,16439.3,203,TRUE,-5250.6961,-3278.693462,SSW,SSW,TRUE,RIVER,SW,To
1867,17869.1,46.75629,-121.80591,912,10.1,16449.2,203,TRUE,-5254.512891,-3287.589055,SSW,SSW,TRUE,RIVER,SW,To
1868,17878.6,46.75621,-121.80596,912,10.1,16459.2,199,TRUE,-5258.329694,-3296.484648,SSW,SSW,TRUE,RIVER,SW,To
1869,17888.2,46.75613,-121.80599,912,9.6,16468,196,TRUE,-5260.622905,-3305.380241,SSW,SSW,TRUE,RIVER,SW,To
1870,17897.8,46.75606,-121.80601,912,10.2,16476.7,193,TRUE,-5262.153344,-3313.163885,SSW,SSW,TRUE,RIVER,SW,To
1871,17907.3,46.75598,-121.80604,911,10.8,16485.5,193,TRUE,-5264.446567,-3322.059478,SSW,SSW,TRUE,RIVER,SW,To
1872,17916.9,46.7559,-121.80607,911,10.8,16494.2,191,TRUE,-5266.739797,-3330.955071,S,SSW,TRUE,RIVER,SW,To
1873,17926.5,46.75579,-121.80609,910,10.3,16506.8,190,FALSE,-5268.27416,-3343.186511,S,SSW,TRUE,RIVER,SW,To
1874,17936.1,46.75568,-121.80611,910,12.1,16519.4,188,FALSE,-5269.80853,-3355.417951,S,SSW,TRUE,RIVER,SW,To
1875,17945.6,46.75557,-121.80613,910,14,16531.9,188,FALSE,-5271.342906,-3367.649392,S,SSW,TRUE,RIVER,SW,To
1876,17955.2,46.75545,-121.80616,909,14,16544.5,191,TRUE,-5273.640078,-3380.992781,S,SSW,TRUE,RIVER,SW,To
1877,17964.8,46.75538,-121.80619,908,11.9,16552.8,195,TRUE,-5275.932365,-3388.776425,SSW,SSW,TRUE,RIVER,SW,To
1878,17974.3,46.75531,-121.80623,908,9.8,16561.1,198,TRUE,-5278.98647,-3396.560068,SSW,SSW,TRUE,RIVER,SW,To
1879,17983.9,46.75524,-121.80626,908,11.5,16569.4,198,TRUE,-5281.27877,-3404.343712,SSW,SSW,TRUE,RIVER,SW,To
1880,17993.5,46.75517,-121.80629,907,11.5,16577.7,200,TRUE,-5283.571075,-3412.127356,SSW,SSW,TRUE,,SW,To
1881,18003.1,46.7551,-121.80634,906,11.3,16586.4,201,TRUE,-5287.387019,-3419.911,SSW,SSW,TRUE,,SW,To
1882,18012.6,46.75503,-121.80638,906,11.1,16595,203,TRUE,-5290.441155,-3427.694643,SSW,SSW,TRUE,,SW,To
1883,18022.2,46.75495,-121.80642,906,10.9,16603.7,203,TRUE,-5293.496282,-3436.590236,SSW,SSW,TRUE,,SW,To
1884,18031.8,46.75488,-121.80647,905,10.9,16612.4,202,TRUE,-5297.312254,-3444.37388,SSW,SSW,TRUE,,SW,Tdi
1885,18041.3,46.7548,-121.80652,905,10.1,16622.7,201,TRUE,-5301.129219,-3453.269473,SSW,SSW,TRUE,,SW,Tdi
1886,18050.9,46.75471,-121.80656,904,9.9,16633.1,201,TRUE,-5304.185359,-3463.277015,SSW,SSW,TRUE,,SW,Tdi
1887,18060.5,46.75462,-121.80661,904,10.8,16643.5,201,TRUE,-5308.003332,-3473.284557,SSW,SSW,TRUE,,SW,Tdi
1888,18070,46.75453,-121.80666,903,10.8,16653.8,201,TRUE,-5311.821317,-3483.292099,SSW,SSW,TRUE,,SW,Tdi
1889,18079.6,46.75445,-121.80671,903,10.8,16664.2,198,TRUE,-5315.638329,-3492.187691,SSW,SSW,TRUE,,SW,Tdi
1890,18089.2,46.75437,-121.80673,903,9.8,16672.7,196,TRUE,-5317.169873,-3501.083284,SSW,SSW,TRUE,,SW,Tdi
1891,18098.8,46.7543,-121.80676,902,10.2,16681.3,194,TRUE,-5319.462261,-3508.866928,SSW,SSW,TRUE,,SW,Tdi
1892,18108.3,46.75422,-121.80679,902,11.1,16689.8,194,TRUE,-5321.755644,-3517.762521,SSW,SSW,TRUE,,SW,Tdi
1893,18117.9,46.75415,-121.80681,902,11.1,16698.3,194,TRUE,-5323.286215,-3525.546164,SSW,SSW,TRUE,,SW,Tdi
1894,18127.5,46.75408,-121.80684,902,11.2,16706.8,195,TRUE,-5325.578621,-3533.329808,SSW,SSW,TRUE,,SW,Tdi
1895,18137,46.754,-121.80687,902,11.2,16715.2,195,TRUE,-5327.872022,-3542.225401,SSW,SSW,TRUE,,SW,Tdi
1896,18146.6,46.75393,-121.8069,901,11.2,16723.7,195,TRUE,-5330.16444,-3550.009044,SSW,SSW,TRUE,,SW,To
1897,18156.2,46.75386,-121.80693,901,11.2,16732.2,202,TRUE,-5332.456864,-3557.792688,SSW,SSW,TRUE,,SW,To
1898,18165.8,46.75376,-121.80702,900,9.9,16744.6,209,TRUE,-5339.323274,-3568.912179,SSW,SSW,TRUE,,SW,To
1899,18175.3,46.75367,-121.80712,900,11.8,16756.9,216,TRUE,-5346.950554,-3578.919721,SW,SW,TRUE,,SW,To
1900,18184.9,46.75358,-121.80721,900,13.8,16769.3,216,TRUE,-5353.816021,-3588.927263,SW,SW,TRUE,,SW,To
1901,18194.5,46.75349,-121.80731,899,13.8,16781.7,222,TRUE,-5361.44335,-3598.934804,SW,SW,TRUE,,SW,To
1902,18204,46.75345,-121.8074,898,11.9,16790.2,228,TRUE,-5368.303884,-3603.382601,SW,SW,TRUE,,SW,To
1903,18213.6,46.7534,-121.80749,898,9.9,16798.8,233,TRUE,-5375.165425,-3608.942346,SW,SW,TRUE,,SW,To
1904,18223.2,46.75336,-121.80758,898,11.1,16807.3,233,TRUE,-5382.025981,-3613.390143,SW,SW,TRUE,,SW,To
1905,18232.8,46.75331,-121.80767,897,11.1,16815.9,233,TRUE,-5388.887546,-3618.949888,SW,SW,TRUE,,SW,To
1906,18242.3,46.75328,-121.80773,897,12.6,16821.5,233,FALSE,-5393.461597,-3622.285735,SW,SW,TRUE,,SW,To
1907,18251.9,46.75325,-121.80779,897,14,16827.2,233,FALSE,-5398.035652,-3625.621582,SW,SW,TRUE,,SW,To
1908,18261.5,46.75322,-121.80785,896,15.5,16832.8,233,FALSE,-5402.609713,-3628.95743,SW,SW,TRUE,,SW,To
1909,18271,46.75319,-121.80791,896,15.5,16838.5,233,FALSE,-5407.183779,-3632.293277,SW,SW,TRUE,,SW,To
1910,18280.6,46.75316,-121.80797,896,15.5,16844.1,233,FALSE,-5411.757849,-3635.629124,SW,SW,TRUE,,SW,To
1911,18290.2,46.75313,-121.80802,896,15.5,16849.8,233,FALSE,-5415.570081,-3638.964972,SW,SW,TRUE,,SW,To
1912,18299.8,46.7531,-121.80808,895,15.5,16855.4,233,FALSE,-5420.144162,-3642.300819,SW,SW,TRUE,,SW,To
1913,18309.3,46.75307,-121.80814,895,15.5,16861.1,233,TRUE,-5424.718248,-3645.636666,SW,SW,TRUE,,SW,To
1914,18318.9,46.75304,-121.8082,895,15.5,16866.7,233,TRUE,-5429.292338,-3648.972513,SW,SW,TRUE,,SW,To
1915,18328.5,46.75297,-121.80833,894,12.1,16879.1,233,TRUE,-5439.20339,-3656.756157,SW,SW,TRUE,,SW,To
1916,18338,46.7529,-121.80846,894,10.5,16891.5,233,TRUE,-5449.114468,-3664.5398,SW,SW,TRUE,,SW,Td
1917,18347.6,46.75284,-121.80859,894,13.8,16903.9,233,TRUE,-5459.024558,-3671.211495,SW,SW,TRUE,,SW,Td
1918,18357.2,46.75277,-121.80872,893,13.8,16916.4,242,TRUE,-5468.935685,-3678.995138,WSW,SW,TRUE,,SW,Td
1919,18366.7,46.75276,-121.8088,893,10.8,16922.7,251,TRUE,-5475.031493,-3680.107088,WSW,SW,TRUE,,SW,Td
1920,18376.3,46.75275,-121.80889,893,11.4,16928.9,260,TRUE,-5481.889152,-3681.219037,W,WNW,TRUE,,B,Td
1921,18385.9,46.75274,-121.80897,892,14.5,16935.2,260,TRUE,-5487.984964,-3682.330986,W,WNW,TRUE,,B,Td
1922,18395.5,46.75273,-121.80905,892,14.5,16941.5,260,TRUE,-5494.080779,-3683.442935,W,WNW,TRUE,,B,To
1923,18405,46.75272,-121.80913,892,14.5,16947.8,268,TRUE,-5500.176596,-3684.554884,W,WNW,TRUE,,B,To
1924,18414.6,46.75274,-121.80929,892,11.5,16960,275,TRUE,-5512.364145,-3682.330986,W,WNW,TRUE,,B,To
1925,18424.2,46.75277,-121.80944,891,10.5,16972.2,283,TRUE,-5523.788811,-3678.995138,WNW,WNW,TRUE,,B,To
1926,18433.7,46.75279,-121.8096,890,13.5,16984.4,283,TRUE,-5535.976339,-3676.77124,WNW,WNW,TRUE,,B,To
1927,18443.3,46.75282,-121.80975,890,13.5,16996.5,289,TRUE,-5547.400982,-3673.435393,WNW,WNW,TRUE,,B,Td
1928,18452.9,46.75289,-121.80994,889,15.5,17012.8,295,TRUE,-5561.868874,-3665.65175,WNW,WNW,TRUE,,B,Td
1929,18462.5,46.75297,-121.81012,888,17.5,17029,305,TRUE,-5575.573848,-3656.756157,NW,WNW,TRUE,,B,Td
1930,18472,46.753,-121.81018,888,14.5,17035.2,310,TRUE,-5580.141818,-3653.42031,NW,WNW,TRUE,,B,Td
1931,18481.6,46.75304,-121.81024,888,9.6,17041.4,314,TRUE,-5584.708748,-3648.972513,NW,WNW,TRUE,,B,Td
1932,18491.2,46.75308,-121.8103,887,14.6,17047.6,314,TRUE,-5589.27567,-3644.524717,NW,WNW,TRUE,,B,Td
1933,18500.7,46.75312,-121.81035,887,14.6,17053.8,314,TRUE,-5593.080741,-3640.076921,NW,WNW,TRUE,,B,Td
1934,18510.3,46.75316,-121.81041,887,14.6,17060,322,TRUE,-5597.647651,-3635.629124,NW,WNW,TRUE,,B,Td
1935,18519.9,46.75324,-121.81046,886,13,17069.5,330,TRUE,-5601.448553,-3626.733532,NNW,WNW,TRUE,,B,Td
1936,18529.5,46.75332,-121.81051,886,11.3,17079,337,TRUE,-5605.249444,-3617.837939,NNW,N,TRUE,,B,Td
1937,18539,46.7534,-121.81056,885,9.6,17088.5,337,TRUE,-5609.050323,-3608.942346,NNW,N,TRUE,,B,Td
1938,18548.6,46.75348,-121.81061,884,9.6,17098,226,TRUE,-5612.851191,-3600.046753,SW,N,TRUE,,B,Td
1939,18558.2,46.75354,-121.8106,884,10.7,17105.5,114,TRUE,-5612.083104,-3593.375059,ESE,N,TRUE,,B,Td
1940,18567.7,46.75361,-121.8106,883,11.7,17113,3,TRUE,-5612.075815,-3585.591415,N,N,TRUE,,B,Td
1941,18577.3,46.75368,-121.81059,883,12.7,17120.5,4,TRUE,-5611.306689,-3577.807772,N,N,TRUE,,B,Td
1942,18586.9,46.75375,-121.81058,882,12.5,17128.4,5,TRUE,-5610.537565,-3570.024128,N,N,TRUE,,B,Td
1943,18596.5,46.75382,-121.81057,882,12.4,17136.2,6,TRUE,-5609.768444,-3562.240484,N,N,TRUE,,B,Td
1944,18606,46.75389,-121.81056,881,12.2,17144,114,TRUE,-5608.999324,-3554.456841,ESE,N,TRUE,,B,Td
1945,18615.6,46.75395,-121.81061,881,12.3,17151.7,223,TRUE,-5612.80224,-3547.785146,SW,N,TRUE,,B,Td
1946,18625.2,46.75401,-121.81066,880,12.4,17159.3,331,TRUE,-5616.605148,-3541.113452,NNW,N,TRUE,,B,Td
1947,18634.7,46.75407,-121.81071,880,12.4,17167,317,TRUE,-5620.408048,-3534.441757,NW,N,TRUE,,B,Td
1948,18644.3,46.75409,-121.81081,880,12.4,17174.8,302,TRUE,-5628.024265,-3532.217859,WNW,W,TRUE,,B,Td
1949,18653.9,46.75411,-121.8109,879,12.3,17182.6,288,TRUE,-5634.878646,-3529.993961,WNW,W,TRUE,,B,Td
1950,18663.5,46.75413,-121.811,879,12.2,17190.4,277,TRUE,-5642.494852,-3527.770062,W,W,TRUE,,B,Td
