Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,x,y,Direction,Direction_manual,Curve,Notice,Direction_manual_simplified,Lithology
201,1923.8,46.78322,-121.74933,1584,16.6,1641,327,FALSE,-943.7788556,-293.1098265,NNW,NNW,TRUE,,WNW,Qra
202,1933.3,46.78326,-121.74939,1583,15.4,1648,322,FALSE,-948.3466649,-288.6620295,NW,NNW,TRUE,,WNW,Qra
203,1942.9,46.78331,-121.74946,1583,14.2,1655,319,FALSE,-953.6757082,-283.1022831,NW,NW,TRUE,,WNW,Qra
204,1952.5,46.78336,-121.74952,1583,13.4,1662.1,319,FALSE,-958.2433245,-277.5425368,NW,NW,TRUE,,WNW,Qra
205,1962.1,46.78341,-121.74958,1582,13.4,1669.1,315,FALSE,-962.8109324,-271.9827905,NW,NW,TRUE,,WNW,Qra
206,1971.6,46.78343,-121.74963,1582,14.2,1674.5,308,FALSE,-966.6176548,-269.758892,NW,NW,TRUE,,WNW,Qra
207,1981.2,46.78345,-121.74969,1582,15.4,1679.2,300,FALSE,-971.1857901,-267.5349934,WNW,NW,TRUE,,WNW,Qra
208,1990.8,46.78347,-121.74974,1581,16.5,1683.8,297,FALSE,-974.9925066,-265.3110949,WNW,NW,TRUE,,WNW,Qra
209,2000.3,46.78349,-121.7498,1581,16.9,1688.5,297,TRUE,-979.5606354,-263.0871964,WNW,NW,TRUE,,WNW,Qra
210,2009.9,46.78351,-121.74985,1581,16.9,1693.2,290,TRUE,-983.3673459,-260.8632978,WNW,W,FALSE,,WNW,Qra
211,2019.5,46.78354,-121.75031,1579,17.5,1728.4,273,TRUE,-1018.391863,-257.52745,W,W,FALSE,,WNW,Qra
212,2029.1,46.78351,-121.75039,1579,18.6,1735.2,256,FALSE,-1024.48375,-260.8632978,WSW,W,FALSE,,WNW,Qra
213,2038.6,46.78349,-121.75048,1578,19.6,1742,247,FALSE,-1031.336867,-263.0871964,WSW,SW,FALSE,,WNW,Qra
214,2048.2,46.78347,-121.75056,1578,13.7,1748.8,244,FALSE,-1037.428574,-265.3110949,WSW,SW,FALSE,,WNW,Qra
215,2057.8,46.78343,-121.75063,1578,13.7,1755.6,237,FALSE,-1042.759257,-269.758892,WSW,SW,FALSE,,SE,Qra
216,2067.3,46.78339,-121.7507,1578,13.7,1762.5,229,FALSE,-1048.089948,-274.206689,SW,SW,FALSE,,SE,Qra
217,2076.9,46.78334,-121.75076,1577,13.6,1769.4,224,FALSE,-1052.659425,-279.7664353,SW,SW,FALSE,,SE,Qra
218,2086.5,46.7833,-121.75082,1577,13.6,1776.3,219,FALSE,-1057.228714,-284.2142324,SW,SW,FALSE,,SE,Qra
219,2096,46.78325,-121.75087,1577,13.5,1783.4,212,FALSE,-1061.036789,-289.7739787,SSW,SW,FALSE,,SE,Qra
220,2105.6,46.78319,-121.7509,1577,13.3,1790.6,204,FALSE,-1063.32223,-296.4456743,SSW,S,TRUE,,SE,Qra
221,2115.2,46.78313,-121.75094,1576,13.2,1797.7,202,FALSE,-1066.369096,-303.1173699,SSW,S,TRUE,,SE,Qra
222,2124.8,46.78307,-121.75097,1576,13.2,1804.9,194,TRUE,-1068.654547,-309.7890655,SSW,S,TRUE,,SE,Qra
223,2134.3,46.78283,-121.75096,1574,15.3,1830.8,178,TRUE,-1067.897887,-336.4758479,S,S,TRUE,,SE,Qra
224,2143.9,46.78281,-121.75095,1574,13.2,1833.7,162,FALSE,-1067.136859,-338.6997464,SSE,S,TRUE,,SE,Qra
225,2153.5,46.78279,-121.75093,1574,11.1,1836.6,154,FALSE,-1065.614405,-340.9236449,SSE,S,TRUE,,SE,Qra
226,2163,46.78276,-121.75091,1574,19.6,1839.5,154,FALSE,-1064.092148,-344.2594927,SSE,SSE,TRUE,,SE,Qra
227,2172.6,46.78274,-121.7509,1574,19.6,1842.4,154,FALSE,-1063.331117,-346.4833913,SSE,SSE,TRUE,,SE,Qra
228,2182.2,46.78272,-121.75088,1573,19.6,1845.3,154,FALSE,-1061.80866,-348.7072898,SSE,SSE,TRUE,,SE,Qra
229,2191.8,46.78269,-121.75086,1573,19.6,1848.2,154,FALSE,-1060.286399,-352.0431376,SSE,SSE,TRUE,,SE,Qra
230,2201.3,46.78267,-121.75085,1573,19.6,1851.1,154,FALSE,-1059.525366,-354.2670361,SSE,SSE,TRUE,,SE,Qra
231,2210.9,46.78265,-121.75083,1573,19.6,1854,154,FALSE,-1058.002906,-356.4909346,SSE,SSE,TRUE,,SE,Qra
232,2220.5,46.78262,-121.75081,1573,19.6,1856.9,147,TRUE,-1056.48064,-359.8267824,SSE,SSE,TRUE,,SE,Qra
233,2230,46.78255,-121.75069,1572,14.6,1869.7,139,TRUE,-1047.344872,-367.6104273,SE,SSE,TRUE,,SE,Qra
234,2239.6,46.78247,-121.75056,1572,9.7,1882.5,126,TRUE,-1037.447844,-376.5060214,SE,SSE,TRUE,,SE,Qra
235,2249.2,46.78245,-121.75049,1572,11.2,1888.9,120,FALSE,-1032.11822,-378.7299199,ESE,SE,TRUE,,SE,Qra
236,2258.8,46.78242,-121.75041,1571,11.1,1895.3,114,FALSE,-1026.027353,-382.0657677,ESE,SE,TRUE,,SE,Qra
237,2268.3,46.7824,-121.75033,1570,14.3,1901.7,114,FALSE,-1019.936289,-384.2896663,ESE,SE,TRUE,,SE,Qra
238,2277.9,46.78238,-121.75025,1570,14.3,1908.1,114,FALSE,-1013.845221,-386.5135648,ESE,SE,TRUE,,SE,Qra
239,2287.5,46.78235,-121.75018,1570,14.3,1914.5,114,FALSE,-1008.515767,-389.8494126,ESE,SE,TRUE,,SE,Qra
240,2297,46.78233,-121.7501,1569,14.3,1920.9,112,TRUE,-1002.424689,-392.0733111,ESE,SE,TRUE,,SE,Qra
241,2306.6,46.78231,-121.75003,1568,14.5,1926.9,110,TRUE,-997.0950387,-394.2972096,ESE,SE,TRUE,,SE,Qra
242,2316.2,46.7823,-121.74995,1568,14.8,1932.8,108,TRUE,-991.0037678,-395.4091589,ESE,SE,TRUE,,SE,Qra
243,2325.8,46.78228,-121.74988,1568,15,1938.8,108,FALSE,-985.67411,-397.6330574,ESE,SE,TRUE,,SE,Qra
244,2335.3,46.78226,-121.7498,1567,15,1944.8,108,TRUE,-979.5830156,-399.856956,ESE,SE,TRUE,,SE,Qra
245,2344.9,46.78224,-121.7497,1567,13.9,1952.8,109,FALSE,-971.969051,-402.0808545,ESE,SE,TRUE,,SE,Qra
246,2354.5,46.78221,-121.7496,1566,12.9,1960.8,110,FALSE,-964.3552599,-405.4167023,ESE,SE,TRUE,,SE,Qra
247,2364,46.78219,-121.7495,1566,11.9,1968.8,110,FALSE,-956.7412825,-407.6406008,ESE,SE,TRUE,,SE,Qra
248,2373.6,46.78217,-121.74941,1565,11.9,1976.8,111,FALSE,-949.8887333,-409.8644993,ESE,SE,TRUE,,SE,Qra
249,2383.2,46.78214,-121.74932,1565,12.5,1983.7,116,FALSE,-943.0363542,-413.2003471,ESE,SE,TRUE,,SE,Qra
250,2392.8,46.78211,-121.74926,1565,13.6,1989.5,120,FALSE,-938.4682716,-416.5361949,ESE,SE,TRUE,,SE,Qra
251,2402.3,46.78209,-121.7492,1564,14.7,1995.2,122,FALSE,-933.9000104,-418.7600934,ESE,SE,TRUE,,SE,Qra
252,2411.9,46.78206,-121.74913,1564,15.3,2001,122,TRUE,-928.570483,-422.0959412,ESE,SE,TRUE,,SE,Qra
253,2421.5,46.78203,-121.74907,1564,15.3,2006.7,124,TRUE,-924.0023855,-425.431789,SE,SE,TRUE,,SE,Qra
254,2431,46.78199,-121.749,1564,14.8,2013.5,126,TRUE,-918.6730172,-429.8795861,SE,SE,TRUE,,SE,Qra
255,2440.6,46.78195,-121.74893,1563,14.3,2020.3,128,TRUE,-913.3436411,-434.3273831,SE,SE,TRUE,,SE,Qra
256,2450.2,46.78192,-121.74886,1562,13.8,2027,128,TRUE,-908.0140884,-437.6632309,SE,SE,TRUE,,SE,Qra
257,2459.7,46.78188,-121.74879,1562,13.8,2033.8,128,TRUE,-902.6846974,-442.111028,SE,SE,TRUE,,SE,Qra
258,2469.3,46.7818,-121.74865,1561,10.3,2047.5,128,FALSE,-892.0258916,-451.0066221,SE,SE,TRUE,,SE,Qra
259,2478.9,46.78173,-121.74851,1560,12.3,2061.3,128,TRUE,-881.3668905,-458.7902669,SE,SE,TRUE,,SE,Qra
260,2488.5,46.78169,-121.74844,1560,12.4,2068,128,FALSE,-876.0374608,-463.238064,SE,SE,TRUE,,SE,Qra
261,2498,46.78165,-121.74837,1560,10.3,2074.8,128,TRUE,-870.7080233,-467.685861,SE,SE,TRUE,,SE,Qra
262,2507.6,46.78161,-121.7483,1559,13.8,2081.6,128,TRUE,-865.3785779,-472.1336581,SE,SE,TRUE,,SE,Qra
263,2517.2,46.78158,-121.74823,1559,13.8,2088.3,129,TRUE,-860.0489647,-475.4695059,SE,SE,TRUE,,SE,Qra
264,2526.7,46.78152,-121.74814,1559,12.8,2097.1,131,TRUE,-853.1969358,-482.1412015,SE,SE,TRUE,,SE,Qra
265,2536.3,46.78147,-121.74805,1558,11.7,2105.9,133,TRUE,-846.3447345,-487.7009478,SE,SE,TRUE,,SE,Qra
266,2545.9,46.78142,-121.74797,1558,10.7,2114.7,137,TRUE,-840.2539649,-493.2606941,SE,SE,TRUE,,SE,Qra
267,2555.5,46.78135,-121.7479,1558,10.5,2123.9,142,TRUE,-834.9249392,-501.0443389,SE,SE,TRUE,,SE,Qra
268,2565,46.78128,-121.74784,1557,10.4,2133.1,147,TRUE,-830.3573462,-508.8279838,SSE,SE,TRUE,,SE,Qra
269,2574.6,46.78121,-121.74777,1556,10.2,2142.3,147,TRUE,-825.0282938,-516.6116286,SSE,SE,TRUE,,SE,Qra
270,2584.2,46.78114,-121.74771,1556,10.2,2151.4,151,TRUE,-820.460676,-524.3952735,SSE,SE,TRUE,,SE,Qra
271,2593.7,46.78107,-121.74767,1555,10.6,2159.8,156,TRUE,-817.4159451,-532.1789183,SSE,S,TRUE,,SE,Qra
272,2603.3,46.781,-121.74763,1555,11,2168.2,161,TRUE,-814.3712063,-539.9625631,SSE,S,TRUE,,SE,Qra
273,2612.9,46.78093,-121.7476,1554,11.4,2176.5,165,TRUE,-812.0879109,-547.746208,SSE,S,TRUE,,SE,Qra
274,2622.5,46.78086,-121.74758,1554,11.9,2183.9,169,TRUE,-810.566062,-555.5298528,S,S,TRUE,,SE,Qra
275,2632,46.7808,-121.74757,1553,12.4,2191.2,173,TRUE,-809.8055121,-562.2015484,S,S,TRUE,,SE,Qra
276,2641.6,46.78073,-121.74756,1553,12.9,2198.5,173,FALSE,-809.0451107,-569.9851932,S,S,TRUE,,SE,Qra
277,2651.2,46.78067,-121.74755,1552,12.9,2205.9,173,TRUE,-808.2845572,-576.6568888,S,S,TRUE,,SE,Qra
278,2660.7,46.7806,-121.74754,1552,12.9,2213.2,177,TRUE,-807.5241521,-584.4405336,S,S,TRUE,,SE,Qra
279,2670.3,46.78053,-121.74755,1551,12.6,2221.3,182,FALSE,-808.286659,-592.2241785,S,S,TRUE,,SE,Qra
280,2679.9,46.78046,-121.74756,1551,12.2,2229.3,186,FALSE,-809.0491679,-600.0078233,S,S,TRUE,,SE,Qra
281,2689.5,46.78038,-121.74757,1550,11.8,2237.4,191,TRUE,-809.8118292,-608.9034174,S,S,TRUE,,SW,Qra
282,2699,46.78032,-121.7476,1549,12.1,2244.8,196,FALSE,-812.0971117,-615.5751129,SSW,S,TRUE,,SW,Qra
283,2708.6,46.78026,-121.74764,1549,12.5,2252.2,201,FALSE,-815.1438601,-622.2468085,SSW,SW,TRUE,,SW,Qra
284,2718.2,46.7802,-121.74767,1548,12.8,2259.7,201,FALSE,-817.4291536,-628.9185041,SSW,SW,TRUE,,SW,Qra
285,2727.7,46.78013,-121.74771,1548,12.8,2267.1,201,TRUE,-820.4760671,-636.7021489,SSW,SW,TRUE,,SW,Qra
286,2737.3,46.78007,-121.74774,1547,12.8,2274.5,206,TRUE,-822.7613721,-643.3738445,SSW,SW,TRUE,,SW,Qra
287,2746.9,46.78003,-121.74779,1547,13.8,2280,210,FALSE,-826.5693039,-647.8216415,SSW,SW,TRUE,,SW,Qra
288,2756.4,46.77999,-121.74783,1547,14.7,2285.5,215,FALSE,-829.6157767,-652.2694386,SW,SW,TRUE,,SW,Qra
289,2766,46.77995,-121.74787,1547,15.7,2291,215,FALSE,-832.662254,-656.7172356,SW,SW,TRUE,,SW,Qra
290,2775.6,46.77991,-121.74791,1547,15.7,2296.5,216,FALSE,-835.7087358,-661.1650326,SW,SW,TRUE,,SW,Qra
291,2785.2,46.77986,-121.74796,1547,15.1,2303.1,219,FALSE,-839.5168445,-666.7247789,SW,SW,TRUE,,SW,Qra
292,2794.7,46.77981,-121.74804,1546,13.6,2311.7,221,FALSE,-845.6093619,-672.2845252,SW,SW,TRUE,,SW,Qra
293,2804.3,46.77975,-121.74812,1546,12,2320.3,222,FALSE,-851.7020488,-678.9562208,SW,SW,TRUE,,SW,Qra
294,2813.9,46.77969,-121.74819,1546,11,2329,222,FALSE,-857.0332803,-685.6279164,SW,SW,TRUE,,SW,Qra
295,2823.4,46.77964,-121.74827,1545,11,2337.6,223,FALSE,-863.1258332,-691.1876627,SW,SW,TRUE,,SW,Qra
296,2833,46.77959,-121.74833,1545,12,2344.1,224,FALSE,-867.6954567,-696.747409,SW,SW,TRUE,,SW,Qra
297,2842.6,46.77956,-121.74838,1545,13.6,2349.6,224,FALSE,-871.503294,-700.0832567,SW,SW,TRUE,,SW,Qra
298,2852.2,46.77952,-121.74843,1544,15.2,2355.1,225,FALSE,-875.311298,-704.5310538,SW,SW,TRUE,,SW,Qra
299,2861.7,46.77949,-121.74848,1544,15.7,2360.6,225,FALSE,-879.1191445,-707.8669016,SW,SW,TRUE,,SW,Qra
300,2871.3,46.77945,-121.74853,1544,15.7,2366.1,223,TRUE,-882.9271591,-712.3146986,SW,SW,TRUE,,SW,Qra
301,2880.9,46.77942,-121.74857,1544,16.4,2370.1,221,FALSE,-885.973542,-715.6505464,SW,SW,TRUE,,SW,Qra
302,2890.4,46.7794,-121.7486,1544,17.1,2374.2,220,FALSE,-888.2582902,-717.8744449,SW,SW,TRUE,,SW,Qra
303,2900,46.77937,-121.74863,1544,17.8,2378.3,220,FALSE,-890.5432054,-721.2102927,SW,SW,TRUE,,SW,Qra
304,2909.6,46.77934,-121.74867,1543,17.8,2382.3,220,FALSE,-893.5895971,-724.5461405,SW,SW,TRUE,,SW,Qra
305,2919.2,46.77931,-121.7487,1543,17.8,2386.4,220,FALSE,-895.8745179,-727.8819882,SW,SW,TRUE,,SW,Qra
306,2928.7,46.77928,-121.74874,1543,17.8,2390.4,214,TRUE,-898.9209159,-731.217836,SW,SW,TRUE,,SW,Qra
307,2938.3,46.77921,-121.74878,1542,15.7,2398.8,209,TRUE,-901.9679874,-739.0014808,SSW,SW,TRUE,,SW,Qra
308,2947.9,46.77914,-121.74882,1542,13.5,2407.2,203,TRUE,-905.0150668,-746.7851256,SSW,SW,TRUE,,SW,Qra
309,2957.4,46.77908,-121.74887,1542,11.4,2415.6,203,TRUE,-908.823463,-753.4568212,SSW,SW,TRUE,,SW,Qra
310,2967,46.77901,-121.74891,1541,11.4,2423.9,194,TRUE,-911.8705587,-761.240466,SSW,SW,TRUE,,SW,Qra
311,2976.6,46.77895,-121.7489,1541,12.3,2430.5,185,TRUE,-911.1100954,-767.9121615,S,S,FALSE,,SW,Qra
312,2986.2,46.77889,-121.7489,1540,13.2,2437,176,TRUE,-911.1111107,-774.5838571,S,S,FALSE,,SW,Qra
313,2995.7,46.77883,-121.74889,1540,14.1,2443.6,176,TRUE,-910.3506449,-781.2555526,S,S,FALSE,,SW,Qra
314,3005.3,46.77877,-121.74889,1539,14.1,2450.1,176,TRUE,-910.3516593,-787.9272482,S,S,FALSE,,SW,Qra
315,3014.9,46.77871,-121.74888,1539,14.1,2456.7,167,TRUE,-909.591191,-794.5989437,SSE,S,FALSE,,SW,Qra
316,3024.4,46.77866,-121.74884,1539,14,2463.5,158,TRUE,-906.5461017,-800.15869,SSE,S,FALSE,,SW,Qra
317,3034,46.77861,-121.74879,1538,13.9,2470.2,149,TRUE,-902.7395225,-805.7184363,SSE,S,FALSE,,SW,Qra
318,3043.6,46.77856,-121.74875,1538,13.8,2477,149,TRUE,-899.6944212,-811.2781826,SSE,S,FALSE,,SW,Qra
319,3053.1,46.7785,-121.7487,1538,13.8,2483.8,139,TRUE,-895.887995,-817.9498782,SE,SE,FALSE,,SW,Qra
320,3062.7,46.77847,-121.74861,1538,13.3,2491.5,130,FALSE,-889.0351186,-821.2857259,SE,SE,FALSE,,SW,Qra
321,3072.3,46.77843,-121.74852,1537,12.8,2499.3,120,FALSE,-882.1823984,-825.733523,ESE,SE,FALSE,,SW,Qra
322,3081.9,46.7784,-121.74843,1537,12.3,2507.1,120,FALSE,-875.3295055,-829.0693707,ESE,SE,FALSE,,SW,Qra
323,3091.4,46.77836,-121.74835,1537,12.3,2514.9,120,FALSE,-869.2382539,-833.5171678,ESE,SE,FALSE,,E,Qra
324,3101,46.77833,-121.74826,1536,12.3,2522.7,115,FALSE,-862.3853448,-836.8530155,ESE,SE,FALSE,,E,Qra
325,3110.6,46.77831,-121.74818,1536,12.9,2529.2,104,FALSE,-856.2937576,-839.076914,ESE,SE,FALSE,,E,Qra
326,3120.1,46.77832,-121.74811,1535,14.1,2534.5,93,FALSE,-850.9631805,-837.9649648,E,SE,FALSE,,E,Qra
327,3129.7,46.77832,-121.74804,1535,15.4,2539.8,86,FALSE,-845.6327625,-837.9649648,E,SE,FALSE,,E,Qra
328,3139.3,46.77832,-121.74797,1535,16,2545.1,86,FALSE,-840.3023444,-837.9649648,E,SE,FALSE,,E,Qra
329,3148.9,46.77833,-121.7479,1534,16,2550.4,86,TRUE,-834.9717713,-836.8530155,E,SE,FALSE,,E,Qra
330,3158.4,46.77833,-121.74783,1534,16,2555.7,79,TRUE,-829.6413542,-836.8530155,E,SE,FALSE,,E,Qra
331,3168,46.77836,-121.74773,1534,14.4,2564.1,72,TRUE,-822.0260147,-833.5171678,ENE,NE,TRUE,,E,Qra
332,3177.6,46.77839,-121.74763,1534,12.9,2572.4,65,FALSE,-814.4106836,-830.18132,ENE,NE,TRUE,,E,Qra
333,3187.1,46.77842,-121.74753,1533,11.4,2580.8,65,TRUE,-806.795361,-826.8454722,ENE,NE,TRUE,,E,Qra
334,3196.7,46.77846,-121.74743,1533,11.4,2589.1,62,TRUE,-799.1798985,-822.3976752,ENE,NE,TRUE,,E,Qra
335,3206.3,46.7785,-121.74734,1532,11.1,2598.1,58,FALSE,-792.3259331,-817.9498782,ENE,NE,TRUE,,E,Qra
336,3215.9,46.77855,-121.74724,1531,10.8,2607.1,55,FALSE,-784.7103469,-812.3901319,NE,NE,TRUE,,E,Qra
337,3225.4,46.7786,-121.74714,1530,10.5,2616,55,FALSE,-777.0947748,-806.8303856,NE,NE,TRUE,,E,Qra
338,3235,46.77864,-121.74705,1530,10.5,2625,55,FALSE,-770.2408436,-802.3825885,NE,NE,TRUE,,E,Qra
339,3244.6,46.77869,-121.74695,1529,10.5,2634,55,FALSE,-762.6252977,-796.8228423,NE,NE,TRUE,,E,Qra
340,3254.1,46.77873,-121.74685,1528,10.5,2643,55,TRUE,-755.0099061,-792.3750452,NE,NE,TRUE,,E,Qra
341,3263.7,46.77878,-121.74675,1528,10.2,2652.4,54,FALSE,-747.3943871,-786.8152989,NE,NE,TRUE,,E,Qra
342,3273.3,46.77883,-121.74665,1527,10,2661.8,54,FALSE,-739.7788822,-781.2555526,NE,NE,TRUE,,E,Qra
343,3282.9,46.77888,-121.74655,1526,9.8,2671.2,54,FALSE,-732.1633915,-775.6958064,NE,NE,TRUE,,E,Qra
344,3292.4,46.77893,-121.74645,1526,9.8,2680.6,54,TRUE,-724.5479148,-770.1360601,NE,NE,TRUE,,E,Qra
345,3302,46.77897,-121.74637,1525,10.7,2688.2,54,FALSE,-718.4555437,-765.688263,NE,NE,TRUE,,E,Qra
346,3311.6,46.77901,-121.74629,1525,11.6,2695.8,54,FALSE,-712.3631817,-761.240466,NE,NE,TRUE,,E,Qra
347,3321.1,46.77905,-121.74621,1524,12.5,2703.4,54,FALSE,-706.2708287,-756.792669,NE,NE,TRUE,,E,Qra
348,3330.7,46.77909,-121.74613,1524,12.5,2711,54,FALSE,-700.1784847,-752.3448719,NE,NE,TRUE,,E,Qra
349,3340.3,46.77913,-121.74605,1523,12.5,2718.6,55,FALSE,-694.0861498,-747.8970749,NE,NE,TRUE,,E,Qra
350,3349.8,46.77919,-121.74593,1522,10.8,2729.7,55,TRUE,-684.9476644,-741.2253793,NE,NE,TRUE,,E,Qra
351,3359.4,46.77925,-121.74581,1522,10.1,2740.8,56,FALSE,-675.8091993,-734.5536838,NE,NE,TRUE,,E,Qra
352,3369,46.7793,-121.74569,1521,11.9,2751.9,56,FALSE,-666.6708785,-728.9939375,NE,NE,TRUE,,E,Qra
353,3378.6,46.77936,-121.74557,1521,11.9,2763.1,56,FALSE,-657.5324525,-722.3222419,NE,NE,TRUE,,E,Qra
354,3388.1,46.77942,-121.74545,1520,11.9,2774.2,57,TRUE,-648.3940468,-715.6505464,ENE,NE,TRUE,,E,Qra
355,3397.7,46.77946,-121.74533,1520,11.3,2784.2,59,FALSE,-639.255899,-711.2027493,ENE,NE,TRUE,,E,Qra
356,3407.3,46.77951,-121.74522,1519,10.8,2794.1,60,FALSE,-630.8791191,-705.643003,ENE,NE,TRUE,,E,Qra
357,3416.8,46.77955,-121.74511,1519,10.2,2804.1,60,FALSE,-622.5024705,-701.195206,ENE,NE,TRUE,,E,Qra
358,3426.4,46.77959,-121.74499,1519,10.2,2814.1,60,FALSE,-613.3643639,-696.747409,ENE,NE,TRUE,,E,Qra
359,3436,46.77964,-121.74488,1518,10.2,2824.1,61,FALSE,-604.9876284,-691.1876627,ENE,NE,TRUE,,E,Qra
360,3445.6,46.77968,-121.74478,1518,9.8,2832.4,62,FALSE,-597.3724882,-686.7398656,ENE,NE,TRUE,,E,Qra
361,3455.1,46.7797,-121.74471,1517,11.5,2839,63,FALSE,-592.0419848,-684.5159671,ENE,NE,TRUE,,E,Qra
362,3464.7,46.77973,-121.74463,1517,13.1,2845.7,64,FALSE,-585.9499081,-681.1801193,ENE,NE,TRUE,,E,Qra
363,3474.3,46.77975,-121.74455,1517,14,2852.3,64,FALSE,-579.8579458,-678.9562208,ENE,NE,TRUE,,E,Qra
364,3483.8,46.77978,-121.74447,1516,14,2858.9,64,FALSE,-573.7658814,-675.620373,ENE,NE,TRUE,,E,Qra
365,3493.4,46.77981,-121.74439,1516,14,2865.6,65,TRUE,-567.6738239,-672.2845252,ENE,NE,TRUE,,E,Qra
366,3503,46.77986,-121.74423,1515,10.4,2879.4,66,FALSE,-555.4898324,-666.7247789,ENE,NE,TRUE,,E,Qra
367,3512.6,46.7799,-121.74406,1514,12.3,2893.2,67,FALSE,-542.5444984,-662.2769819,ENE,NE,TRUE,,E,Qra
368,3522.1,46.77995,-121.74389,1514,15.9,2907,67,FALSE,-529.5990853,-656.7172356,ENE,NE,TRUE,,E,Qra
369,3531.7,46.78,-121.74373,1513,15.9,2920.8,70,FALSE,-517.4151608,-651.1574893,ENE,NE,TRUE,,E,Qra
370,3541.3,46.78003,-121.74356,1512,15.7,2934.2,72,FALSE,-504.4699824,-647.8216415,ENE,NE,TRUE,,E,Qra
371,3550.8,46.78006,-121.74339,1512,15.5,2947.6,75,FALSE,-491.5248185,-644.4857937,ENE,NE,TRUE,,E,Qra
372,3560.4,46.7801,-121.74322,1511,15.3,2961.1,75,FALSE,-478.5795801,-640.0379967,ENE,NE,TRUE,,E,Qra
373,3570,46.78013,-121.74304,1510,15.3,2974.5,78,FALSE,-464.8729847,-636.7021489,ENE,NE,TRUE,,E,Qra
374,3579.6,46.78014,-121.74293,1509,12.9,2983,81,FALSE,-456.4968101,-635.5901996,E,E,TRUE,,E,Qra
375,3589.1,46.78014,-121.74282,1508,10.5,2991.6,84,FALSE,-448.1207219,-635.5901996,E,E,TRUE,,E,Qra
376,3598.7,46.78015,-121.74271,1508,11.1,3000.2,84,FALSE,-439.744552,-634.4782504,E,E,TRUE,,E,Qra
377,3608.3,46.78016,-121.7426,1507,11.1,3008.7,87,TRUE,-431.3683852,-633.3663011,E,E,TRUE,,E,Qra
378,3617.8,46.78016,-121.74247,1506,10.4,3018.7,89,FALSE,-421.4693755,-633.3663011,E,E,TRUE,,E,Qra
379,3627.4,46.78015,-121.74234,1506,9.7,3028.7,92,FALSE,-411.5704422,-634.4782504,E,E,TRUE,,E,Qra
380,3637,46.78015,-121.7422,1505,10.2,3038.7,92,FALSE,-400.9099683,-634.4782504,E,E,TRUE,,E,Qra
381,3646.6,46.78015,-121.74208,1505,10.1,3048.5,93,FALSE,-391.7724192,-634.4782504,E,E,TRUE,,E,Qra
382,3656.1,46.78014,-121.74195,1504,10,3058.3,95,FALSE,-381.8734786,-635.5901996,E,E,TRUE,,E,Qra
383,3665.7,46.78013,-121.74182,1503,9.9,3068.1,95,FALSE,-371.9745343,-636.7021489,E,E,TRUE,,E,Qra
384,3675.3,46.78012,-121.74167,1503,10.7,3079.5,95,TRUE,-360.5526606,-637.8140982,E,E,TRUE,,E,Qra
385,3684.8,46.78011,-121.74148,1501,13,3094,96,TRUE,-346.0849307,-638.9260474,E,E,TRUE,,E,Qra
386,3694.4,46.78009,-121.74129,1500,15.4,3108.5,96,TRUE,-331.617257,-641.149946,E,E,TRUE,,E,Qra
387,3704,46.78008,-121.7411,1499,17,3123,96,TRUE,-317.1495137,-642.2618952,E,E,TRUE,,E,Qra
388,3713.5,46.78007,-121.74095,1498,15.7,3134.8,96,FALSE,-305.7276192,-643.3738445,E,E,TRUE,,E,Qra
389,3723.1,46.78006,-121.74079,1498,14.4,3146.7,96,FALSE,-293.5442568,-644.4857937,E,E,TRUE,,E,Qra
390,3732.7,46.78004,-121.74061,1497,14,3160.5,96,FALSE,-279.8380142,-646.7096923,E,E,TRUE,,E,Tg
391,3742.3,46.78003,-121.74039,1496,16.7,3177.9,97,FALSE,-263.0858554,-647.8216415,E,E,TRUE,,E,Tg
392,3751.8,46.78001,-121.74016,1495,19.5,3195.3,100,FALSE,-245.5722717,-650.04554,E,E,TRUE,,E,Tg
393,3761.4,46.77996,-121.73995,1494,20.9,3211.9,106,FALSE,-229.5817324,-655.6052863,ESE,E,TRUE,,E,Tg
394,3771,46.77991,-121.73976,1493,20.2,3227.9,111,TRUE,-215.114095,-661.1650326,ESE,E,TRUE,,E,Tg
395,3780.5,46.77985,-121.73956,1492,19.6,3244,124,TRUE,-199.8850013,-667.8367282,SE,S,FALSE,,E,Tg
396,3790.1,46.77983,-121.73954,1492,12.8,3247,135,FALSE,-198.3621416,-670.0606267,SE,S,FALSE,,E,Tg
397,3799.7,46.77981,-121.73952,1492,12.9,3250.1,146,FALSE,-196.8392808,-672.2845252,SE,S,FALSE,,E,Tg
398,3809.3,46.77978,-121.7395,1491,19.4,3253.1,146,FALSE,-195.3164552,-675.620373,SE,S,FALSE,,E,Tg
399,3818.8,46.77976,-121.73947,1491,19.4,3256.2,146,FALSE,-193.0321239,-677.8442715,SE,S,FALSE,,E,Tg
400,3828.4,46.77974,-121.73945,1491,19.4,3259.2,146,FALSE,-191.5092591,-680.0681701,SE,S,FALSE,,E,Tg
401,3838,46.77972,-121.73943,1491,19.4,3262.2,146,TRUE,-189.9863933,-682.2920686,SE,S,FALSE,,E,Tg
402,3847.5,46.77969,-121.73941,1490,19.4,3265.3,146,TRUE,-188.4635612,-685.6279164,SE,S,FALSE,,E,Tg
