Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,x,y,Direction,Direction_manual,Curve,Notice,Direction_manual_simplified,Lithology,slope_deg
52,497.7,46.78342,-121.74029,1649.0,9.8,419.1,240.0,True,-255.4551287,-270.8708412,WSW,W,True,,SW,Qra,3.7270257472991943
53,507.3,46.78339,-121.74039,1648.0,10.7,427.3,250.0,True,-263.0694371,-274.206689,WSW,W,True,,SW,Qra,4.390563488006592
54,516.8,46.78337,-121.74049,1648.0,11.7,435.4,250.0,True,-270.6837037,-276.4305876,WSW,W,True,,SW,Qra,4.142672061920166
55,526.4,46.78334,-121.74059,1647.0,11.7,443.6,250.0,True,-278.2980276,-279.7664353,WSW,W,True,,SW,Qra,4.500980854034424
56,536.0,46.78332,-121.7407,1647.0,11.7,451.8,258.0,True,-286.6737246,-281.9903339,WSW,W,True,,SW,Qra,3.8612213134765625
57,545.5,46.78332,-121.74081,1646.0,11.4,460.6,267.0,True,-295.0493181,-281.9903339,W,W,True,,SW,Qra,4.736248016357422
58,555.1,46.78333,-121.74093,1646.0,11.1,469.3,275.0,True,-304.1862727,-280.8783846,W,W,True,,NW,Qra,4.440492630004883
59,564.7,46.78334,-121.74104,1645.0,10.8,478.1,275.0,True,-312.5618066,-279.7664353,W,W,True,,NW,Qra,4.858565807342529
60,574.3,46.78334,-121.74115,1645.0,10.8,486.8,275.0,True,-320.9373971,-279.7664353,W,W,True,,NW,Qra,3.1759979724884033
61,583.8,46.78335,-121.74127,1644.0,10.8,495.6,279.0,True,-330.0743435,-278.6544861,W,NW,True,,NW,Qra,3.3954784870147705
62,593.4,46.78337,-121.74138,1643.0,10.9,504.1,284.0,False,-338.4498066,-276.4305876,WNW,NW,True,,NW,Qra,4.364292621612549
63,603.0,46.7834,-121.74148,1643.0,11.1,512.6,288.0,False,-346.0637826,-273.0947398,WNW,NW,True,,NW,Qra,3.479238271713257
64,612.5,46.78342,-121.74159,1642.0,11.2,521.1,290.0,False,-354.439232,-270.8708412,WNW,NW,True,,NW,Qra,4.1965179443359375
65,622.1,46.78345,-121.74169,1642.0,11.2,529.6,294.0,True,-362.0531921,-267.5349934,WNW,NW,True,,NW,Qra,3.685553550720215
66,631.7,46.78349,-121.74179,1641.0,11.1,538.2,298.0,True,-369.6670749,-263.0871964,WNW,NW,True,,NW,Qra,4.954030513763428
67,641.3,46.78353,-121.74188,1641.0,11.1,546.8,300.0,True,-376.5195319,-258.6393993,WNW,NW,True,,NW,Qra,4.552456855773926
68,650.8,46.78357,-121.74198,1640.0,11.1,555.3,304.0,True,-384.1333927,-254.1916022,NW,NW,True,,NW,Qra,5.250021934509277
69,660.4,46.78365,-121.74212,1641.0,11.1,569.9,307.0,True,-394.7926028,-245.2960081,NW,NW,True,,NW,Qra,4.546050071716309
70,670.0,46.78374,-121.74227,1643.0,14.0,584.4,311.0,True,-406.2131176,-235.2884647,NW,NNW,True,,NW,Qra,3.84096097946167
71,679.5,46.78383,-121.74241,1644.0,17.0,598.9,314.0,True,-416.8721838,-225.2809213,NW,NNW,True,,NW,Qra,5.508589267730713
72,689.1,46.78387,-121.74247,1644.0,13.2,605.9,318.0,True,-421.440333,-220.8331243,NW,NNW,True,,NW,Qra,4.066086292266846
73,698.7,46.78392,-121.74253,1644.0,9.6,612.9,322.0,True,-426.0083962,-215.2733779,NW,NNW,True,,NW,Qra,3.697352886199951
74,708.3,46.78397,-121.74259,1643.0,13.4,620.0,322.0,True,-430.5764509,-209.7136316,NW,NNW,True,,NW,Qra,4.045725345611572
75,717.8,46.78402,-121.74264,1643.0,13.4,627.0,326.0,True,-434.3830894,-204.1538853,NW,NNW,True,,NW,Qra,3.585336923599243
76,727.4,46.78408,-121.74268,1642.0,13.5,633.8,330.0,False,-437.4282327,-197.4821897,NNW,NNW,True,,NW,Qra,4.071102619171143
77,737.0,46.78413,-121.74272,1642.0,13.6,640.6,334.0,True,-440.473451,-191.9224434,NNW,NNW,True,,NW,Qra,3.706507444381714
78,746.5,46.78419,-121.74276,1642.0,13.7,647.4,334.0,True,-443.5185812,-185.2507478,NNW,NNW,True,,NW,Qra,3.90956974029541
79,756.1,46.78424,-121.7428,1641.0,13.7,654.3,334.0,True,-446.5637876,-179.6910014,NNW,NNW,True,,NW,Qra,4.250098705291748
80,765.7,46.7843,-121.74284,1640.0,13.7,661.1,334.0,False,-449.6089048,-173.0193058,NNW,NNW,True,,NW,Qra,4.35576868057251
81,775.3,46.78435,-121.74288,1640.0,13.7,667.9,336.0,True,-452.6540993,-167.4595595,NNW,NNW,True,,NW,Qra,4.018256187438965
82,784.8,46.78443,-121.74292,1639.0,12.6,676.9,338.0,True,-455.6990342,-158.5639654,NNW,NNW,True,,NW,Qra,3.535460948944092
83,794.4,46.78451,-121.74296,1639.0,11.5,685.8,340.0,True,-458.74396,-149.6683713,NNW,NNW,True,,NW,Qra,3.8701186180114746
84,804.0,46.78458,-121.74299,1638.0,10.5,694.8,339.0,True,-461.0275628,-141.8847264,NNW,NNW,True,,NW,Qra,3.9268429279327393
85,813.5,46.78475,-121.7431,1637.0,14.4,715.3,338.0,True,-469.401478,-122.9815889,NNW,NNW,True,,NW,Qra,3.380208730697632
86,823.1,46.78492,-121.7432,1636.0,20.2,735.7,331.0,True,-477.0139453,-104.0784513,NNW,NNW,True,,NW,Qra,4.154069423675537
87,832.7,46.78496,-121.74325,1636.0,18.3,741.1,325.0,False,-480.8205628,-99.63065427,NW,NNW,True,,NW,Qra,4.953955173492432
88,842.2,46.785,-121.74329,1636.0,10.8,746.4,319.0,True,-483.8657809,-95.1828572,NW,NNW,True,,NW,Qra,4.7686333656311035
89,851.8,46.78503,-121.74334,1635.0,15.9,751.8,319.0,True,-487.6724782,-91.84700941,NW,NNW,True,,NW,Qra,4.8645920753479
90,861.4,46.78507,-121.74338,1635.0,15.9,757.1,319.0,True,-490.7176872,-87.39921234,NW,NNW,True,,NW,Qra,4.957562446594238
91,871.0,46.78511,-121.74343,1635.0,15.9,762.5,308.0,True,-494.524284,-82.95141527,NW,NW,True,,NW,Qra,4.054467678070068
92,880.5,46.78514,-121.74359,1634.0,12.0,775.5,298.0,True,-506.706278,-79.61556748,WNW,NW,True,,NW,Qra,4.45513391494751
93,890.1,46.78517,-121.74376,1634.0,11.0,788.6,287.0,True,-519.6496498,-76.27971968,WNW,NW,True,,NW,Qra,5.8240156173706055
94,899.7,46.78521,-121.74392,1633.0,14.8,801.7,276.0,True,-531.8315174,-71.83192261,W,W,False,,NW,Qra,5.672264575958252
95,909.2,46.78519,-121.74399,1633.0,11.0,807.1,266.0,True,-537.161453,-74.05582114,W,W,False,,S,Qra,6.189883708953857
96,918.8,46.78518,-121.74406,1632.0,11.9,812.6,255.0,True,-542.4912918,-75.16777041,WSW,W,False,,S,Qra,5.286548137664795
97,928.4,46.78517,-121.74413,1632.0,15.7,818.1,255.0,True,-547.8211325,-76.27971968,WSW,W,False,,S,Qra,5.178367614746094
98,938.0,46.78516,-121.7442,1631.0,15.7,823.5,255.0,True,-553.1509752,-77.39166894,WSW,W,False,,S,Qra,5.461871147155762
99,947.5,46.78514,-121.74427,1631.0,15.7,829.0,244.0,True,-558.4809237,-79.61556748,WSW,W,False,,S,Qra,4.81381368637085
100,957.1,46.7851,-121.74433,1630.0,15.0,836.0,233.0,False,-563.0496931,-84.06336454,SW,W,False,,S,Qra,6.935035705566406
101,966.7,46.78505,-121.74439,1630.0,14.2,843.0,222.0,False,-567.6185748,-89.62311087,SW,SW,True,,S,Qra,9.993487358093262
102,976.2,46.785,-121.74446,1629.0,13.4,850.0,222.0,False,-572.9488588,-95.1828572,SW,SW,True,,S,Qra,9.422700881958008
103,985.8,46.78496,-121.74452,1628.0,13.4,857.0,222.0,False,-577.5176509,-99.63065427,SW,SW,True,,S,Qra,5.763756275177002
104,995.4,46.78491,-121.74458,1628.0,13.4,864.1,222.0,False,-582.0865579,-105.1904006,SW,SW,True,,S,Qra,4.36960506439209
105,1005.0,46.78486,-121.74464,1627.0,13.4,871.1,213.0,False,-586.6554734,-110.7501469,SSW,SW,True,,S,Qra,4.985674858093262
106,1014.5,46.78482,-121.74466,1627.0,14.5,876.0,204.0,False,-588.1787021,-115.197944,SSW,SW,True,,S,Qra,4.5819315910339355
107,1024.1,46.78478,-121.74467,1626.0,15.5,880.8,196.0,False,-588.9405361,-119.6457411,SSW,SW,True,,S,Qra,4.194081783294678
108,1033.7,46.78474,-121.74469,1626.0,16.6,885.7,196.0,False,-590.4637687,-124.0935381,SSW,SW,True,,S,Qra,3.816624879837036
109,1043.2,46.78469,-121.74471,1626.0,16.6,890.6,196.0,True,-591.9871135,-129.6532845,SSW,SW,True,,S,Qra,5.192470073699951
110,1052.8,46.78465,-121.74473,1625.0,16.6,895.5,196.0,True,-593.5103509,-134.1010815,SSW,S,True,,S,Qra,3.4425547122955322
111,1062.4,46.78461,-121.74474,1625.0,16.6,900.4,192.0,True,-594.2721913,-138.5488786,SSW,S,True,,S,Qra,5.044408798217773
112,1072.0,46.78454,-121.74475,1624.0,15.2,908.1,187.0,True,-595.0343644,-146.3325235,S,S,True,,S,Qra,3.877685070037842
113,1081.5,46.78447,-121.74476,1624.0,13.8,915.8,183.0,True,-595.7965394,-154.1161683,S,S,True,,S,Qra,2.7455618381500244
114,1091.1,46.7844,-121.74476,1624.0,12.4,923.5,183.0,False,-595.7973141,-161.8998132,S,S,True,,S,Qra,4.149795055389404
115,1100.7,46.78433,-121.74477,1623.0,12.4,931.1,182.0,True,-596.5594921,-169.683458,S,S,True,,S,Qra,4.046750068664551
116,1110.2,46.78423,-121.74477,1622.0,10.3,942.9,181.0,True,-596.5606003,-180.8029507,S,S,True,,S,Qra,3.83992862701416
117,1119.8,46.78412,-121.74477,1621.0,10.8,954.7,180.0,True,-596.5618193,-193.0343926,S,S,True,,S,Qra,2.8022546768188477
118,1129.4,46.78402,-121.74476,1620.0,12.9,966.5,180.0,True,-595.8015197,-204.1538853,S,S,True,,S,Qra,2.3207757472991943
119,1138.9,46.78391,-121.74476,1619.0,12.9,978.3,180.0,True,-595.8027371,-216.3853272,S,S,True,,S,Qra,3.5052313804626465
120,1148.5,46.78383,-121.74476,1618.0,11.2,986.7,180.0,False,-595.8036225,-225.2809213,S,S,True,,S,Qra,3.2661569118499756
121,1158.1,46.78376,-121.74476,1618.0,9.6,995.1,180.0,True,-595.8043972,-233.0645662,S,S,True,,S,Qra,2.9870142936706543
122,1167.7,46.78368,-121.74476,1618.0,11.3,1003.5,180.0,True,-595.8052826,-241.9601603,S,S,True,,S,Qra,3.611792802810669
123,1177.2,46.78361,-121.74476,1617.0,11.3,1011.9,180.0,True,-595.8060573,-249.7438052,S,S,True,,S,Qra,3.518690347671509
124,1186.8,46.78355,-121.74476,1617.0,12.3,1018.3,180.0,True,-595.8067213,-256.4155008,S,S,True,,S,Qra,3.012052059173584
125,1196.4,46.78349,-121.74476,1616.0,13.3,1024.8,180.0,True,-595.8073854,-263.0871964,S,S,True,,S,Qra,2.499174118041992
126,1205.9,46.78343,-121.74476,1616.0,14.2,1031.3,180.0,True,-595.8080494,-269.758892,S,S,True,,S,Qra,2.864919900894165
127,1215.5,46.78338,-121.74476,1615.0,14.2,1037.8,180.0,True,-595.8086027,-275.3186383,S,S,True,,S,Qra,3.6324617862701416
128,1225.1,46.78332,-121.74476,1615.0,14.2,1044.2,180.0,True,-595.8092668,-281.9903339,S,S,True,,S,Qra,2.799391746520996
129,1234.7,46.78321,-121.74476,1615.0,11.8,1055.6,179.0,True,-595.8104842,-294.2217758,S,S,True,,S,Qra,3.170119524002075
130,1244.2,46.78311,-121.74476,1616.0,9.8,1066.9,179.0,True,-595.8115909,-305.3412684,S,S,True,,S,Qra,3.613337278366089
131,1253.8,46.78301,-121.74476,1616.0,12.2,1078.3,179.0,True,-595.8126976,-316.4607611,S,S,True,,S,Qra,3.294081687927246
132,1263.4,46.78291,-121.74475,1616.0,12.2,1089.6,179.0,True,-595.0523809,-327.5802538,S,S,True,,S,Qra,3.7064692974090576
133,1272.9,46.78285,-121.74475,1615.0,10.0,1096.5,179.0,True,-595.0530441,-334.2519493,S,S,True,,S,Qra,2.965597152709961
134,1282.5,46.78278,-121.74475,1614.0,11.4,1103.4,179.0,True,-595.0538178,-342.0355942,S,S,True,,S,Qra,3.753450870513916
135,1292.1,46.78272,-121.74475,1614.0,13.6,1110.3,179.0,True,-595.054481,-348.7072898,S,S,True,,S,Qra,4.030200481414795
136,1301.7,46.78266,-121.74475,1613.0,13.6,1117.2,180.0,True,-595.0551442,-355.3789854,S,S,True,,S,Qra,3.9273905754089355
137,1311.2,46.78258,-121.74475,1613.0,12.5,1126.3,181.0,True,-595.0560284,-364.2745795,S,S,True,,S,Qra,4.414395809173584
138,1320.8,46.7825,-121.74475,1613.0,11.3,1135.5,181.0,True,-595.0569126,-373.1701736,S,S,True,,S,Qra,2.4153714179992676
139,1330.4,46.78241,-121.74476,1613.0,10.2,1144.6,181.0,False,-595.8193378,-383.177717,S,S,True,,S,Qra,3.5679666996002197
140,1339.9,46.78233,-121.74476,1613.0,10.2,1153.8,185.0,True,-595.8202232,-392.0733111,S,S,True,,S,Qra,3.3240299224853516
141,1349.5,46.7823,-121.74477,1612.0,12.7,1158.0,189.0,False,-596.5819872,-395.4091589,S,S,True,,S,Qra,3.710937738418579
142,1359.1,46.78226,-121.74478,1612.0,15.2,1162.2,193.0,False,-597.343863,-399.856956,SSW,S,True,,S,Qra,2.9498493671417236
143,1368.7,46.78222,-121.7448,1611.0,17.6,1166.4,193.0,False,-598.8671731,-404.304753,SSW,S,True,,S,Qra,2.5485482215881348
144,1378.2,46.78218,-121.74481,1610.0,17.6,1170.6,193.0,False,-599.6290518,-408.7525501,SSW,S,True,,S,Qra,3.631786346435547
145,1387.8,46.78215,-121.74482,1610.0,17.6,1174.8,193.0,False,-600.3908201,-412.0883979,SSW,S,True,,S,Qra,3.0760364532470703
146,1397.4,46.78211,-121.74483,1609.0,17.6,1179.0,193.0,False,-601.1527008,-416.5361949,SSW,SSW,True,,S,Qra,3.0328385829925537
147,1406.9,46.78207,-121.74484,1609.0,17.6,1183.2,193.0,True,-601.9145827,-420.983992,SSW,SSW,True,,S,Qra,3.7260336875915527
148,1416.5,46.78204,-121.74486,1608.0,17.6,1187.4,198.0,True,-603.4377895,-424.3198398,SSW,SSW,True,,S,Qra,3.7249019145965576
149,1426.1,46.78198,-121.7449,1608.0,15.9,1195.0,203.0,True,-606.4842082,-430.9915353,SSW,SSW,True,,S,Qra,4.512884140014648
150,1435.6,46.78192,-121.74495,1607.0,14.2,1202.6,207.0,False,-610.292071,-437.6632309,SSW,SW,True,,S,Qra,4.294810771942139
151,1445.2,46.78186,-121.745,1607.0,12.5,1210.2,211.0,True,-614.0999424,-444.3349265,SSW,SW,True,,S,Qra,4.29585599899292
152,1454.8,46.7818,-121.74506,1607.0,12.4,1218.0,214.0,True,-618.6692613,-451.0066221,SW,SW,True,,S,Qra,4.616519451141357
153,1464.4,46.78174,-121.74512,1606.0,12.3,1225.9,218.0,True,-623.2385903,-457.6783177,SW,SW,True,,S,Qra,4.501850605010986
154,1473.9,46.78169,-121.74518,1606.0,12.2,1233.7,223.0,True,-627.807813,-463.238064,SW,SW,True,,S,Qra,4.747590065002441
155,1483.5,46.78165,-121.74525,1606.0,12.9,1240.2,228.0,True,-633.1383679,-467.685861,SW,SW,True,,S,Qra,4.648453235626221
156,1493.1,46.78162,-121.74532,1605.0,13.5,1246.6,232.0,True,-638.4688121,-471.0217088,SW,WSW,True,,S,Qra,5.673482894897461
157,1502.6,46.78158,-121.74539,1604.0,14.2,1253.1,232.0,True,-643.7993818,-475.4695059,SW,WSW,True,,S,Qra,3.8755533695220947
158,1512.2,46.78155,-121.74545,1604.0,14.2,1259.6,238.0,True,-648.3683963,-478.8053537,WSW,WSW,True,,WNW,Qra,4.4578633308410645
159,1521.8,46.78152,-121.74555,1604.0,13.6,1267.2,244.0,True,-655.983188,-482.1412015,WSW,WSW,True,,WNW,Qra,5.283792018890381
160,1531.4,46.7815,-121.74564,1604.0,13.0,1274.9,250.0,True,-662.8364216,-484.3651,WSW,WSW,True,,WNW,Qra,5.069607257843018
161,1540.9,46.78148,-121.74574,1604.0,12.4,1282.6,250.0,True,-670.451104,-486.5889985,WSW,WSW,True,,WNW,Qra,5.428606033325195
162,1550.5,46.78145,-121.74583,1604.0,12.4,1290.3,250.0,True,-677.3044738,-489.9248463,WSW,W,True,,WNW,Qra,4.034429550170898
163,1560.1,46.78143,-121.74593,1604.0,12.4,1298.0,258.0,True,-684.9191686,-492.1487448,WSW,W,True,,WNW,Qra,4.561559200286865
164,1569.6,46.78143,-121.74604,1603.0,11.9,1306.7,265.0,True,-693.2950561,-492.1487448,W,W,True,,WNW,Qra,4.551928997039795
165,1579.2,46.78144,-121.74616,1603.0,11.4,1315.4,272.0,True,-702.4322574,-491.0367956,W,W,True,,WNW,Qra,4.787594318389893
166,1588.8,46.78144,-121.74627,1602.0,10.9,1324.1,278.0,True,-710.8081434,-491.0367956,W,W,True,,WNW,Qra,4.647876262664795
167,1598.4,46.78147,-121.74639,1601.0,10.4,1333.8,283.0,True,-719.9450723,-487.7009478,WNW,NW,True,,WNW,Qra,3.751774549484253
168,1607.9,46.78149,-121.74651,1600.0,9.9,1343.5,289.0,True,-729.0821265,-485.4770493,WNW,NW,True,,WNW,Qra,4.87270975112915
169,1617.5,46.78152,-121.74663,1600.0,9.8,1353.2,289.0,True,-738.2190367,-482.1412015,WNW,NW,True,,WNW,Qra,4.408547878265381
170,1627.1,46.78155,-121.74675,1599.0,9.8,1362.8,291.0,True,-747.3559368,-478.8053537,WNW,NW,True,,WNW,Qra,4.026050567626953
171,1636.6,46.78159,-121.74686,1598.0,9.7,1371.9,294.0,True,-755.7312441,-474.3575566,WNW,NW,True,,WNW,Qra,4.802967548370361
172,1646.2,46.78162,-121.74696,1598.0,10.1,1380.9,297.0,True,-763.3452393,-471.0217088,WNW,NW,True,,WNW,Qra,3.732558250427246
173,1655.8,46.78166,-121.74707,1597.0,10.4,1389.9,299.0,True,-771.7205238,-466.5739118,WNW,NW,True,,WNW,Qra,4.62334680557251
174,1665.4,46.7817,-121.74716,1597.0,10.7,1398.4,300.0,True,-778.5729149,-462.1261147,WNW,NW,True,,WNW,Qra,3.847656726837158
175,1674.9,46.78174,-121.74726,1596.0,11.0,1406.8,302.0,True,-786.1867358,-457.6783177,WNW,NW,True,,WNW,Qra,3.4519286155700684
176,1684.5,46.78178,-121.74735,1596.0,11.2,1415.3,302.0,True,-793.0391059,-453.2305206,WNW,NW,True,,WNW,Qra,2.9503486156463623
177,1694.1,46.78182,-121.74745,1595.0,11.2,1423.7,302.0,True,-800.6529047,-448.7827236,WNW,NW,True,,WNW,Qra,4.133606910705566
178,1703.6,46.78186,-121.74754,1595.0,11.2,1432.2,303.0,True,-807.5052539,-444.3349265,WNW,NW,True,,WNW,Qra,4.386966228485107
179,1713.2,46.78191,-121.74765,1595.0,10.3,1442.6,303.0,True,-815.8803168,-438.7751802,WNW,NW,True,,WNW,Qra,4.400538444519043
180,1722.8,46.78196,-121.74777,1594.0,9.8,1452.9,304.0,True,-825.0168009,-433.2154339,NW,NW,True,,WNW,Qra,3.1670854091644287
181,1732.4,46.78202,-121.74788,1594.0,10.8,1463.3,304.0,True,-833.3916771,-426.5437383,NW,NW,True,,WNW,Qra,2.607023239135742
182,1741.9,46.78207,-121.74799,1594.0,10.8,1473.7,304.0,True,-841.766691,-420.983992,NW,NW,True,,WNW,Qra,2.6045145988464355
183,1751.5,46.78212,-121.7481,1594.0,10.5,1483.5,304.0,True,-850.1416893,-415.4242457,NW,NW,True,,WNW,Qra,3.894078016281128
184,1761.1,46.78217,-121.74821,1593.0,10.2,1493.4,305.0,True,-858.5166721,-409.8644993,NW,NW,True,,WNW,Qra,1.7086411714553833
185,1770.6,46.78222,-121.74831,1592.0,10.0,1503.2,305.0,True,-866.1302061,-404.304753,NW,NW,True,,WNW,Qra,2.980712413787842
186,1780.2,46.78227,-121.74842,1592.0,10.0,1513.1,307.0,True,-874.5051585,-398.7450067,NW,NW,True,,WNW,Qra,2.4986753463745117
187,1789.8,46.78232,-121.7485,1592.0,10.0,1521.3,309.0,True,-880.5958001,-393.1852604,NW,NW,True,,WNW,Qra,3.300583839416504
188,1799.3,46.78237,-121.74858,1591.0,10.8,1529.5,310.0,True,-886.6864304,-387.625514,NW,NW,True,,WNW,Qra,4.567781448364258
189,1808.9,46.78242,-121.74867,1591.0,11.6,1537.8,314.0,True,-893.5384797,-382.0657677,NW,NW,True,,WNW,Qra,2.3696422576904297
190,1818.5,46.7825,-121.74876,1590.0,9.9,1549.4,318.0,True,-900.3900145,-373.1701736,NW,NW,True,,WNW,Qra,4.0524001121521
191,1828.1,46.78258,-121.74885,1589.0,11.0,1561.0,322.0,True,-907.241529,-364.2745795,NW,NNW,True,,WNW,Qra,4.988824844360352
192,1837.6,46.78266,-121.74895,1588.0,12.6,1572.6,326.0,True,-914.85445,-355.3789854,NW,NNW,True,,WNW,Qra,3.4419355392456055
193,1847.2,46.78275,-121.74901,1588.0,12.4,1583.7,330.0,True,-919.4214745,-345.371442,NNW,NNW,True,,WNW,Qra,4.53776216506958
194,1856.8,46.78284,-121.74908,1587.0,12.1,1594.9,335.0,True,-924.749908,-335.3638986,NNW,NNW,True,,WNW,Qra,3.2704224586486816
195,1866.3,46.78293,-121.74914,1586.0,11.9,1606.0,336.0,True,-929.3169007,-325.3563552,NNW,NNW,True,,WNW,Qra,3.460855007171631
196,1875.9,46.78303,-121.74919,1586.0,11.9,1617.2,336.0,True,-933.1222829,-314.2368626,NNW,NNW,True,,WNW,Qra,2.4668405055999756
197,1885.5,46.78306,-121.74922,1586.0,10.4,1621.8,336.0,False,-935.4060267,-310.9010148,NNW,NNW,True,,WNW,Qra,3.106696844100952
198,1895.1,46.7831,-121.74925,1585.0,13.7,1626.4,335.0,False,-937.6895937,-306.4532177,NNW,NNW,True,,WNW,Qra,2.7407493591308594
199,1904.6,46.78314,-121.74927,1585.0,17.0,1631.0,335.0,False,-939.2117373,-302.0054207,NNW,NNW,True,,WNW,Qra,2.4111247062683105
200,1914.2,46.78317,-121.7493,1584.0,17.0,1635.6,333.0,False,-941.495473,-298.6695729,NNW,NNW,True,,WNW,Qra,3.8916666507720947
201,1923.8,46.78322,-121.74933,1584.0,16.6,1641.0,327.0,False,-943.7788556,-293.1098265,NNW,NNW,True,,WNW,Qra,2.5544586181640625
202,1933.3,46.78326,-121.74939,1583.0,15.4,1648.0,322.0,False,-948.3466649,-288.6620295,NW,NNW,True,,WNW,Qra,4.269161224365234
203,1942.9,46.78331,-121.74946,1583.0,14.2,1655.0,319.0,False,-953.6757082,-283.1022831,NW,NW,True,,WNW,Qra,4.690614223480225
204,1952.5,46.78336,-121.74952,1583.0,13.4,1662.1,319.0,False,-958.2433245,-277.5425368,NW,NW,True,,WNW,Qra,4.0789794921875
205,1962.1,46.78341,-121.74958,1582.0,13.4,1669.1,315.0,False,-962.8109324,-271.9827905,NW,NW,True,,WNW,Qra,3.653841972351074
206,1971.6,46.78343,-121.74963,1582.0,14.2,1674.5,308.0,False,-966.6176548,-269.758892,NW,NW,True,,WNW,Qra,4.410409450531006
207,1981.2,46.78345,-121.74969,1582.0,15.4,1679.2,300.0,False,-971.1857901,-267.5349934,WNW,NW,True,,WNW,Qra,5.525012969970703
208,1990.8,46.78347,-121.74974,1581.0,16.5,1683.8,297.0,False,-974.9925066,-265.3110949,WNW,NW,True,,WNW,Qra,5.687061309814453
209,2000.3,46.78349,-121.7498,1581.0,16.9,1688.5,297.0,True,-979.5606354,-263.0871964,WNW,NW,True,,WNW,Qra,6.517685890197754
210,2009.9,46.78351,-121.74985,1581.0,16.9,1693.2,290.0,True,-983.3673459,-260.8632978,WNW,W,False,,WNW,Qra,5.084885597229004
211,2019.5,46.78354,-121.75031,1579.0,17.5,1728.4,273.0,True,-1018.391863,-257.52745,W,W,False,,WNW,Qra,5.104120254516602
212,2029.1,46.78351,-121.75039,1579.0,18.6,1735.2,256.0,False,-1024.48375,-260.8632978,WSW,W,False,,WNW,Qra,4.188251495361328
213,2038.6,46.78349,-121.75048,1578.0,19.6,1742.0,247.0,False,-1031.336867,-263.0871964,WSW,SW,False,,WNW,Qra,4.870660781860352
214,2048.2,46.78347,-121.75056,1578.0,13.7,1748.8,244.0,False,-1037.428574,-265.3110949,WSW,SW,False,,WNW,Qra,6.521430492401123
215,2057.8,46.78343,-121.75063,1578.0,13.7,1755.6,237.0,False,-1042.759257,-269.758892,WSW,SW,False,,SE,Qra,4.3855133056640625
216,2067.3,46.78339,-121.7507,1578.0,13.7,1762.5,229.0,False,-1048.089948,-274.206689,SW,SW,False,,SE,Qra,6.1389946937561035
217,2076.9,46.78334,-121.75076,1577.0,13.6,1769.4,224.0,False,-1052.659425,-279.7664353,SW,SW,False,,SE,Qra,3.4667108058929443
218,2086.5,46.7833,-121.75082,1577.0,13.6,1776.3,219.0,False,-1057.228714,-284.2142324,SW,SW,False,,SE,Qra,4.962082386016846
219,2096.0,46.78325,-121.75087,1577.0,13.5,1783.4,212.0,False,-1061.036789,-289.7739787,SSW,SW,False,,SE,Qra,3.5759592056274414
220,2105.6,46.78319,-121.7509,1577.0,13.3,1790.6,204.0,False,-1063.32223,-296.4456743,SSW,S,True,,SE,Qra,4.3629326820373535
221,2115.2,46.78313,-121.75094,1576.0,13.2,1797.7,202.0,False,-1066.369096,-303.1173699,SSW,S,True,,SE,Qra,3.843528985977173
222,2124.8,46.78307,-121.75097,1576.0,13.2,1804.9,194.0,True,-1068.654547,-309.7890655,SSW,S,True,,SE,Qra,5.096966743469238
223,2134.3,46.78283,-121.75096,1574.0,15.3,1830.8,178.0,True,-1067.897887,-336.4758479,S,S,True,,SE,Qra,8.543421745300293
224,2143.9,46.78281,-121.75095,1574.0,13.2,1833.7,162.0,False,-1067.136859,-338.6997464,SSE,S,True,,SE,Qra,7.3492045402526855
225,2153.5,46.78279,-121.75093,1574.0,11.1,1836.6,154.0,False,-1065.614405,-340.9236449,SSE,S,True,,SE,Qra,9.87008285522461
226,2163.0,46.78276,-121.75091,1574.0,19.6,1839.5,154.0,False,-1064.092148,-344.2594927,SSE,SSE,True,,SE,Qra,15.76219367980957
227,2172.6,46.78274,-121.7509,1574.0,19.6,1842.4,154.0,False,-1063.331117,-346.4833913,SSE,SSE,True,,SE,Qra,14.817732810974121
228,2182.2,46.78272,-121.75088,1573.0,19.6,1845.3,154.0,False,-1061.80866,-348.7072898,SSE,SSE,True,,SE,Qra,10.360432624816895
229,2191.8,46.78269,-121.75086,1573.0,19.6,1848.2,154.0,False,-1060.286399,-352.0431376,SSE,SSE,True,,SE,Qra,8.819229125976562
230,2201.3,46.78267,-121.75085,1573.0,19.6,1851.1,154.0,False,-1059.525366,-354.2670361,SSE,SSE,True,,SE,Qra,10.802510261535645
231,2210.9,46.78265,-121.75083,1573.0,19.6,1854.0,154.0,False,-1058.002906,-356.4909346,SSE,SSE,True,,SE,Qra,10.217082023620605
232,2220.5,46.78262,-121.75081,1573.0,19.6,1856.9,147.0,True,-1056.48064,-359.8267824,SSE,SSE,True,,SE,Qra,8.426015853881836
233,2230.0,46.78255,-121.75069,1572.0,14.6,1869.7,139.0,True,-1047.344872,-367.6104273,SE,SSE,True,,SE,Qra,12.409976959228516
234,2239.6,46.78247,-121.75056,1572.0,9.7,1882.5,126.0,True,-1037.447844,-376.5060214,SE,SSE,True,,SE,Qra,9.008818626403809
