Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,x,y,Direction,Direction_manual,Curve,Notice,Direction_manual_simplified,Lithology,slope_deg
936,8958.5,46.77302,-121.77382,1285.0,12.3,8149.1,59.0,True,-2809.02589,-1427.298066,ENE,NE,True,,NE,Qra,2.0901708602905273
937,8968.0,46.77305,-121.77373,1285.0,12.3,8156.9,60.0,True,-2802.170261,-1423.962219,ENE,NE,True,,NE,Qra,2.550640344619751
938,8977.6,46.77309,-121.77364,1285.0,12.2,8164.8,61.0,True,-2795.314121,-1419.514422,ENE,NE,True,,NE,Qra,3.3275699615478516
939,8987.2,46.77312,-121.77355,1285.0,12.1,8172.8,61.0,True,-2788.458509,-1416.178574,ENE,NE,True,,NE,Qra,30.122642517089844
940,8996.7,46.77316,-121.77346,1284.0,12.0,8180.7,61.0,True,-2781.602388,-1411.730777,ENE,NE,True,,NE,Qra,40.855289459228516
941,9006.3,46.77319,-121.77336,1284.0,12.0,8188.6,61.0,True,-2773.985231,-1408.394929,ENE,NE,True,,NE,Qra,45.42226028442383
942,9015.9,46.77322,-121.77327,1284.0,12.0,8196.6,62.0,True,-2767.129643,-1405.059082,ENE,NE,True,,NE,Qra,41.94029235839844
943,9025.5,46.77327,-121.77313,1283.0,9.8,8208.9,63.0,True,-2756.46524,-1399.499335,ENE,NE,True,,NE,Qra,34.414306640625
944,9035.0,46.77332,-121.77298,1282.0,11.5,8221.2,63.0,True,-2745.039298,-1393.939589,ENE,NE,True,,NE,Qra,4.914544105529785
945,9044.6,46.77337,-121.77284,1282.0,13.6,8233.5,63.0,True,-2734.374935,-1388.379843,ENE,NE,True,,NE,Qra,7.798892974853516
946,9054.2,46.77342,-121.7727,1281.0,13.6,8245.7,63.0,True,-2723.710592,-1382.820097,ENE,NE,True,,NE,Qra,1.8785042762756348
947,9063.7,46.77347,-121.77255,1280.0,13.6,8258.0,64.0,True,-2712.284712,-1377.260351,ENE,NE,True,,NE,Qra,17.046689987182617
948,9073.3,46.77352,-121.7724,1279.0,13.8,8270.6,65.0,True,-2700.858853,-1371.700604,ENE,NE,True,,NE,Qra,35.62189865112305
949,9082.9,46.77356,-121.77225,1279.0,13.9,8283.1,66.0,True,-2689.433515,-1367.252808,ENE,NE,True,,NE,Qra,12.486344337463379
950,9092.4,46.77361,-121.7721,1278.0,14.0,8295.7,66.0,True,-2678.007697,-1361.693061,ENE,NE,True,,NE,Qra,21.710695266723633
951,9102.0,46.77366,-121.77195,1278.0,14.0,8308.3,66.0,True,-2666.581899,-1356.133315,ENE,NE,True,,NE,Qra,22.368885040283203
952,9111.6,46.7737,-121.7718,1277.0,14.0,8320.8,66.0,True,-2655.156616,-1351.685518,ENE,NE,True,,NE,Qra,17.577566146850586
953,9121.2,46.77373,-121.77171,1277.0,11.2,8327.7,67.0,True,-2648.301159,-1348.34967,ENE,NE,True,,NE,Qra,26.993743896484375
954,9130.7,46.77375,-121.77163,1276.0,10.8,8334.6,67.0,True,-2642.207753,-1346.125772,ENE,NE,True,,NE,Qra,18.0992431640625
955,9140.3,46.77377,-121.77155,1276.0,13.6,8341.5,67.0,True,-2636.114352,-1343.901873,ENE,NE,True,,NE,Qra,11.783462524414062
956,9149.9,46.7738,-121.77146,1276.0,13.6,8348.4,67.0,True,-2629.258915,-1340.566026,ENE,NE,True,,NE,Qra,5.628848552703857
957,9159.4,46.77382,-121.77138,1275.0,13.6,8355.3,67.0,True,-2623.165524,-1338.342127,ENE,NE,True,,NE,Qra,4.530848503112793
958,9169.0,46.77385,-121.7713,1275.0,13.6,8362.2,67.0,True,-2617.071651,-1335.00628,ENE,NE,True,,NE,Qra,16.260759353637695
959,9178.6,46.77388,-121.77117,1275.0,11.9,8372.5,66.0,True,-2607.170031,-1331.670432,ENE,NE,True,,NE,Qra,26.421085357666016
960,9188.2,46.77392,-121.77105,1274.0,10.1,8382.8,66.0,True,-2598.02949,-1327.222635,ENE,NE,True,,NE,Qra,47.70219039916992
961,9197.7,46.77396,-121.77093,1274.0,10.7,8393.2,66.0,True,-2588.888962,-1322.774838,ENE,NE,True,,NE,Qra,52.74176788330078
962,9207.3,46.774,-121.7708,1274.0,10.7,8403.5,66.0,True,-2578.986899,-1318.327041,ENE,NE,True,,NE,Qra,33.9639778137207
963,9216.9,46.77404,-121.77068,1273.0,10.7,8413.8,66.0,True,-2569.846399,-1313.879244,ENE,NE,True,,NE,Qra,22.739290237426758
964,9226.4,46.77407,-121.77056,1273.0,10.7,8424.2,64.0,True,-2560.706388,-1310.543396,ENE,NE,True,,NE,Qra,33.83843231201172
965,9236.0,46.77412,-121.77044,1273.0,10.8,8434.6,62.0,True,-2551.565439,-1304.98365,ENE,NE,True,,NE,Qra,46.3972282409668
966,9245.6,46.77417,-121.77032,1272.0,10.8,8445.0,60.0,True,-2542.424508,-1299.423904,ENE,NE,True,,NE,Qra,38.90913009643555
967,9255.2,46.77421,-121.7702,1272.0,10.8,8455.4,60.0,True,-2533.284064,-1294.976107,ENE,NE,True,,NE,Qra,24.602195739746094
968,9264.7,46.77426,-121.77008,1272.0,10.8,8465.8,58.0,True,-2524.143165,-1289.416361,ENE,NE,True,,NE,Qra,11.327289581298828
969,9274.3,46.77431,-121.76997,1272.0,10.8,8476.1,56.0,True,-2515.763827,-1283.856614,NE,NE,True,,NE,Qra,3.5041019916534424
970,9283.9,46.77437,-121.76986,1271.0,10.7,8486.4,54.0,True,-2507.38404,-1277.184919,NE,NE,True,,NE,Qra,6.465396404266357
971,9293.4,46.77442,-121.76975,1270.0,10.6,8496.6,54.0,True,-2499.004735,-1271.625173,NE,NE,True,,NE,Qra,3.746752977371216
972,9303.0,46.77448,-121.76964,1270.0,10.6,8506.9,53.0,True,-2490.624983,-1264.953477,NE,NE,True,,NE,Qra,5.177141189575195
973,9312.6,46.77452,-121.76957,1270.0,10.1,8514.0,51.0,True,-2485.29234,-1260.50568,NE,NE,True,,NE,Qra,3.219773292541504
974,9322.2,46.77456,-121.7695,1269.0,11.7,8521.1,50.0,True,-2479.959704,-1256.057883,NE,NE,True,,NE,Qra,4.061151504516602
975,9331.7,46.7746,-121.76943,1269.0,13.3,8528.2,50.0,True,-2474.627077,-1251.610086,NE,NE,True,,NE,Qra,4.645907402038574
976,9341.3,46.77464,-121.76936,1269.0,13.3,8535.3,50.0,True,-2469.294457,-1247.162289,NE,NE,True,,NE,Qra,3.283400535583496
977,9350.9,46.77468,-121.76929,1268.0,13.3,8542.4,50.0,False,-2463.961845,-1242.714492,NE,NE,True,,NE,Qra,3.4256160259246826
978,9360.4,46.77472,-121.76922,1268.0,13.3,8549.5,48.0,True,-2458.629242,-1238.266695,NE,NE,True,,NE,Qra,2.679009199142456
979,9370.0,46.77481,-121.76909,1268.0,9.9,8563.4,47.0,True,-2448.725141,-1228.259152,NE,NE,True,,NE,Qra,4.3833909034729
980,9379.6,46.7749,-121.76895,1267.0,12.7,8577.3,46.0,True,-2438.059537,-1218.251609,NE,NE,True,,NE,Qra,5.92440938949585
981,9389.2,46.77498,-121.76882,1267.0,16.1,8591.2,45.0,True,-2428.155954,-1209.356015,NE,NE,True,,NE,Qra,3.726109504699707
982,9398.7,46.77505,-121.76873,1266.0,14.5,8601.9,44.0,True,-2421.298988,-1201.57237,NE,NE,True,,NE,Qra,4.399693489074707
983,9408.3,46.77512,-121.76863,1266.0,12.9,8612.6,43.0,True,-2413.680506,-1193.788725,NE,NE,True,,NE,Qra,8.228005409240723
984,9417.9,46.77519,-121.76853,1266.0,11.3,8623.4,43.0,True,-2406.062044,-1186.005081,NE,NE,True,,NE,Qra,3.734774589538574
985,9427.4,46.77526,-121.76844,1265.0,11.3,8634.1,43.0,True,-2399.205133,-1178.221436,NE,NE,True,,NE,Qra,3.4337198734283447
986,9437.0,46.77532,-121.76836,1265.0,10.2,8642.6,42.0,True,-2393.110215,-1171.549741,NE,NE,True,,NE,Qra,4.532557487487793
987,9446.6,46.77538,-121.76829,1264.0,10.1,8651.1,41.0,True,-2387.77684,-1164.878045,NE,NE,True,,NE,Qra,4.7889018058776855
988,9456.1,46.77544,-121.76822,1264.0,11.2,8659.6,41.0,True,-2382.443477,-1158.20635,NE,NE,True,,NE,Qra,4.795470237731934
989,9465.7,46.7755,-121.76814,1263.0,11.2,8668.1,41.0,True,-2376.348598,-1151.534654,NE,NE,True,,NE,Qra,4.79141092300415
990,9475.3,46.77555,-121.76807,1263.0,11.2,8676.6,41.0,True,-2371.0157,-1145.974908,NE,NE,True,,NE,Qra,2.267718553543091
991,9484.9,46.77562,-121.76798,1263.0,10.1,8687.3,42.0,True,-2364.158881,-1138.191263,NE,NE,True,,NE,Qra,2.3215978145599365
992,9494.4,46.7757,-121.76788,1262.0,10.2,8698.1,42.0,True,-2356.540116,-1129.295669,NE,NE,True,,NE,Qra,2.10245680809021
993,9504.0,46.77577,-121.76779,1262.0,11.3,8708.8,42.0,True,-2349.683334,-1121.512024,NE,NE,True,,NE,Qra,2.8104798793792725
994,9513.6,46.77584,-121.76769,1262.0,11.3,8719.6,42.0,True,-2342.065047,-1113.72838,NE,NE,True,,NE,Qra,3.5464909076690674
995,9523.1,46.77591,-121.7676,1261.0,11.3,8730.3,42.0,True,-2335.208302,-1105.944735,NE,NE,True,,NE,Qra,3.598965644836426
996,9532.7,46.77598,-121.7675,1261.0,11.3,8741.1,43.0,True,-2327.590054,-1098.16109,NE,NE,True,,NE,Qra,4.362196445465088
997,9542.3,46.77607,-121.76738,1260.0,12.6,8754.3,44.0,True,-2318.447923,-1088.153547,NE,NE,True,,NE,Qra,3.65169095993042
998,9551.9,46.77615,-121.76726,1260.0,13.8,8767.5,46.0,True,-2309.306252,-1079.257953,NE,NE,True,,NE,Qra,2.9037818908691406
999,9561.4,46.77623,-121.76713,1259.0,15.0,8780.8,46.0,True,-2299.403091,-1070.362359,NE,NE,True,,NE,Qra,2.44106125831604
1000,9571.0,46.77632,-121.76701,1259.0,15.0,8794.0,46.0,True,-2290.26105,-1060.354816,NE,NE,True,,NE,Qra,2.137810230255127
1001,9580.6,46.7764,-121.76688,1258.0,15.0,8807.2,46.0,True,-2280.357948,-1051.459222,NE,NE,True,,NE,Qra,3.0500636100769043
1002,9590.1,46.77645,-121.76681,1258.0,12.1,8814.5,46.0,True,-2275.025228,-1045.899475,NE,NE,True,,NE,Qra,3.2045278549194336
1003,9599.7,46.77649,-121.76675,1257.0,10.1,8821.7,46.0,True,-2270.454453,-1041.451678,NE,NE,True,,NE,Qra,3.9142696857452393
1004,9609.3,46.77654,-121.76668,1257.0,13.0,8829.0,46.0,True,-2265.121751,-1035.891932,NE,NE,True,,NE,Qra,1.9842097759246826
1005,9618.9,46.77658,-121.76661,1257.0,13.0,8836.2,46.0,False,-2259.789479,-1031.444135,NE,NE,True,,NE,Qra,2.571485757827759
1006,9628.4,46.77663,-121.76654,1256.0,13.0,8843.5,46.0,True,-2254.456796,-1025.884389,NE,NE,True,,NE,Qra,2.4419939517974854
1007,9638.0,46.77667,-121.76647,1256.0,13.0,8850.8,45.0,True,-2249.124541,-1021.436592,NE,NE,True,,NE,Qra,3.123891830444336
1008,9647.6,46.77673,-121.76639,1256.0,12.0,8860.1,45.0,True,-2243.029949,-1014.764896,NE,NE,True,,NE,Qra,3.663933038711548
1009,9657.1,46.77679,-121.7663,1255.0,11.0,8869.3,44.0,True,-2236.173861,-1008.093201,NE,NE,True,,NE,Qra,1.8806816339492798
1010,9666.7,46.77685,-121.76622,1255.0,10.0,8878.6,44.0,True,-2230.079297,-1001.421505,NE,NE,True,,NE,Qra,3.336461067199707
1011,9676.3,46.77691,-121.76613,1255.0,10.0,8887.9,44.0,True,-2223.223239,-994.7498097,NE,NE,True,,NE,Qra,2.710759162902832
1012,9685.9,46.77697,-121.76605,1255.0,10.0,8897.2,44.0,True,-2217.128704,-988.0781142,NE,NE,True,,NE,Qra,2.8889195919036865
1013,9695.4,46.77703,-121.76596,1254.0,10.0,8906.5,44.0,True,-2210.272675,-981.4064187,NE,NE,True,,NE,Qra,2.067627429962158
1014,9705.0,46.77709,-121.76588,1254.0,10.0,8915.8,43.0,True,-2204.178167,-974.7347232,NE,NE,True,,NE,Qra,2.9346818923950195
1015,9714.6,46.77716,-121.76579,1254.0,9.8,8926.4,42.0,True,-2197.32176,-966.9510784,NE,NE,True,,NE,Qra,2.0516748428344727
1016,9724.1,46.77723,-121.76569,1253.0,10.4,8936.9,42.0,True,-2189.703868,-959.1674336,NE,NE,True,,NE,Qra,3.517418384552002
1017,9733.7,46.7773,-121.7656,1252.0,11.1,8947.5,42.0,True,-2182.847497,-951.3837888,NE,NE,True,,NE,Qra,1.5645880699157715
1018,9743.3,46.77738,-121.76551,1252.0,11.1,8958.1,42.0,True,-2175.990741,-942.4881948,NE,NE,True,,NE,Qra,1.1006791591644287
1019,9752.8,46.77745,-121.76542,1252.0,11.1,8968.7,42.0,True,-2169.134407,-934.70455,NE,NE,True,,NE,Qra,1.5856215953826904
1020,9762.4,46.77752,-121.76532,1251.0,11.1,8979.3,43.0,True,-2161.516592,-926.9209052,NE,NE,True,,NE,Qra,3.8086977005004883
1021,9772.0,46.77758,-121.76524,1250.0,10.5,8988.6,44.0,True,-2155.422194,-920.2492097,NE,NE,True,,NE,Qra,3.0935864448547363
1022,9781.6,46.77764,-121.76515,1250.0,9.8,8997.9,45.0,True,-2148.566312,-913.5775142,NE,NE,True,,NE,Qra,3.36663818359375
1023,9791.1,46.77769,-121.76506,1249.0,10.0,9007.2,45.0,True,-2141.710843,-908.0177679,NE,NE,True,,NE,Qra,2.0086429119110107
1024,9800.7,46.77775,-121.76497,1249.0,10.0,9016.5,45.0,True,-2134.85499,-901.3460724,NE,NE,True,,NE,Qra,1.8868889808654785
1025,9810.3,46.77781,-121.76489,1248.0,10.0,9025.8,45.0,True,-2128.760647,-894.6743768,NE,NE,True,,NE,Qra,2.053971767425537
1026,9819.8,46.77787,-121.7648,1248.0,10.0,9035.2,45.0,True,-2121.904824,-888.0026813,NE,NE,True,,NE,Qra,2.9242491722106934
1027,9829.4,46.77793,-121.76471,1247.0,10.0,9044.5,47.0,True,-2115.049016,-881.3309858,NE,NE,True,,NE,Qra,3.3202357292175293
1028,9839.0,46.77799,-121.76461,1246.0,10.0,9055.3,48.0,True,-2107.43173,-874.6592902,NE,NE,True,,NE,Qra,2.6703367233276367
1029,9848.6,46.77806,-121.7645,1246.0,10.7,9066.2,49.0,True,-2099.05258,-866.8756454,NE,NE,True,,NE,Qra,2.789418935775757
1030,9858.1,46.77812,-121.76439,1246.0,11.5,9077.0,49.0,True,-2090.673839,-860.2039499,NE,NE,True,,NE,Qra,2.6875243186950684
1031,9867.7,46.77818,-121.76428,1245.0,11.5,9087.9,49.0,True,-2082.295118,-853.5322544,NE,NE,True,,NE,Qra,3.6737117767333984
1032,9877.3,46.77825,-121.76417,1244.0,11.5,9098.7,49.0,True,-2073.916029,-845.7486096,NE,NE,True,,NE,Qra,3.5509395599365234
1033,9886.8,46.77831,-121.76407,1244.0,11.5,9109.6,47.0,True,-2066.298835,-839.076914,NE,NE,True,,NE,Qra,3.337613821029663
1034,9896.4,46.7784,-121.76395,1244.0,12.5,9122.4,45.0,True,-2057.157536,-829.0693707,NE,NE,True,,NE,Qra,3.3704257011413574
1035,9906.0,46.77848,-121.76384,1244.0,13.5,9135.2,43.0,True,-2048.778134,-820.1737767,NE,NE,True,,NE,Qra,2.6936159133911133
1036,9915.6,46.77857,-121.76372,1243.0,14.5,9148.0,43.0,True,-2039.636893,-810.1662333,NE,NE,True,,NE,Tg,3.087172508239746
1037,9925.1,46.77865,-121.76361,1243.0,14.5,9160.9,43.0,True,-2031.257543,-801.2706393,NE,NE,True,,NE,Tg,3.928633213043213
1038,9934.7,46.77874,-121.7635,1243.0,14.5,9173.7,41.0,True,-2022.877843,-791.263096,NE,NE,True,,NE,Tg,4.143779754638672
1039,9944.3,46.7788,-121.76343,1243.0,12.2,9182.1,39.0,True,-2017.545219,-784.5914004,NE,NE,True,,NE,Tg,3.1285881996154785
1040,9953.8,46.77886,-121.76336,1242.0,10.0,9190.4,37.0,True,-2012.212606,-777.9197049,NE,NE,True,,NE,Tg,3.795192241668701
1041,9963.4,46.77892,-121.7633,1242.0,11.4,9198.8,37.0,True,-2007.641486,-771.2480093,NE,NE,True,,NE,Tg,3.127159595489502
1042,9973.0,46.77898,-121.76323,1241.0,11.4,9207.2,37.0,True,-2002.308896,-764.5763138,NE,NE,True,,NE,Tg,2.714123487472534
1043,9982.6,46.77904,-121.76317,1241.0,11.4,9215.6,36.0,True,-1997.737797,-757.9046182,NE,NE,True,,NE,Tg,2.568228006362915
1044,9992.1,46.77913,-121.76307,1240.0,9.8,9228.0,36.0,True,-1990.11969,-747.8970749,NE,NE,True,,NE,Tg,2.518110752105713
1045,10001.7,46.77922,-121.76298,1239.0,11.8,9240.4,36.0,True,-1983.263084,-737.8895316,NE,NE,True,,NE,Tg,3.18723726272583
1046,10011.3,46.77931,-121.76288,1239.0,13.9,9252.9,36.0,True,-1975.645026,-727.8819882,NE,NE,True,,NE,Tg,3.18086314201355
1047,10020.8,46.7794,-121.76279,1238.0,13.9,9265.3,36.0,True,-1968.788467,-717.8744449,NE,NE,True,,NE,Tg,3.857647180557251
1048,10030.4,46.77949,-121.76269,1237.0,13.9,9277.8,36.0,True,-1961.17046,-707.8669016,NE,NE,True,,NE,Tg,2.740957021713257
1049,10040.0,46.77956,-121.76262,1236.0,12.5,9287.5,35.0,False,-1955.837615,-700.0832567,NE,NE,True,,NE,Tg,2.5840060710906982
1050,10049.5,46.77964,-121.76254,1236.0,11.2,9297.3,35.0,True,-1949.742953,-691.1876627,NE,NE,True,,NE,Tg,3.333793878555298
1051,10059.1,46.77971,-121.76247,1236.0,9.9,9307.0,35.0,True,-1944.410138,-683.4040178,NE,NE,True,,NE,Tg,3.5309228897094727
1052,10068.7,46.77978,-121.7624,1235.0,9.9,9316.8,35.0,True,-1939.077337,-675.620373,NE,NE,True,,NE,Tg,1.4904146194458008
1053,10078.3,46.77987,-121.76231,1234.0,10.9,9328.6,35.0,True,-1932.220899,-665.6128297,NE,NE,True,,NE,Tg,3.1871049404144287
1054,10087.8,46.77995,-121.76222,1234.0,11.9,9340.5,36.0,True,-1925.364841,-656.7172356,NE,NE,True,,NE,Tg,3.870727300643921
1055,10097.4,46.78004,-121.76212,1233.0,13.0,9352.3,35.0,True,-1917.746984,-646.7096923,NE,NE,True,,NE,Tg,2.8471734523773193
1056,10107.0,46.78009,-121.76207,1233.0,10.4,9359.0,35.0,True,-1913.937887,-641.149946,NE,NE,True,,NE,Tg,3.456082344055176
1057,10116.5,46.78014,-121.76202,1232.0,11.3,9365.6,35.0,True,-1910.128797,-635.5901996,NE,NE,True,,NE,Tg,3.4789185523986816
1058,10126.1,46.78019,-121.76197,1232.0,13.9,9372.3,35.0,True,-1906.319714,-630.0304533,NE,NE,True,,NE,Tg,3.1402199268341064
1059,10135.7,46.78024,-121.76192,1231.0,13.9,9379.0,35.0,True,-1902.510638,-624.470707,NE,NE,True,,NE,Tg,4.21175479888916
1060,10145.3,46.78028,-121.76187,1231.0,13.9,9385.6,35.0,True,-1898.701922,-620.02291,NE,NE,True,,NE,Tg,4.157294750213623
1061,10154.8,46.78039,-121.76176,1230.0,9.9,9400.3,35.0,True,-1890.321995,-607.7914681,NE,NE,True,,NE,Tg,4.375771999359131
1062,10164.4,46.7805,-121.76165,1229.0,13.2,9415.0,30.0,True,-1881.942101,-595.5600262,NNE,NE,True,,NE,Tg,3.86944317817688
1063,10174.0,46.78057,-121.76162,1229.0,13.7,9422.6,25.0,True,-1879.655285,-587.7763814,NNE,NE,True,,NE,Tg,5.916496276855469
1064,10183.5,46.78063,-121.76158,1229.0,10.2,9430.3,20.0,True,-1876.607368,-581.1046858,NNE,NE,True,,NE,Tg,4.664078712463379
1065,10193.1,46.7807,-121.76155,1228.0,12.4,9438.0,20.0,False,-1874.320565,-573.321041,NNE,NE,True,,NE,Tg,31.963882446289062
1066,10202.7,46.78076,-121.76152,1228.0,12.4,9445.7,20.0,True,-1872.034115,-566.6493454,NNE,NE,True,,NE,Tg,41.38666915893555
1067,10212.3,46.78083,-121.76148,1228.0,12.4,9453.3,14.0,True,-1868.98587,-558.8657006,NNE,NE,True,,NE,Tg,36.271663665771484
1068,10221.8,46.78087,-121.76148,1228.0,13.8,9458.2,7.0,False,-1868.984481,-554.4179036,N,N,True,,NE,Tg,33.58163833618164
1069,10231.4,46.78091,-121.76148,1227.0,15.3,9463.0,1.0,False,-1868.983093,-549.9701065,N,N,True,,NE,Tg,39.675453186035156
1070,10241.0,46.78096,-121.76148,1227.0,16.7,9467.8,1.0,True,-1868.981357,-544.4103602,N,N,True,,NE,Tg,38.1807746887207
1071,10250.5,46.781,-121.76148,1226.0,16.7,9472.6,1.0,True,-1868.979968,-539.9625631,N,N,True,,NE,Tg,30.29752540588379
1072,10260.1,46.78104,-121.76148,1226.0,16.7,9477.5,115.0,True,-1868.97858,-535.5147661,ESE,N,True,,NE,Tg,21.661508560180664
1073,10269.7,46.78111,-121.76151,1226.0,15.2,9485.2,230.0,False,-1871.260496,-527.7311213,SW,N,True,BRIDGE,NW,Tg,21.95693016052246
1074,10279.3,46.78118,-121.76153,1225.0,13.7,9493.0,344.0,False,-1872.780959,-519.9474764,NNW,NW,True,BRIDGE,NW,Tg,18.38640594482422
1075,10288.8,46.78124,-121.76156,1225.0,12.3,9500.8,339.0,True,-1875.063213,-513.2757808,NNW,NW,True,BRIDGE,NW,Tg,13.998811721801758
1076,10298.4,46.7813,-121.76161,1225.0,12.7,9507.6,333.0,False,-1878.868354,-506.6040853,NNW,NW,True,BRIDGE,NW,Tg,12.888809204101562
1077,10308.0,46.78135,-121.76166,1224.0,13.2,9514.5,327.0,True,-1882.673836,-501.0443389,NNW,NW,True,BRIDGE,NW,Tg,11.306140899658203
1078,10317.5,46.7814,-121.76171,1224.0,13.7,9521.3,327.0,True,-1886.479311,-495.4845926,NNW,NW,True,BRIDGE,NW,Tg,13.726719856262207
1079,10327.1,46.78145,-121.76176,1223.0,13.7,9528.1,327.0,True,-1890.284778,-489.9248463,NNW,NW,True,BRIDGE,NW,Tg,19.894718170166016
1080,10336.7,46.7815,-121.7618,1223.0,13.7,9535.0,325.0,True,-1893.328796,-484.3651,NW,NW,True,BRIDGE,NW,Tg,12.991493225097656
1081,10346.3,46.78158,-121.76189,1222.0,11.6,9545.9,324.0,True,-1900.178962,-475.4695059,NW,NW,True,BRIDGE,NW,Tg,13.758875846862793
1082,10355.8,46.78166,-121.76198,1221.0,9.6,9556.8,322.0,True,-1907.029107,-466.5739118,NW,NW,True,BRIDGE,NW,Tg,11.446499824523926
1083,10365.4,46.78169,-121.76203,1221.0,10.3,9562.2,322.0,False,-1910.835248,-463.238064,NW,NW,True,BRIDGE,NW,Tg,18.807920455932617
1084,10375.0,46.78173,-121.76207,1220.0,13.1,9567.6,322.0,False,-1913.879588,-458.7902669,NW,NW,True,BRIDGE,NW,Tg,15.23729419708252
1085,10384.5,46.78177,-121.76211,1220.0,15.8,9573.0,322.0,False,-1916.923924,-454.3424699,NW,NW,True,BRIDGE,NW,Tg,2.0572211742401123
1086,10394.1,46.78181,-121.76216,1220.0,15.8,9578.5,322.0,False,-1920.729694,-449.8946728,NW,NW,True,BRIDGE,NW,Tg,13.523582458496094
1087,10403.7,46.78186,-121.76222,1220.0,14.8,9585.9,322.0,False,-1925.296539,-444.3349265,NW,NW,True,BRIDGE,NW,Tg,11.480985641479492
1088,10413.2,46.78192,-121.76228,1220.0,13.7,9593.4,322.0,False,-1929.863018,-437.6632309,NW,NW,True,BRIDGE,NW,Tg,6.551100730895996
1089,10422.8,46.78197,-121.76234,1220.0,12.7,9600.9,322.0,False,-1934.429845,-432.1034846,NW,NW,True,BRIDGE,NW,Tg,2.7286643981933594
1090,10432.4,46.78202,-121.7624,1220.0,12.7,9608.3,322.0,False,-1938.996664,-426.5437383,NW,NW,True,BRIDGE,NW,Tg,8.873247146606445
1091,10442.0,46.78208,-121.76246,1220.0,12.6,9616.1,322.0,False,-1943.563113,-419.8720427,NW,NW,True,BRIDGE,NW,Tg,12.814342498779297
1092,10451.5,46.78213,-121.76252,1219.0,12.4,9623.9,322.0,False,-1948.129914,-414.3122964,NW,NW,True,BRIDGE,NW,Tg,9.55591869354248
1093,10461.1,46.78219,-121.76259,1218.0,12.2,9631.7,322.0,False,-1953.457778,-407.6406008,NW,NW,True,BRIDGE,NW,Tg,38.98383712768555
1094,10470.7,46.78224,-121.76265,1218.0,12.2,9639.5,321.0,False,-1958.02456,-402.0808545,NW,NW,True,BRIDGE,NW,Tg,45.503562927246094
1095,10480.2,46.78231,-121.76274,1217.0,10.9,9650.1,319.0,False,-1964.874901,-394.2972096,NW,NW,True,BRIDGE,NW,Tg,29.49460220336914
1096,10489.8,46.78238,-121.76284,1216.0,9.7,9660.6,317.0,False,-1972.486654,-386.5135648,NW,NW,True,BRIDGE,NW,Tg,14.194405555725098
1097,10499.4,46.78245,-121.76293,1216.0,11.0,9671.2,317.0,False,-1979.336958,-378.7299199,NW,NW,True,,SW,Tg,12.075888633728027
1098,10509.0,46.78252,-121.76303,1215.0,11.0,9681.7,311.0,False,-1986.948673,-370.9462751,NW,NW,True,,SW,Tg,4.508262634277344
1099,10518.5,46.78255,-121.76312,1215.0,9.8,9689.8,305.0,False,-1993.800421,-367.6104273,NW,NW,True,,SW,Tg,5.916596412658691
1100,10528.1,46.78259,-121.76322,1214.0,10.6,9697.8,299.0,False,-2001.413218,-363.1626302,WNW,W,False,,SW,Tg,5.371744155883789
1101,10537.7,46.78262,-121.76331,1214.0,11.8,9705.9,299.0,False,-2008.26495,-359.8267824,WNW,W,False,,SW,Tg,4.39054012298584
1102,10547.2,46.78266,-121.7634,1214.0,11.8,9714.0,291.0,False,-2015.116299,-355.3789854,WNW,W,False,,SW,Tg,3.8420767784118652
1103,10556.8,46.78267,-121.76352,1214.0,11.5,9722.7,283.0,False,-2024.253045,-354.2670361,WNW,W,False,,SW,Tg,3.737738847732544
1104,10566.4,46.78267,-121.76363,1213.0,11.2,9731.4,275.0,False,-2032.628739,-354.2670361,W,W,False,,SW,Tg,5.477923393249512
1105,10576.0,46.78268,-121.76374,1212.0,10.8,9740.2,275.0,False,-2041.004054,-353.1550868,W,W,False,,SW,Tg,6.759546279907227
1106,10585.5,46.78269,-121.76386,1212.0,10.8,9748.9,268.0,False,-2050.140792,-352.0431376,W,W,False,,SW,Tg,5.348610877990723
1107,10595.1,46.78266,-121.76398,1212.0,10.4,9758.4,262.0,False,-2059.279056,-355.3789854,W,WSW,True,,SW,Tg,3.974440813064575
1108,10604.7,46.78264,-121.7641,1212.0,10.0,9767.9,255.0,False,-2068.416947,-357.6028839,WSW,WSW,True,,SW,Tg,4.469552993774414
1109,10614.2,46.78262,-121.76422,1211.0,9.6,9777.5,255.0,False,-2077.554844,-359.8267824,WSW,WSW,True,,SW,Tg,3.832797050476074
1110,10623.8,46.7826,-121.76434,1211.0,9.6,9787.0,252.0,False,-2086.692748,-362.050681,WSW,WSW,True,,SW,Tg,3.7056705951690674
1111,10633.4,46.78256,-121.76446,1210.0,9.8,9797.0,249.0,False,-2095.831438,-366.498478,WSW,WSW,True,,SW,Tg,4.936709403991699
1112,10643.0,46.78253,-121.76458,1210.0,10.0,9807.0,246.0,False,-2104.96975,-369.8343258,WSW,WSW,True,,SW,Tg,3.9896161556243896
1113,10652.5,46.78249,-121.7647,1209.0,10.2,9817.1,246.0,False,-2114.108465,-374.2821229,WSW,WSW,True,,SW,Tg,4.235815048217773
