Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],x [m],y [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,Direction []
280,2679.9,46.78046,-121.74756,1551,-808.99848,-600.52673,12.2,2229.3,186,False,S
281,2689.5,46.78038,-121.74757,1550,-809.81178,-608.56983,11.8,2237.4,191,True,S
282,2699.0,46.78032,-121.74760,1549,-812.46261,-615.48616,12.1,2244.8,196,False,SSW
283,2708.6,46.78026,-121.74764,1549,-815.11344,-622.40248,12.5,2252.2,201,False,SSW
284,2718.2,46.78020,-121.74767,1548,-817.76427,-629.31881,12.8,2259.7,201,False,SSW
285,2727.7,46.78013,-121.74771,1548,-820.41510,-636.23513,12.8,2267.1,201,True,SSW
286,2737.3,46.78007,-121.74774,1547,-823.06593,-643.15145,12.8,2274.5,206,True,SSW
287,2746.9,46.78003,-121.74779,1547,-826.24839,-647.65485,13.8,2280.0,210,False,SSW
288,2756.4,46.77999,-121.74783,1547,-829.43085,-652.15824,14.7,2285.5,215,False,SW
289,2766.0,46.77995,-121.74787,1547,-832.61331,-656.66164,15.7,2291.0,215,False,SW
290,2775.6,46.77991,-121.74791,1547,-835.79577,-661.16503,15.7,2296.5,216,False,SW
291,2785.2,46.77986,-121.74796,1547,-839.85945,-666.28794,15.1,2303.1,219,False,SW
292,2794.7,46.77981,-121.74804,1546,-845.68559,-672.64988,13.6,2311.7,221,False,SW
293,2804.3,46.77975,-121.74812,1546,-851.51172,-679.01182,12.0,2320.3,222,False,SW
294,2813.9,46.77969,-121.74819,1546,-857.33786,-685.37376,11.0,2329.0,222,False,SW
295,2823.4,46.77964,-121.74827,1545,-863.16399,-691.73569,11.0,2337.6,223,False,SW
296,2833.0,46.77959,-121.74833,1545,-867.67367,-696.46148,12.0,2344.1,224,False,SW
297,2842.6,46.77956,-121.74838,1545,-871.52510,-700.36919,13.6,2349.6,224,False,SW
298,2852.2,46.77952,-121.74843,1544,-875.37654,-704.27689,15.2,2355.1,225,False,SW
299,2861.7,46.77949,-121.74848,1544,-879.22798,-708.18460,15.7,2360.6,225,False,SW
300,2871.3,46.77945,-121.74853,1544,-883.07942,-712.09231,15.7,2366.1,223,True,SW
301,2880.9,46.77942,-121.74857,1544,-885.66890,-715.22430,16.4,2370.1,221,False,SW
302,2890.4,46.77940,-121.74860,1544,-888.25837,-718.35629,17.1,2374.2,220,False,SW
303,2900.0,46.77937,-121.74863,1544,-890.84785,-721.48828,17.8,2378.3,220,False,SW
304,2909.6,46.77934,-121.74867,1543,-893.43732,-724.62027,17.8,2382.3,220,False,SW
305,2919.2,46.77931,-121.74870,1543,-896.02680,-727.75226,17.8,2386.4,220,False,SW
306,2928.7,46.77928,-121.74874,1543,-898.61628,-730.88425,17.8,2390.4,214,True,SW
307,2938.3,46.77921,-121.74878,1542,-901.91083,-738.58450,15.7,2398.8,209,True,SSW
308,2947.9,46.77914,-121.74882,1542,-905.20538,-746.28475,13.5,2407.2,203,True,SSW
309,2957.4,46.77908,-121.74887,1542,-908.49993,-753.98500,11.4,2415.6,203,True,SSW
310,2967.0,46.77901,-121.74891,1541,-911.79448,-761.68525,11.4,2423.9,194,True,SSW
311,2976.6,46.77895,-121.74890,1541,-911.38427,-768.22351,12.3,2430.5,185,True,S
312,2986.2,46.77889,-121.74890,1540,-910.97407,-774.76177,13.2,2437.0,176,True,S
313,2995.7,46.77883,-121.74889,1540,-910.56386,-781.30003,14.1,2443.6,176,True,S
314,3005.3,46.77877,-121.74889,1539,-910.15366,-787.83829,14.1,2450.1,176,True,S
315,3014.9,46.77871,-121.74888,1539,-909.74345,-794.37655,14.1,2456.7,167,True,SSE
316,3024.4,46.77866,-121.74884,1539,-906.27958,-800.18649,14.0,2463.5,158,True,SSE
317,3034.0,46.77861,-121.74879,1538,-902.81570,-805.99642,13.9,2470.2,149,True,SSE
318,3043.6,46.77856,-121.74875,1538,-899.35182,-811.80636,13.8,2477.0,149,True,SSE
319,3053.1,46.77850,-121.74870,1538,-895.88795,-817.61629,13.8,2483.8,139,True,SE
320,3062.7,46.77847,-121.74861,1538,-889.14589,-821.49801,13.3,2491.5,130,False,SE
321,3072.3,46.77843,-121.74852,1537,-882.40384,-825.37972,12.8,2499.3,120,False,ESE
322,3081.9,46.77840,-121.74843,1537,-875.66179,-829.26143,12.3,2507.1,120,False,ESE
323,3091.4,46.77836,-121.74835,1537,-868.91973,-833.14315,12.3,2514.9,120,False,ESE
324,3101.0,46.77833,-121.74826,1536,-862.17768,-837.02486,12.3,2522.7,115,False,ESE
325,3110.6,46.77831,-121.74818,1536,-856.16219,-838.78376,12.9,2529.2,104,False,ESE
326,3120.1,46.77832,-121.74811,1535,-850.87325,-838.41985,14.1,2534.5,93,False,E
327,3129.7,46.77832,-121.74804,1535,-845.58432,-838.05594,15.4,2539.8,86,False,E
328,3139.3,46.77832,-121.74797,1535,-840.29539,-837.69203,16.0,2545.1,86,False,E
329,3148.9,46.77833,-121.74790,1534,-835.00645,-837.32812,16.0,2550.4,86,True,E
330,3158.4,46.77833,-121.74783,1534,-829.71752,-836.96421,16.0,2555.7,79,True,E
331,3168.0,46.77836,-121.74773,1534,-822.15927,-833.40597,14.4,2564.1,72,True,ENE
332,3177.6,46.77839,-121.74763,1534,-814.60103,-829.84774,12.9,2572.4,65,False,ENE
333,3187.1,46.77842,-121.74753,1533,-807.04278,-826.28950,11.4,2580.8,65,True,ENE
334,3196.7,46.77846,-121.74743,1533,-799.48454,-822.73126,11.4,2589.1,62,True,ENE
335,3206.3,46.77850,-121.74734,1532,-792.13554,-817.57923,11.1,2598.1,58,False,ENE
336,3215.9,46.77855,-121.74724,1531,-784.78655,-812.42720,10.8,2607.1,55,False,NE
337,3225.4,46.77860,-121.74714,1530,-777.43756,-807.27517,10.5,2616.0,55,False,NE
338,3235.0,46.77864,-121.74705,1530,-770.08856,-802.12313,10.5,2625.0,55,False,NE
339,3244.6,46.77869,-121.74695,1529,-762.73957,-796.97110,10.5,2634.0,55,False,NE
340,3254.1,46.77873,-121.74685,1528,-755.39058,-791.81907,10.5,2643.0,55,True,NE
341,3263.7,46.77878,-121.74675,1528,-747.75605,-786.31492,10.2,2652.4,54,False,NE
342,3273.3,46.77883,-121.74665,1527,-740.12152,-780.81077,10.0,2661.8,54,False,NE
343,3282.9,46.77888,-121.74655,1526,-732.48699,-775.30662,9.8,2671.2,54,False,NE
344,3292.4,46.77893,-121.74645,1526,-724.85247,-769.80248,9.8,2680.6,54,True,NE
345,3302.0,46.77897,-121.74637,1525,-718.69920,-765.35468,10.7,2688.2,54,False,NE
346,3311.6,46.77901,-121.74629,1525,-712.54592,-760.90688,11.6,2695.8,54,False,NE
347,3321.1,46.77905,-121.74621,1524,-706.39265,-756.45908,12.5,2703.4,54,False,NE
348,3330.7,46.77909,-121.74613,1524,-700.23938,-752.01129,12.5,2711.0,54,False,NE
349,3340.3,46.77913,-121.74605,1523,-694.08611,-747.56349,12.5,2718.6,55,False,NE
350,3349.8,46.77919,-121.74593,1522,-684.91725,-741.26986,10.8,2729.7,55,True,NE
351,3359.4,46.77925,-121.74581,1522,-675.74839,-734.97622,10.1,2740.8,56,False,NE
352,3369.0,46.77930,-121.74569,1521,-666.57952,-728.68259,11.9,2751.9,56,False,NE
353,3378.6,46.77936,-121.74557,1521,-657.41066,-722.38896,11.9,2763.1,56,False,NE
354,3388.1,46.77942,-121.74545,1520,-648.24180,-716.09533,11.9,2774.2,57,True,ENE
355,3397.7,46.77946,-121.74533,1520,-639.58820,-711.12188,11.3,2784.2,59,False,ENE
356,3407.3,46.77951,-121.74522,1519,-630.93460,-706.14843,10.8,2794.1,60,False,ENE
357,3416.8,46.77955,-121.74511,1519,-622.28100,-701.17499,10.2,2804.1,60,False,ENE
358,3426.4,46.77959,-121.74499,1519,-613.62740,-696.20154,10.2,2814.1,60,False,ENE
359,3436.0,46.77964,-121.74488,1518,-604.97381,-691.22810,10.2,2824.1,61,False,ENE
360,3445.6,46.77968,-121.74478,1518,-597.67021,-687.27562,9.8,2832.4,62,False,ENE
361,3455.1,46.77970,-121.74471,1517,-591.71663,-684.34412,11.5,2839.0,63,False,ENE
362,3464.7,46.77973,-121.74463,1517,-585.76305,-681.41262,13.1,2845.7,64,False,ENE
363,3474.3,46.77975,-121.74455,1517,-579.80946,-678.48112,14.0,2852.3,64,False,ENE
364,3483.8,46.77978,-121.74447,1516,-573.85588,-675.54961,14.0,2858.9,64,False,ENE
365,3493.4,46.77981,-121.74439,1516,-567.90230,-672.61811,14.0,2865.6,65,True,ENE
366,3503.0,46.77986,-121.74423,1515,-555.20436,-667.19736,10.4,2879.4,66,False,ENE
367,3512.6,46.77990,-121.74406,1514,-542.50643,-661.77660,12.3,2893.2,67,False,ENE
368,3522.1,46.77995,-121.74389,1514,-529.80849,-656.35585,15.9,2907.0,67,False,ENE
369,3531.7,46.78000,-121.74373,1513,-517.11056,-650.93510,15.9,2920.8,70,False,ENE
370,3541.3,46.78003,-121.74356,1512,-504.14635,-647.46026,15.7,2934.2,72,False,ENE
371,3550.8,46.78006,-121.74339,1512,-491.18215,-643.98542,15.5,2947.6,75,False,ENE
372,3560.4,46.78010,-121.74322,1511,-478.21795,-640.51058,15.3,2961.1,75,False,ENE
373,3570.0,46.78013,-121.74304,1510,-465.25374,-637.03573,15.3,2974.5,78,False,ENE
374,3579.6,46.78014,-121.74293,1509,-456.74433,-636.14617,12.9,2983.0,81,False,E
375,3589.1,46.78014,-121.74282,1508,-448.23492,-635.25661,10.5,2991.6,84,False,E
376,3598.7,46.78015,-121.74271,1508,-439.72551,-634.36706,11.1,3000.2,84,False,E
377,3608.3,46.78016,-121.74260,1507,-431.21610,-633.47750,11.1,3008.7,87,True,E
378,3617.8,46.78016,-121.74247,1506,-421.23335,-633.74436,10.4,3018.7,89,False,E
379,3627.4,46.78015,-121.74234,1506,-411.25059,-634.01123,9.7,3028.7,92,False,E
380,3637.0,46.78015,-121.74220,1505,-401.26784,-634.27810,10.2,3038.7,92,False,E
381,3646.6,46.78015,-121.74208,1505,-391.43740,-634.92303,10.1,3048.5,93,False,E
382,3656.1,46.78014,-121.74195,1504,-381.68312,-635.75699,10.0,3058.3,95,False,E
383,3665.7,46.78013,-121.74182,1503,-371.92884,-636.59095,9.9,3068.1,95,False,E
384,3675.3,46.78012,-121.74167,1503,-360.62118,-637.65843,10.7,3079.5,95,True,E
385,3684.8,46.78011,-121.74148,1501,-346.20677,-639.19292,13.0,3094.0,96,True,E
386,3694.4,46.78009,-121.74129,1500,-331.79236,-640.72741,15.4,3108.5,96,True,E
387,3704.0,46.78008,-121.74110,1499,-317.37795,-642.26190,17.0,3123.0,96,True,E
388,3713.5,46.78007,-121.74095,1498,-305.55629,-643.51284,15.7,3134.8,96,False,E
389,3723.1,46.78006,-121.74079,1498,-293.73463,-644.76378,14.4,3146.7,96,False,E
390,3732.7,46.78004,-121.74061,1497,-280.08547,-646.29271,14.0,3160.5,96,False,E
391,3742.3,46.78003,-121.74039,1496,-262.78128,-648.37762,16.7,3177.9,97,False,E
392,3751.8,46.78001,-121.74016,1495,-245.47710,-650.46252,19.5,3195.3,100,False,E
393,3761.4,46.77996,-121.73995,1494,-229.81014,-655.27170,20.9,3211.9,106,False,ESE
394,3771.0,46.77991,-121.73976,1493,-214.96179,-661.44302,20.2,3227.9,111,True,ESE
395,3780.5,46.77985,-121.73956,1492,-200.11343,-667.61434,19.6,3244.0,124,True,ESE
396,3790.1,46.77983,-121.73954,1492,-198.40444,-670.12240,12.8,3247.0,135,False,SE
397,3799.7,46.77981,-121.73952,1492,-196.69545,-672.63047,12.9,3250.1,146,False,SE
398,3809.3,46.77978,-121.73950,1491,-194.98646,-675.13853,19.4,3253.1,146,False,SE
399,3818.8,46.77976,-121.73947,1491,-193.27747,-677.64659,19.4,3256.2,146,False,SE
400,3828.4,46.77974,-121.73945,1491,-191.56847,-680.15466,19.4,3259.2,146,False,SE
401,3838.0,46.77972,-121.73943,1491,-189.85948,-682.66272,19.4,3262.2,146,True,SE
402,3847.5,46.77969,-121.73941,1490,-188.15049,-685.17078,19.4,3265.3,146,True,SE
403,3857.1,46.77967,-121.73938,1490,-186.44150,-687.67885,19.4,3268.3,146,True,SE
404,3866.7,46.77965,-121.73936,1490,-184.73250,-690.18691,19.4,3271.3,156,True,SSE
405,3876.3,46.77954,-121.73935,1489,-183.71759,-702.64074,14.6,3283.8,165,True,SSE
406,3885.8,46.77943,-121.73933,1488,-182.70267,-715.09457,9.9,3296.3,175,True,S
407,3895.4,46.77931,-121.73932,1487,-181.68776,-727.54840,14.0,3308.8,186,True,S
408,3905.0,46.77926,-121.73936,1487,-184.31502,-732.91356,10.7,3314.8,196,True,SSW
409,3914.5,46.77922,-121.73939,1486,-186.94228,-738.27871,11.7,3320.8,206,True,SSW
410,3924.1,46.77917,-121.73942,1486,-189.56954,-743.64387,15.0,3326.7,206,True,SSW
411,3933.7,46.77912,-121.73946,1486,-192.19679,-749.00902,15.0,3332.7,214,True,SSW
412,3943.3,46.77907,-121.73954,1486,-198.06035,-754.12399,14.1,3340.5,221,True,SW
413,3952.8,46.77903,-121.73961,1485,-203.92390,-759.23896,13.2,3348.3,229,True,SW
414,3962.4,46.77898,-121.73969,1485,-209.78745,-764.35392,12.3,3356.1,238,True,WSW
415,3972.0,46.77897,-121.73979,1485,-217.22463,-766.17011,12.3,3363.7,247,True,WSW
416,3981.5,46.77895,-121.73989,1484,-224.66181,-767.98629,12.4,3371.4,256,True,WSW
417,3991.1,46.77893,-121.73998,1484,-232.09899,-769.80248,12.4,3379.0,264,True,W
418,4000.7,46.77894,-121.74006,1484,-238.24789,-768.69053,13.1,3385.3,272,True,W
419,4010.2,46.77895,-121.74014,1484,-244.39680,-767.57858,13.9,3391.5,280,True,W
420,4019.8,46.77896,-121.74023,1483,-250.54570,-766.46663,14.6,3397.8,280,True,W
421,4029.4,46.77897,-121.74031,1483,-256.69460,-765.35468,14.6,3404.0,288,True,WNW
422,4039.0,46.77903,-121.74042,1482,-265.48939,-759.40575,12.4,3414.6,296,True,WNW
423,4048.5,46.77908,-121.74054,1482,-274.28418,-753.45682,10.2,3425.2,304,True,NW
424,4058.1,46.77913,-121.74065,1481,-283.07898,-747.50789,11.1,3435.9,304,True,NW
425,4067.7,46.77919,-121.74077,1480,-291.87377,-741.55896,11.1,3446.5,306,True,NW
426,4077.2,46.77923,-121.74085,1479,-298.25086,-736.47180,9.9,3454.6,307,True,NW
427,4086.8,46.77928,-121.74094,1478,-304.62795,-731.38463,10.5,3462.8,309,True,NW
428,4096.4,46.77932,-121.74102,1478,-311.00505,-726.29746,11.7,3471.0,309,True,NW
429,4106.0,46.77937,-121.74110,1477,-317.38214,-721.21029,11.7,3479.1,304,True,NW
430,4115.5,46.77941,-121.74123,1476,-327.25565,-716.76250,10.4,3489.9,299,True,WNW
431,4125.1,46.77945,-121.74136,1476,-337.12917,-712.31470,10.1,3500.8,294,True,WNW
432,4134.7,46.77949,-121.74149,1475,-347.00268,-707.86690,11.5,3511.6,288,True,WNW
433,4144.2,46.77950,-121.74158,1474,-353.94726,-707.19973,9.6,3518.6,282,True,WNW
434,4153.8,46.77950,-121.74167,1474,-360.89184,-706.53256,11.5,3525.6,275,True,W
435,4163.4,46.77951,-121.74177,1473,-367.83642,-705.86539,13.5,3532.5,275,True,W
436,4173.0,46.77951,-121.74186,1473,-374.78100,-705.19822,13.5,3539.5,275,True,W
437,4182.5,46.77952,-121.74195,1472,-381.72558,-704.53105,13.5,3546.5,270,True,W
438,4192.1,46.77950,-121.74212,1472,-394.51849,-707.14413,10.4,3559.5,264,True,W
439,4201.7,46.77947,-121.74228,1471,-407.31140,-709.75722,11.8,3572.6,258,True,WSW
440,4211.2,46.77945,-121.74245,1470,-420.10430,-712.37030,14.8,3585.7,258,True,WSW
441,4220.8,46.77943,-121.74262,1470,-432.89721,-714.98338,14.8,3598.7,257,True,WSW
442,4230.4,46.77940,-121.74273,1469,-441.50205,-717.51306,12.8,3607.7,255,True,WSW
443,4240.0,46.77938,-121.74285,1468,-450.10689,-720.04275,10.7,3616.7,254,True,WSW
444,4249.5,46.77936,-121.74296,1468,-458.71173,-722.57243,10.5,3625.6,254,True,WSW
445,4259.1,46.77934,-121.74307,1467,-467.31657,-725.10212,10.5,3634.6,249,True,WSW
446,4268.7,46.77921,-121.74337,1466,-489.81929,-738.72349,17.3,3660.9,244,True,WSW
447,4278.2,46.77909,-121.74366,1465,-512.32201,-752.34487,26.0,3687.2,235,True,SW
448,4287.8,46.77902,-121.74377,1464,-520.19129,-759.94319,27.0,3698.1,230,True,SW
449,4297.4,46.77895,-121.74387,1464,-528.06057,-767.54151,19.3,3709.1,226,True,SW
450,4306.9,46.77889,-121.74397,1463,-535.92985,-775.13983,11.6,3720.0,225,True,SW
451,4316.5,46.77878,-121.74412,1462,-547.12469,-786.55584,14.1,3736.0,225,True,SW
452,4326.1,46.77868,-121.74427,1461,-558.31954,-797.97186,16.7,3752.0,224,True,SW
453,4335.7,46.77858,-121.74441,1460,-569.51439,-809.38787,19.2,3768.0,225,True,SW
454,4345.2,46.77853,-121.74448,1460,-574.48992,-814.35458,14.7,3775.0,225,False,SW
455,4354.8,46.77849,-121.74454,1459,-579.46545,-819.32128,10.2,3782.0,225,False,SW
456,4364.4,46.77844,-121.74461,1458,-584.44098,-824.28799,13.4,3789.1,225,False,SW
457,4373.9,46.77840,-121.74468,1458,-589.41651,-829.25470,13.4,3796.1,225,False,SW
458,4383.5,46.77835,-121.74474,1458,-594.39204,-834.22140,13.4,3803.1,225,False,SW
459,4393.1,46.77831,-121.74481,1457,-599.36757,-839.18811,13.4,3810.2,224,True,SW
460,4402.7,46.77825,-121.74488,1457,-604.87631,-845.37796,12.8,3818.4,223,True,SW
461,4412.2,46.77820,-121.74495,1456,-610.38504,-851.56781,12.1,3826.7,222,True,SW
462,4421.8,46.77814,-121.74502,1456,-615.89378,-857.75766,11.5,3835.0,208,True,SSW
463,4431.4,46.77808,-121.74502,1456,-615.86397,-864.11801,12.5,3841.4,194,True,SSW
464,4440.9,46.77803,-121.74502,1455,-615.83417,-870.47836,13.4,3847.7,180,True,S
465,4450.5,46.77797,-121.74502,1455,-615.80436,-876.83871,14.4,3854.1,180,True,S
466,4460.1,46.77791,-121.74502,1454,-615.77456,-883.19906,14.4,3860.5,180,True,S
467,4469.7,46.77786,-121.74502,1454,-615.74475,-889.55941,14.4,3866.8,151,True,SSE
468,4479.2,46.77785,-121.74488,1454,-604.95697,-890.22658,12.2,3877.6,122,True,ESE
469,4488.8,46.77784,-121.74474,1453,-594.16919,-890.89375,9.9,3888.4,94,True,E
470,4498.4,46.77784,-121.74460,1453,-583.38141,-891.56092,11.4,3899.2,78,True,ENE
471,4507.9,46.77789,-121.74452,1453,-577.54275,-885.84674,10.1,3907.4,62,False,ENE
472,4517.5,46.77794,-121.74444,1453,-571.70408,-880.13255,10.4,3915.6,46,False,NE
473,4527.1,46.77799,-121.74437,1453,-565.86542,-874.41837,11.7,3923.8,45,False,NE
474,4536.7,46.77805,-121.74429,1453,-560.05212,-868.34589,11.6,3932.2,44,False,NE
475,4546.2,46.77811,-121.74421,1452,-554.27687,-861.73597,11.2,3940.9,42,False,NE
476,4555.8,46.77817,-121.74414,1452,-548.50162,-855.12605,10.9,3949.7,41,False,NE
477,4565.4,46.77823,-121.74406,1451,-542.72637,-848.51613,10.8,3958.5,41,False,NE
478,4574.9,46.77831,-121.74396,1451,-535.29261,-839.55876,9.8,3970.1,40,False,NE
479,4584.5,46.77839,-121.74386,1450,-527.44422,-830.01453,11.6,3982.5,40,False,NE
480,4594.1,46.77848,-121.74376,1449,-519.59583,-820.47030,13.4,3994.9,40,False,NE
481,4603.7,46.77856,-121.74365,1449,-511.59099,-811.72914,13.5,4006.8,46,False,NE
482,4613.2,46.77861,-121.74354,1448,-502.96038,-806.20028,12.5,4017.0,52,False,NE
483,4622.8,46.77866,-121.74343,1448,-494.32977,-800.67142,11.4,4027.3,57,False,ENE
484,4632.4,46.77871,-121.74331,1447,-485.69916,-795.14256,10.6,4037.5,69,False,ENE
485,4641.9,46.77870,-121.74320,1447,-477.28479,-795.58117,10.3,4047.3,89,True,E
486,4651.5,46.77866,-121.74309,1447,-469.01458,-799.99808,9.9,4056.6,110,True,ESE
487,4661.1,46.77862,-121.74299,1446,-460.74436,-804.41498,9.7,4066.0,118,True,ESE
488,4670.6,46.77858,-121.74288,1446,-452.47415,-808.83189,9.9,4075.4,140,True,SE
489,4680.2,46.77848,-121.74289,1446,-453.13495,-819.98845,10.2,4086.6,162,True,SSE
490,4689.8,46.77838,-121.74289,1447,-453.79575,-831.14501,11.1,4097.7,183,True,S
491,4699.4,46.77828,-121.74290,1447,-454.45655,-842.30157,12.0,4108.9,199,True,SSW
492,4708.9,46.77826,-121.74295,1447,-457.80733,-845.17410,10.5,4113.3,214,True,SW
493,4718.5,46.77823,-121.74299,1447,-461.15811,-848.04664,13.9,4117.7,229,True,SW
494,4728.1,46.77820,-121.74303,1446,-464.50889,-850.91917,17.3,4122.2,229,True,SW
495,4737.6,46.77818,-121.74308,1446,-467.85967,-853.79171,17.3,4126.6,229,True,SW
496,4747.2,46.77815,-121.74312,1446,-471.21044,-856.66424,17.3,4131.0,229,True,SW
497,4756.8,46.77813,-121.74317,1446,-474.56122,-859.53678,17.3,4135.4,232,True,SW
498,4766.4,46.77807,-121.74330,1445,-484.48019,-865.90269,13.6,4147.2,235,True,SW
499,4775.9,46.77801,-121.74343,1444,-494.39916,-872.26860,9.9,4159.0,237,True,WSW
500,4785.5,46.77795,-121.74356,1442,-504.31813,-878.63451,12.9,4170.8,237,True,WSW
501,4795.1,46.77790,-121.74369,1441,-514.23709,-885.00042,12.9,4182.5,237,True,WSW
502,4804.6,46.77786,-121.74376,1441,-520.00957,-888.84776,10.5,4189.5,237,True,WSW
503,4814.2,46.77783,-121.74384,1440,-525.78205,-892.69511,11.1,4196.4,236,True,WSW
504,4823.8,46.77779,-121.74392,1440,-531.55452,-896.54245,13.5,4203.4,236,True,WSW
505,4833.4,46.77776,-121.74399,1439,-537.32700,-900.38980,13.5,4210.3,236,True,WSW
506,4842.9,46.77772,-121.74407,1439,-543.09947,-904.23714,13.5,4217.2,237,True,WSW
507,4852.5,46.77767,-121.74419,1438,-552.08571,-910.06375,11.6,4227.9,237,True,WSW
508,4862.1,46.77762,-121.74430,1437,-561.07194,-915.89037,9.7,4238.7,237,True,WSW
509,4871.6,46.77757,-121.74442,1437,-570.05817,-921.71698,11.3,4249.4,237,True,WSW
510,4881.2,46.77751,-121.74454,1436,-579.04441,-927.54360,11.3,4260.1,237,True,WSW
511,4890.8,46.77746,-121.74466,1435,-588.03064,-933.37021,11.3,4270.8,236,True,SW
512,4900.4,46.77739,-121.74480,1434,-598.76863,-941.26505,12.6,4284.1,235,True,SW
513,4909.9,46.77732,-121.74494,1434,-609.50662,-949.15989,13.9,4297.4,234,True,SW
514,4919.5,46.77725,-121.74508,1433,-620.24461,-957.05473,15.2,4310.8,234,True,SW
515,4929.1,46.77718,-121.74522,1432,-630.98259,-964.94957,15.2,4324.1,229,True,SW
516,4938.6,46.77710,-121.74531,1431,-638.01475,-973.51158,14.1,4335.2,224,True,SW
517,4948.2,46.77702,-121.74541,1431,-645.04691,-982.07359,13.0,4346.3,219,True,SW
518,4957.8,46.77695,-121.74550,1430,-652.07906,-990.63560,11.8,4357.3,212,True,SSW
519,4967.3,46.77688,-121.74553,1430,-654.61194,-998.44704,10.4,4365.5,205,True,SSW
520,4976.9,46.77681,-121.74556,1430,-657.14482,-1006.25848,10.2,4373.8,198,True,SSW
521,4986.5,46.77674,-121.74560,1429,-659.67770,-1014.06993,11.6,4382.0,198,True,SSW
522,4996.1,46.77667,-121.74563,1429,-662.21057,-1021.88137,11.6,4390.2,193,True,SSW
523,5005.6,46.77659,-121.74564,1428,-662.82069,-1030.05420,11.6,4398.4,189,True,S
524,5015.2,46.77652,-121.74565,1428,-663.43081,-1038.22703,11.6,4406.6,184,True,S
525,5024.8,46.77645,-121.74565,1428,-664.04092,-1046.39985,11.6,4414.8,184,True,S
526,5034.3,46.77637,-121.74566,1427,-664.65104,-1054.57268,11.6,4423.0,186,True,S
527,5043.9,46.77628,-121.74569,1427,-666.55598,-1064.87674,10.5,4433.4,188,False,S
528,5053.5,46.77619,-121.74571,1426,-668.46092,-1075.18081,9.8,4443.9,190,False,S
529,5063.1,46.77609,-121.74574,1426,-670.36587,-1085.48487,10.9,4454.4,198,True,SSW
530,5072.6,46.77605,-121.74578,1426,-673.58006,-1090.55536,10.4,4460.4,205,False,SSW
531,5082.2,46.77600,-121.74582,1425,-676.79426,-1095.62585,12.7,4466.4,212,False,SSW
532,5091.8,46.77596,-121.74586,1425,-680.00845,-1100.69633,14.9,4472.4,212,False,SSW
533,5101.3,46.77591,-121.74591,1424,-683.22265,-1105.76682,14.9,4478.4,212,False,SSW
534,5110.9,46.77587,-121.74595,1424,-686.43684,-1110.83731,14.9,4484.4,219,False,SW
535,5120.5,46.77582,-121.74604,1424,-693.42829,-1116.35258,13.5,4493.3,225,False,SW
536,5130.1,46.77577,-121.74613,1423,-700.41973,-1121.86785,12.0,4502.2,232,False,SW
537,5139.6,46.77572,-121.74622,1423,-707.41118,-1127.38312,10.6,4511.1,232,False,SW
538,5149.2,46.77567,-121.74632,1422,-714.40262,-1132.89838,10.6,4520.0,232,False,SW
539,5158.8,46.77562,-121.74641,1422,-721.39407,-1138.41365,10.6,4528.9,232,False,SW
540,5168.3,46.77558,-121.74647,1422,-726.40538,-1142.17204,11.9,4535.2,233,False,SW
541,5177.9,46.77555,-121.74654,1422,-731.41670,-1145.93043,13.2,4541.5,233,False,SW
542,5187.5,46.77552,-121.74661,1421,-736.42801,-1149.68882,14.5,4547.7,233,False,SW
543,5197.1,46.77548,-121.74667,1421,-741.43932,-1153.44721,14.5,4554.0,233,False,SW
544,5206.6,46.77545,-121.74674,1421,-746.45063,-1157.20560,14.5,4560.3,233,False,SW
545,5216.2,46.77541,-121.74681,1421,-751.64480,-1161.36429,14.3,4566.9,232,False,SW
546,5225.8,46.77537,-121.74687,1420,-756.83896,-1165.52298,14.1,4573.6,231,False,SW
547,5235.3,46.77534,-121.74694,1420,-762.03313,-1169.68167,13.9,4580.2,231,True,SW
548,5244.9,46.77530,-121.74701,1419,-767.22729,-1173.84036,13.9,4586.9,231,True,SW
