Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],x [m],y [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,Direction []
2269,21716.6,46.73722,-121.82897,801,-7013.77905,-5408.52058,10.0,19854.9,205,True,SSW
2270,21726.2,46.73713,-121.82903,801,-7018.11539,-5418.41693,9.9,19865.7,204,True,SSW
2271,21735.7,46.73704,-121.82908,800,-7022.45173,-5428.31327,10.6,19876.5,204,True,SSW
2272,21745.3,46.73695,-121.82914,800,-7026.78807,-5438.20962,11.4,19887.3,204,True,SSW
2273,21754.9,46.73686,-121.82920,800,-7031.12442,-5448.10596,11.4,19898.1,206,True,SSW
2274,21764.5,46.73682,-121.82923,800,-7033.84296,-5452.84286,10.4,19903.6,208,True,SSW
2275,21774.0,46.73677,-121.82927,800,-7036.56151,-5457.57977,13.1,19909.0,210,True,SSW
2276,21783.6,46.73673,-121.82930,799,-7039.28006,-5462.31667,15.7,19914.5,210,True,SSW
2277,21793.2,46.73669,-121.82934,799,-7041.99861,-5467.05357,15.7,19920.0,210,True,SSW
2278,21802.7,46.73665,-121.82938,799,-7044.71715,-5471.79047,15.7,19925.4,217,True,SW
2279,21812.3,46.73661,-121.82944,799,-7049.77709,-5475.88615,15.2,19931.9,224,False,SW
2280,21821.9,46.73657,-121.82951,799,-7054.83703,-5479.98183,14.7,19938.4,231,False,SW
2281,21831.5,46.73654,-121.82958,799,-7059.89697,-5484.07751,14.2,19944.9,231,False,SW
2282,21841.0,46.73650,-121.82964,799,-7064.95691,-5488.17319,14.2,19951.5,231,False,SW
2283,21850.6,46.73646,-121.82971,799,-7070.01685,-5492.26886,14.2,19958.0,231,True,SW
2284,21860.2,46.73643,-121.82977,799,-7075.07679,-5496.36454,14.2,19964.5,230,True,SW
2285,21869.7,46.73637,-121.82986,799,-7081.31753,-5502.21339,13.1,19973.0,228,True,SW
2286,21879.3,46.73632,-121.82994,798,-7087.55828,-5508.06224,12.1,19981.6,227,True,SW
2287,21888.9,46.73627,-121.83002,798,-7093.79902,-5513.91110,11.1,19990.1,227,True,SW
2288,21898.4,46.73622,-121.83010,797,-7100.03976,-5519.75995,11.1,19998.7,227,False,SW
2289,21908.0,46.73616,-121.83018,797,-7106.28051,-5525.60880,11.1,20007.2,214,True,SSW
2290,21917.6,46.73610,-121.83019,797,-7107.18446,-5532.78087,11.8,20014.5,200,True,SSW
2291,21927.2,46.73603,-121.83021,796,-7108.08841,-5539.95294,12.4,20021.7,187,True,S
2292,21936.7,46.73597,-121.83022,796,-7108.99236,-5547.12501,13.1,20028.9,187,True,S
2293,21946.3,46.73591,-121.83023,796,-7109.89631,-5554.29708,13.1,20036.2,183,True,S
2294,21955.9,46.73587,-121.83023,796,-7109.52594,-5557.93871,14.9,20039.8,179,True,S
2295,21965.4,46.73584,-121.83022,796,-7109.15556,-5561.58034,16.7,20043.5,174,False,S
2296,21975.0,46.73581,-121.83022,796,-7108.78518,-5565.22197,18.4,20047.1,174,False,S
2297,21984.6,46.73577,-121.83021,796,-7108.41480,-5568.86361,18.4,20050.8,174,False,S
2298,21994.2,46.73574,-121.83021,796,-7108.04443,-5572.50524,18.4,20054.5,174,False,S
2299,22003.7,46.73571,-121.83020,796,-7107.67405,-5576.14687,18.4,20058.1,174,False,S
2300,22013.3,46.73568,-121.83020,795,-7107.30367,-5579.78850,18.4,20061.8,174,False,S
2301,22022.9,46.73564,-121.83019,795,-7106.93329,-5583.43014,18.4,20065.4,174,False,S
2302,22032.4,46.73561,-121.83019,795,-7106.56292,-5587.07177,18.4,20069.1,174,False,S
2303,22042.0,46.73558,-121.83018,795,-7106.19254,-5590.71340,18.4,20072.8,174,False,S
2304,22051.6,46.73554,-121.83018,795,-7105.82216,-5594.35503,18.4,20076.4,174,True,S
2305,22061.2,46.73551,-121.83017,795,-7105.45178,-5597.99667,18.4,20080.1,183,True,S
2306,22070.7,46.73543,-121.83021,795,-7108.63790,-5607.04052,15.5,20089.7,191,True,S
2307,22080.3,46.73535,-121.83025,794,-7111.82402,-5616.08437,12.5,20099.3,199,True,SSW
2308,22089.9,46.73527,-121.83030,794,-7115.01013,-5625.12822,9.6,20108.8,206,True,SSW
2309,22099.4,46.73522,-121.83035,794,-7119.51298,-5630.57677,10.8,20115.9,213,True,SSW
2310,22109.0,46.73517,-121.83041,794,-7124.01583,-5636.02532,12.1,20123.0,220,True,SW
2311,22118.6,46.73512,-121.83047,793,-7128.51868,-5641.47387,13.3,20130.0,220,True,SW
2312,22128.2,46.73507,-121.83053,793,-7133.02152,-5646.92242,13.3,20137.1,222,True,SW
2313,22137.7,46.73502,-121.83062,793,-7139.63394,-5653.26052,12.3,20146.3,224,True,SW
2314,22147.3,46.73496,-121.83071,792,-7146.24635,-5659.59863,11.2,20155.4,226,True,SW
2315,22156.9,46.73490,-121.83079,792,-7152.85877,-5665.93674,10.2,20164.6,227,True,SW
2316,22166.4,46.73484,-121.83089,792,-7160.44983,-5672.74743,9.7,20174.8,227,True,SW
2317,22176.0,46.73478,-121.83099,792,-7168.04090,-5679.55811,10.0,20185.0,228,True,SW
2318,22185.6,46.73472,-121.83109,791,-7175.63196,-5686.36880,10.5,20195.2,228,True,SW
2319,22195.1,46.73466,-121.83119,791,-7183.22303,-5693.17949,10.5,20205.4,226,True,SW
2320,22204.7,46.73459,-121.83128,790,-7190.09123,-5700.87973,10.6,20215.7,224,True,SW
2321,22214.3,46.73452,-121.83137,790,-7196.95943,-5708.57998,10.6,20226.0,222,True,SW
2322,22223.9,46.73445,-121.83146,790,-7203.82763,-5716.28022,10.7,20236.3,222,True,SW
2323,22233.4,46.73438,-121.83155,789,-7210.69583,-5723.98047,10.7,20246.7,211,True,SSW
2324,22243.0,46.73433,-121.83156,789,-7211.55605,-5729.51797,10.8,20252.3,200,True,SSW
2325,22252.6,46.73428,-121.83157,789,-7212.41628,-5735.05548,13.2,20257.9,189,True,S
2326,22262.1,46.73423,-121.83158,789,-7213.27650,-5740.59298,15.5,20263.5,189,True,S
2327,22271.7,46.73418,-121.83159,789,-7214.13673,-5746.13049,15.5,20269.1,189,True,S
2328,22281.3,46.73413,-121.83161,789,-7214.99695,-5751.66799,15.5,20274.7,179,True,S
2329,22290.9,46.73409,-121.83158,789,-7213.33853,-5756.26405,15.9,20279.6,170,True,S
2330,22300.4,46.73405,-121.83156,789,-7211.68011,-5760.86010,16.2,20284.5,160,True,SSE
2331,22310.0,46.73401,-121.83154,788,-7210.02168,-5765.45616,16.6,20289.3,160,True,SSE
2332,22319.6,46.73396,-121.83152,788,-7208.36326,-5770.05221,16.6,20294.2,160,True,SSE
2333,22329.1,46.73392,-121.83150,788,-7206.70484,-5774.64827,16.6,20299.1,160,True,SSE
2334,22338.7,46.73388,-121.83147,788,-7205.04642,-5779.24432,16.6,20304.0,163,True,SSE
2335,22348.3,46.73368,-121.83141,788,-7200.27157,-5801.31651,11.4,20326.6,165,True,SSE
2336,22357.9,46.73349,-121.83135,787,-7195.49673,-5823.38869,20.2,20349.2,176,True,S
2337,22367.4,46.73341,-121.83137,787,-7197.33571,-5831.61711,22.0,20357.6,184,True,S
2338,22377.0,46.73334,-121.83140,787,-7199.17468,-5839.84553,14.9,20366.0,193,True,SSW
2339,22386.6,46.73326,-121.83142,787,-7201.01365,-5848.07396,11.3,20374.5,193,True,SSW
2340,22396.1,46.73319,-121.83145,787,-7202.85263,-5856.30238,11.3,20382.9,196,True,SSW
2341,22405.7,46.73305,-121.83154,786,-7209.88318,-5872.09205,12.3,20400.2,200,True,SSW
2342,22415.3,46.73291,-121.83163,786,-7216.91374,-5887.88172,16.7,20417.5,205,True,SSW
2343,22424.9,46.73282,-121.83169,786,-7221.63500,-5897.24433,17.7,20427.9,206,True,SSW
2344,22434.4,46.73274,-121.83175,785,-7226.35626,-5906.60694,14.3,20438.4,207,True,SSW
2345,22444.0,46.73265,-121.83181,785,-7231.07753,-5915.96955,10.9,20448.9,207,True,SSW
2346,22453.6,46.73257,-121.83188,784,-7235.79879,-5925.33216,10.9,20459.4,207,True,SSW
2347,22463.1,46.73248,-121.83194,784,-7240.52005,-5934.69477,10.9,20469.9,206,True,SSW
2348,22472.7,46.73241,-121.83198,784,-7244.03573,-5942.83053,10.1,20478.7,205,True,SSW
2349,22482.3,46.73234,-121.83203,784,-7247.55140,-5950.96628,9.8,20487.6,203,True,SSW
2350,22491.8,46.73226,-121.83208,784,-7251.06707,-5959.10204,10.6,20496.5,203,False,SSW
2351,22501.4,46.73219,-121.83212,783,-7254.58275,-5967.23780,10.6,20505.3,203,True,SSW
2352,22511.0,46.73212,-121.83217,783,-7258.09842,-5975.37356,10.6,20514.2,203,True,SSW
2353,22520.6,46.73204,-121.83221,783,-7261.61409,-5983.50932,10.6,20523.1,197,True,SSW
2354,22530.1,46.73194,-121.83223,783,-7262.54263,-5995.03652,9.9,20534.6,191,True,S
2355,22539.7,46.73184,-121.83224,782,-7263.47116,-6006.56372,11.2,20546.2,185,True,S
2356,22549.3,46.73173,-121.83225,782,-7264.39969,-6018.09092,12.6,20557.8,183,True,S
2357,22558.8,46.73168,-121.83225,782,-7264.39229,-6024.56247,10.0,20564.2,181,True,S
2358,22568.4,46.73162,-121.83225,782,-7264.38489,-6031.03401,11.7,20570.7,180,False,S
2359,22578.0,46.73156,-121.83225,781,-7264.37748,-6037.50555,14.2,20577.2,180,True,S
2360,22587.6,46.73150,-121.83225,781,-7264.37008,-6043.97709,14.2,20583.6,180,True,S
2361,22597.1,46.73144,-121.83225,781,-7264.36267,-6050.44863,14.2,20590.1,180,True,S
2362,22606.7,46.73137,-121.83225,781,-7264.50588,-6058.56586,13.4,20598.2,181,True,S
2363,22616.3,46.73130,-121.83225,780,-7264.64909,-6066.68309,12.6,20606.4,181,True,S
2364,22625.8,46.73122,-121.83225,780,-7264.79230,-6074.80031,11.7,20614.5,181,True,S
2365,22635.4,46.73115,-121.83226,780,-7264.93551,-6082.91754,11.7,20622.6,186,True,S
2366,22645.0,46.73108,-121.83229,780,-7267.16775,-6090.57145,11.8,20630.6,191,True,S
2367,22654.6,46.73101,-121.83231,780,-7269.39999,-6098.22537,11.9,20638.5,196,True,SSW
2368,22664.1,46.73094,-121.83234,780,-7271.63223,-6105.87928,12.0,20646.5,196,True,SSW
2369,22673.7,46.73088,-121.83237,779,-7273.86446,-6113.53319,12.0,20654.5,196,True,SSW
2370,22683.3,46.73081,-121.83240,779,-7276.09670,-6121.18711,12.0,20662.5,196,False,SSW
2371,22692.8,46.73074,-121.83243,779,-7278.32894,-6128.84102,12.0,20670.4,211,True,SSW
2372,22702.4,46.73067,-121.83260,778,-7291.01547,-6136.43934,10.6,20685.2,225,False,SW
2373,22712.0,46.73060,-121.83276,778,-7303.70200,-6144.03765,14.0,20700.0,239,False,WSW
2374,22721.6,46.73053,-121.83293,777,-7316.38853,-6151.63597,17.4,20714.8,251,True,WSW
2375,22731.1,46.73054,-121.83302,777,-7323.30454,-6151.13559,13.5,20721.7,262,True,W
2376,22740.7,46.73054,-121.83311,776,-7330.22056,-6150.63522,9.6,20728.7,274,False,W
2377,22750.3,46.73055,-121.83320,776,-7337.13657,-6150.13484,13.5,20735.6,274,True,W
2378,22759.8,46.73055,-121.83329,776,-7344.05259,-6149.63446,13.5,20742.5,284,True,WNW
2379,22769.4,46.73060,-121.83340,776,-7351.84595,-6144.66776,12.4,20751.8,293,True,WNW
2380,22779.0,46.73064,-121.83350,775,-7359.63931,-6139.70105,11.2,20761.0,303,True,WNW
2381,22788.6,46.73069,-121.83360,775,-7367.43267,-6134.73435,10.1,20770.2,311,True,NW
2382,22798.1,46.73073,-121.83364,775,-7370.77963,-6129.41923,11.5,20776.5,319,False,NW
2383,22807.7,46.73078,-121.83369,775,-7374.12660,-6124.10412,13.0,20782.8,328,True,NNW
2384,22817.3,46.73083,-121.83373,775,-7377.47356,-6118.78900,14.5,20789.1,328,True,NNW
2385,22826.8,46.73088,-121.83378,775,-7380.82052,-6113.47389,14.5,20795.4,328,True,NNW
2386,22836.4,46.73092,-121.83382,775,-7384.16748,-6108.15877,14.5,20801.7,329,True,NNW
2387,22846.0,46.73106,-121.83393,774,-7392.68510,-6093.14747,10.1,20818.9,330,False,NNW
2388,22855.5,46.73119,-121.83404,774,-7401.20271,-6078.13616,15.6,20836.2,330,False,NNW
2389,22865.1,46.73133,-121.83416,773,-7409.72033,-6063.12485,21.1,20853.4,324,False,NW
2390,22874.7,46.73140,-121.83427,773,-7418.55205,-6055.67479,18.3,20865.0,317,False,NW
2391,22884.3,46.73146,-121.83439,772,-7427.38377,-6048.22474,15.4,20876.5,310,False,NW
2392,22893.8,46.73153,-121.83450,772,-7436.21549,-6040.77468,12.5,20888.1,305,False,NW
2393,22903.4,46.73157,-121.83463,772,-7446.06693,-6036.21569,12.2,20899.0,300,True,WNW
2394,22913.0,46.73161,-121.83476,771,-7455.91838,-6031.65670,11.8,20909.8,295,True,WNW
2395,22922.5,46.73165,-121.83489,771,-7465.76983,-6027.09771,11.5,20920.7,290,True,WNW
2396,22932.1,46.73167,-121.83500,770,-7473.77063,-6025.70777,10.1,20928.8,285,False,WNW
2397,22941.7,46.73168,-121.83510,770,-7481.77144,-6024.31784,10.4,20936.9,280,False,W
2398,22951.3,46.73169,-121.83521,770,-7489.77224,-6022.92790,11.7,20945.0,280,False,W
2399,22960.8,46.73170,-121.83531,769,-7497.77305,-6021.53797,11.7,20953.1,272,True,W
2400,22970.4,46.73168,-121.83547,769,-7509.47528,-6024.15105,9.8,20965.1,265,False,W
2401,22980.0,46.73166,-121.83562,768,-7521.17751,-6026.76413,11.3,20977.1,257,False,WSW
2402,22989.5,46.73163,-121.83577,768,-7532.87974,-6029.37720,13.2,20989.1,257,False,WSW
2403,22999.1,46.73161,-121.83593,768,-7544.58197,-6031.99028,13.2,21001.1,257,False,WSW
2404,23008.7,46.73159,-121.83603,768,-7552.35826,-6033.88060,11.2,21009.1,257,False,WSW
2405,23018.3,46.73157,-121.83613,768,-7560.13456,-6035.77091,9.9,21017.1,256,False,WSW
2406,23027.8,46.73156,-121.83623,767,-7567.91085,-6037.66122,11.9,21025.1,256,False,WSW
2407,23037.4,46.73154,-121.83633,767,-7575.68714,-6039.55154,11.9,21033.1,262,True,W
2408,23047.0,46.73154,-121.83644,767,-7583.84178,-6039.27355,11.8,21041.3,267,False,W
2409,23056.5,46.73155,-121.83655,766,-7591.99641,-6038.99556,11.8,21049.4,272,False,W
2410,23066.1,46.73155,-121.83665,766,-7600.15105,-6038.71757,11.7,21057.6,272,False,W
2411,23075.7,46.73155,-121.83676,766,-7608.30569,-6038.43959,11.7,21065.8,276,True,W
2412,23085.3,46.73156,-121.83684,766,-7614.41619,-6036.92734,12.6,21072.1,280,False,W
2413,23094.8,46.73158,-121.83692,766,-7620.52669,-6035.41509,13.6,21078.3,284,False,WNW
2414,23104.4,46.73159,-121.83700,765,-7626.63720,-6033.90284,14.5,21084.6,284,True,WNW
2415,23114.0,46.73161,-121.83708,765,-7632.74770,-6032.39059,14.5,21090.9,284,True,WNW
2416,23123.5,46.73162,-121.83716,765,-7638.85820,-6030.87834,14.5,21097.2,289,True,WNW
2417,23133.1,46.73166,-121.83727,765,-7646.74861,-6026.63069,13.2,21106.2,293,True,WNW
2418,23142.7,46.73170,-121.83737,765,-7654.63902,-6022.38305,11.8,21115.2,298,True,WNW
2419,23152.2,46.73173,-121.83747,764,-7662.52943,-6018.13540,10.5,21124.1,298,True,WNW
2420,23161.8,46.73177,-121.83758,764,-7670.41983,-6013.88776,10.5,21133.1,298,True,WNW
2421,23171.4,46.73181,-121.83768,764,-7678.31024,-6009.64011,10.5,21142.0,307,True,NW
2422,23181.0,46.73188,-121.83775,764,-7683.81315,-6001.89354,10.2,21151.5,316,True,NW
2423,23190.5,46.73195,-121.83783,763,-7689.31605,-5994.14696,9.9,21161.0,325,True,NW
2424,23200.1,46.73202,-121.83790,763,-7694.81896,-5986.40038,9.7,21170.5,329,True,NNW
2425,23209.7,46.73211,-121.83795,763,-7698.61719,-5976.68937,9.9,21181.0,334,True,NNW
2426,23219.2,46.73219,-121.83800,762,-7702.41542,-5966.97835,10.4,21191.4,339,True,NNW
2427,23228.8,46.73228,-121.83805,762,-7706.21365,-5957.26733,10.9,21201.8,339,True,NNW
2428,23238.4,46.73242,-121.83812,762,-7711.68101,-5941.70004,13.9,21218.3,340,False,NNW
2429,23248.0,46.73256,-121.83819,762,-7717.14837,-5926.13276,16.9,21234.8,341,True,NNW
2430,23257.5,46.73261,-121.83822,762,-7719.16814,-5920.30615,14.8,21241.0,341,False,NNW
2431,23267.1,46.73267,-121.83825,762,-7721.18791,-5914.47954,9.6,21247.2,341,True,NNW
2432,23276.7,46.73272,-121.83827,761,-7723.20768,-5908.65293,14.7,21253.3,341,False,NNW
2433,23286.2,46.73277,-121.83830,761,-7725.22744,-5902.82631,14.7,21259.5,341,True,NNW
2434,23295.8,46.73282,-121.83832,761,-7727.24721,-5896.99970,14.7,21265.7,345,True,NNW
2435,23305.4,46.73296,-121.83835,761,-7729.03176,-5882.13665,10.3,21280.6,349,True,N
2436,23315.0,46.73309,-121.83837,760,-7730.81630,-5867.27360,13.3,21295.6,353,True,N
2437,23324.5,46.73322,-121.83840,760,-7732.60084,-5852.41056,17.7,21310.6,236,True,WSW
2438,23334.1,46.73329,-121.83839,760,-7732.22894,-5844.73811,14.0,21318.2,120,True,ESE
2439,23343.7,46.73336,-121.83839,760,-7731.85704,-5837.06566,10.4,21325.9,3,True,N
2440,23353.2,46.73343,-121.83838,759,-7731.48514,-5829.39322,12.4,21333.6,3,True,N
2441,23362.8,46.73350,-121.83838,759,-7731.11324,-5821.72077,12.4,21341.3,119,True,ESE
2442,23372.4,46.73358,-121.83839,759,-7732.29056,-5812.73622,11.7,21350.4,236,False,SW
2443,23382.0,46.73366,-121.83841,758,-7733.46787,-5803.75168,11.0,21359.4,353,False,N
2444,23391.5,46.73374,-121.83842,758,-7734.64519,-5794.76713,10.3,21368.5,353,False,N
2445,23401.1,46.73382,-121.83844,757,-7735.82250,-5785.78258,10.3,21377.5,353,False,N
2446,23410.7,46.73390,-121.83845,757,-7736.99982,-5776.79804,10.3,21386.6,340,False,NNW
2447,23420.2,46.73396,-121.83853,757,-7743.08882,-5770.68232,10.6,21395.2,328,True,NNW
2448,23429.8,46.73401,-121.83861,757,-7749.17782,-5764.56660,10.8,21403.9,315,False,NW
2449,23439.4,46.73407,-121.83870,756,-7755.26682,-5758.45088,11.0,21412.5,315,True,NW
2450,23449.0,46.73412,-121.83877,756,-7761.35581,-5752.33516,11.0,21421.1,315,False,NW
2451,23458.5,46.73418,-121.83885,756,-7767.44481,-5746.21945,11.0,21429.7,311,True,NW
2452,23468.1,46.73421,-121.83892,756,-7772.63796,-5742.79464,12.2,21436.0,307,True,NW
2453,23477.7,46.73424,-121.83899,756,-7777.83111,-5739.36984,13.4,21442.2,303,True,WNW
2454,23487.2,46.73427,-121.83906,755,-7783.02425,-5735.94504,14.6,21448.4,303,False,WNW
2455,23496.8,46.73430,-121.83913,755,-7788.21740,-5732.52024,14.6,21454.6,303,True,WNW
2456,23506.4,46.73433,-121.83920,755,-7793.41055,-5729.09543,14.6,21460.9,303,True,WNW
2457,23515.9,46.73441,-121.83937,755,-7806.81243,-5720.47783,9.7,21476.8,303,True,WNW
2458,23525.5,46.73449,-121.83955,755,-7820.21430,-5711.86023,14.3,21492.7,300,True,WNW
2459,23535.1,46.73451,-121.83963,755,-7826.09445,-5709.32498,14.3,21499.1,296,True,WNW
2460,23544.7,46.73453,-121.83970,755,-7831.97460,-5706.78974,9.6,21505.5,293,True,WNW
2461,23554.2,46.73456,-121.83978,754,-7837.85474,-5704.25450,14.3,21511.9,293,True,WNW
2462,23563.8,46.73458,-121.83986,754,-7843.73489,-5701.71925,14.3,21518.3,293,True,WNW
2463,23573.4,46.73460,-121.83993,754,-7849.61503,-5699.18401,14.3,21524.7,291,True,WNW
2464,23582.9,46.73463,-121.84008,754,-7860.77541,-5695.79257,11.7,21536.4,289,True,WNW
2465,23592.5,46.73466,-121.84023,754,-7871.93578,-5692.40112,10.1,21548.1,287,True,WNW
2466,23602.1,46.73469,-121.84037,753,-7883.09616,-5689.00968,12.7,21559.7,287,True,WNW
2467,23611.7,46.73472,-121.84052,753,-7894.25653,-5685.61823,12.7,21571.4,287,True,WNW
2468,23621.2,46.73475,-121.84065,753,-7903.90578,-5682.54184,11.9,21581.5,287,True,WNW
2469,23630.8,46.73478,-121.84077,752,-7913.55502,-5679.46545,11.2,21591.6,288,True,WNW
2470,23640.4,46.73481,-121.84090,752,-7923.20427,-5676.38906,10.4,21601.8,287,True,WNW
2471,23649.9,46.73482,-121.84098,752,-7929.11588,-5674.65442,10.7,21607.9,287,True,WNW
2472,23659.5,46.73484,-121.84106,752,-7935.02749,-5672.91978,12.7,21614.1,286,True,WNW
2473,23669.1,46.73485,-121.84113,752,-7940.93910,-5671.18514,14.7,21620.3,286,True,WNW
2474,23678.7,46.73487,-121.84121,752,-7946.85072,-5669.45050,14.7,21626.4,286,True,WNW
2475,23688.2,46.73488,-121.84129,752,-7952.76233,-5667.71586,14.7,21632.6,281,True,WNW
2476,23697.8,46.73489,-121.84144,752,-7964.23154,-5667.41007,12.0,21644.1,276,True,W
2477,23707.4,46.73489,-121.84159,752,-7975.70076,-5667.10429,9.8,21655.5,272,False,W
2478,23716.9,46.73489,-121.84174,751,-7987.16997,-5666.79850,12.4,21667.0,272,False,W
2479,23726.5,46.73490,-121.84189,751,-7998.63918,-5666.49271,12.4,21678.5,269,True,W
2480,23736.1,46.73489,-121.84199,751,-8005.93741,-5667.32668,10.4,21685.8,266,True,W
2481,23745.7,46.73488,-121.84208,750,-8013.23565,-5668.16064,10.8,21693.2,263,True,W
2482,23755.2,46.73487,-121.84218,750,-8020.53388,-5668.99460,12.9,21700.5,263,True,W
2483,23764.8,46.73487,-121.84227,750,-8027.83211,-5669.82856,12.9,21707.9,265,True,W
2484,23774.4,46.73486,-121.84237,750,-8035.32006,-5670.05095,12.8,21715.3,267,True,W
2485,23783.9,46.73486,-121.84247,750,-8042.80800,-5670.27334,12.8,21722.8,268,True,W
2486,23793.5,46.73486,-121.84257,749,-8050.29595,-5670.49573,12.7,21730.3,268,True,W
2487,23803.1,46.73486,-121.84267,749,-8057.78389,-5670.71812,12.7,21737.8,273,True,W
2488,23812.6,46.73488,-121.84280,749,-8067.86568,-5668.23477,11.2,21748.2,279,True,W
2489,23822.2,46.73490,-121.84293,748,-8077.94748,-5665.75142,9.8,21758.6,284,True,WNW
2490,23831.8,46.73492,-121.84306,748,-8088.02927,-5663.26806,10.8,21769.0,280,True,W
2491,23841.4,46.73493,-121.84328,748,-8104.31211,-5662.74915,13.7,21785.3,276,True,W
2492,23850.9,46.73493,-121.84349,747,-8120.59495,-5662.23024,16.7,21801.6,272,True,W
2493,23860.5,46.73494,-121.84370,747,-8136.87780,-5661.71133,19.7,21817.8,266,True,W
2494,23870.1,46.73493,-121.84376,747,-8141.38694,-5663.07744,13.9,21822.6,259,True,W
2495,23879.6,46.73491,-121.84382,747,-8145.89608,-5664.44355,11.1,21827.3,253,True,WSW
2496,23889.2,46.73490,-121.84388,747,-8150.40522,-5665.80966,16.9,21832.0,253,True,WSW
2497,23898.8,46.73489,-121.84394,746,-8154.91436,-5667.17577,16.9,21836.7,253,True,WSW
2498,23908.4,46.73488,-121.84400,746,-8159.42350,-5668.54188,16.9,21841.4,253,True,WSW
2499,23917.9,46.73487,-121.84406,746,-8163.93264,-5669.90799,16.9,21846.1,253,True,WSW
2500,23927.5,46.73485,-121.84412,746,-8168.44177,-5671.27409,16.9,21850.8,253,True,WSW
2501,23937.1,46.73482,-121.84427,746,-8180.27816,-5674.74893,13.0,21863.2,253,True,WSW
2502,23946.6,46.73479,-121.84443,746,-8192.11455,-5678.22377,9.9,21875.5,254,True,WSW
2503,23956.2,46.73476,-121.84458,745,-8203.95093,-5681.69861,13.7,21887.8,254,True,WSW
2504,23965.8,46.73473,-121.84474,745,-8215.78732,-5685.17345,13.7,21900.2,260,True,W
2505,23975.4,46.73473,-121.84485,745,-8224.11280,-5684.81207,11.7,21908.5,266,True,W
2506,23984.9,46.73473,-121.84496,745,-8232.43828,-5684.45069,9.7,21916.8,272,True,W
2507,23994.5,46.73474,-121.84507,745,-8240.76376,-5684.08930,11.4,21925.2,272,True,W
2508,24004.1,46.73474,-121.84518,745,-8249.08924,-5683.72792,11.4,21933.5,275,True,W
2509,24013.6,46.73476,-121.84533,745,-8261.12789,-5681.86541,9.6,21945.7,277,True,W
2510,24023.2,46.73477,-121.84549,744,-8273.16654,-5680.00289,11.6,21957.9,279,True,W
2511,24032.8,46.73479,-121.84565,744,-8285.20519,-5678.14038,13.5,21970.0,279,True,W
2512,24042.4,46.73481,-121.84581,744,-8297.24384,-5676.27786,13.5,21982.2,278,True,W
2513,24051.9,46.73482,-121.84589,744,-8303.82729,-5675.47726,10.7,21988.9,278,True,W
2514,24061.5,46.73482,-121.84598,744,-8310.41074,-5674.67666,11.2,21995.5,277,True,W
2515,24071.1,46.73483,-121.84607,744,-8316.99419,-5673.87605,14.0,22002.1,277,True,W
2516,24080.6,46.73484,-121.84615,744,-8323.57764,-5673.07545,14.0,22008.8,277,True,W
2517,24090.2,46.73484,-121.84624,744,-8330.16109,-5672.27485,14.0,22015.4,272,True,W
2518,24099.8,46.73483,-121.84640,744,-8342.37657,-5674.27636,11.1,22027.8,266,True,W
2519,24109.3,46.73481,-121.84656,743,-8354.59204,-5676.27786,10.9,22040.1,261,True,W
2520,24118.9,46.73479,-121.84672,742,-8366.80751,-5678.27937,13.8,22052.5,261,True,W
2521,24128.5,46.73477,-121.84688,742,-8379.02299,-5680.28088,13.8,22064.9,261,True,W
2522,24138.1,46.73476,-121.84699,742,-8387.10315,-5681.61522,11.7,22073.1,261,True,W
2523,24147.6,46.73475,-121.84709,742,-8395.18331,-5682.94956,9.6,22081.3,261,True,W
2524,24157.2,46.73474,-121.84720,742,-8403.26346,-5684.28390,11.6,22089.5,261,True,W
2525,24166.8,46.73472,-121.84731,742,-8411.34362,-5685.61823,11.6,22097.7,265,True,W
2526,24176.3,46.73473,-121.84745,742,-8422.59651,-5685.02520,10.1,22108.9,269,True,W
2527,24185.9,46.73473,-121.84760,741,-8433.84940,-5684.43216,10.6,22120.2,273,True,W
2528,24195.5,46.73474,-121.84775,741,-8445.10229,-5683.83912,12.1,22131.5,275,True,W
2529,24205.1,46.73475,-121.84786,741,-8453.46440,-5682.44918,10.7,22139.9,277,True,W
2530,24214.6,46.73476,-121.84797,741,-8461.82652,-5681.05924,9.8,22148.4,279,True,W
2531,24224.2,46.73478,-121.84808,741,-8470.18863,-5679.66931,11.2,22156.9,279,True,W
2532,24233.8,46.73479,-121.84819,741,-8478.55075,-5678.27937,11.2,22165.4,283,True,WNW
2533,24243.3,46.73482,-121.84832,741,-8488.42269,-5674.83233,10.2,22175.8,286,True,WNW
2534,24252.9,46.73485,-121.84845,741,-8498.29464,-5671.38529,9.9,22186.3,289,True,WNW
2535,24262.5,46.73488,-121.84858,741,-8508.16658,-5667.93825,10.9,22196.7,289,True,WNW
2536,24272.1,46.73491,-121.84871,741,-8518.03852,-5664.49121,10.9,22207.2,289,True,WNW
2537,24281.6,46.73495,-121.84883,741,-8527.91046,-5661.04417,10.9,22217.7,291,True,WNW
2538,24291.2,46.73497,-121.84892,741,-8534.49063,-5657.97519,9.8,22224.9,293,True,WNW
2539,24300.8,46.73500,-121.84901,741,-8541.07079,-5654.90621,11.4,22232.2,295,True,WNW
2540,24310.3,46.73503,-121.84909,740,-8547.65095,-5651.83723,13.0,22239.4,295,True,WNW
